range,cost,capacity,config
8.619669914,6942.84668,92,"*aMM0+*bNM2+++*cMN2+++*dLM1+++*eML1+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^fc^eg^gb^bh^ci^ej^dk,92,3"
51.07028198,11657.69727,40,"*aMM0+*bNM3*cMN3*dLM3*eML3*fOM2+++*gMO1+++*hKM2+++*iMK1+++*jPM4*kON4*lOL4*mNO4*nMP4*oLO4*pKN4*qJM4*rKL44*sNK4*tLK4*uMJ4*vLN0+++++++++*wNL0+++++++++*xOK1+++++*yNJ4*zOJ4*!PK4*@PL4*#OO4*$NN2+++++*%KO2+++++*&LP4*(KP4*)LL1+++++*_KK4^ab^ac^ad^ae^bf^cg^dh^ei^fj^fk^fl^gm^gn^go^hp^hq^hr^is^it^iu^dv^ew^sx^uy^yz^x!^!s^!@^@j^k#^m#^b$^c$^$m^$k^vo^p%^%o^o&^&n^%(^pv^wl^sw^t)^)e^)d^r)^t_^kr^l@,40,3"
2.176112413,2406.393066,18,"*aMM0+*bNM4*cMN4*dLM4*eML4*fOM2*gMO1*hKM2*iMK1*jPM2*kMP1*lJM2*mMJ1^ab^ac^ad^ae^bf^cg^dh^ei^fj^gk^hl^im,18,3"
1.957353473,2406.393066,19,"*aMM0+*bNM4*cMN4*dLM4*eML4*fOM2*gMO1*hKM2*iMK1*jPM2*kMP1*lJM2*mMJ1^ab^ac^ad^ae^bf^cg^dh^ei^fj^gk^hl^im,19,3"
1.423974037,2817.476563,42,"*aMM0+-*bNM4*cMN4*dLM4*eML4*fOM2+*gMO1+*hKM2+*iMK1+*jPM2+*kMP1+*lJM2+*mMJ1+^ab^ac^ad^ae^bf^cg^dh^ei^fj^gk^hl^im,42,3"
0.833272159,2619.893311,44,"*aMM0+*bNM4*cMN4*dLM4*eML4*fOM2+*gMO1+*hKM2+*iMK1+*jPM2+*kMP1+*lJM2+*mMJ1+^ab^ac^ad^ae^bf^cg^dh^ei^fj^gk^hl^im,44,3"
0.502682328,2779.143311,54,"*aMM0+*bNM4*cMN4*dLM4*eML4*fOM2++*gMO1++*hKM2++*iMK1++*jPM2+*kMP1+*lJM2+*mMJ1+^ab^ac^ad^ae^bf^cg^dh^ei^fj^gk^hl^im,54,3"
0.325910628,2779.143311,59,"*aMM0+*bNM4-*cMN4*dLM4*eML4*fOM2++*gMO1++*hKM2++*iMK1++*jPM2+*kMP1+*lJM2+*mMJ1+^ab^ac^ad^ae^bf^cg^dh^ei^fj^gk^hl^im,59,3"
1.028530955,2619.893311,42,"*aMM0+*bNM4*cMN4*dLM44*eML4*fOM2+*gMO1+*hKM2+*iMK1+*jPM2+*kMP1+*lJM2+*mMJ1+^ab^ac^ad^ae^bf^cg^dh^ei^fj^gk^hl^im,42,3"
0.611880779,2672.393311,48,"*aMM0+*bNM4+*cMN4+*dLM4+*eML4+*fOM2++*gMO1++*hKM2++*iMK1++*jPM2*kMP1*lJM2*mMJ1^ab^ac^ad^ae^bf^cg^dh^ei^fj^gk^hl^im,48,3"
0.575700343,2779.143311,52,"*aMM0+*bNM4++*cMN4++*dLM4++*eML4++*fOM2++*gMO1++*hKM2++*iMK1++*jPM2+*kMP1+*lJM2+*mMJ1+^ab^ac^ad^ae^bf^cg^dh^ei^fj^gk^hl^im,52,3"
0.33830142,2894.643555,59,"*aMM0+*bNM4++*cMN4++*dLM4+++*eML4+++*fOM2+++*gMO1+++*hKM2+++*iMK1+++*jPM2*kMP1*lJM2*mMJ1^ab^ac^ad^ae^bf^cg^dh^ei^fj^gk^hl^im,59,3"
0.675316036,2672.393311,47,"*aMM0+*bNM4++*cMN4++*dLM44*eML4*fOM2++*gMO1++*hKM2++*iMK1++*jPM2*kMP1*lJM2*mMJ1^ab^ac^ad^ae^bf^cg^dh^ei^fj^gk^hl^im,47,3"
0.375643194,2672.393311,51,"*aMM0+*bNM4++*cMN44*dLM4+++*eML4++*fOM2++*gMO1++*hKM2++*iMK1++*jPM2*kMP1*lJM2*mMJ1^ab^ac^ad^ae^bf^cg^dh^ei^fj^gk^hl^im,51,3"
0.285544634,2894.643555,63,"*aMM0+*bNM4+++*cMN4++*dLM4+*eML4+*fOM2+++*gMO1+++*hKM2+++*iMK1+++*jPM2*kMP1*lJM2*mMJ1^ab^ac^ad^ae^bf^cg^dh^ei^fj^gk^hl^im,63,3"
0.170797661,3382.893555,89,"*aMM0+*bNM4+++*cMN4+++*dLM4+++++*eML4++++++++*fLL2+++*gNN2+++*hNL1+++*iLN1+++*jKM1+++*kMO2+++*lOM1+++*mMK2+++^ab^ac^ad^ae^df^cg^eh^di^dj^ck^bl^em^ef^bg^bh^ci,89,3"
58.71605682,9536.227539,26,"*aMM0++*bNM0*cMN0*dLM0*eML0*fOM2+++*gMO1+++*hKM2+++*iMK1+++*jON2++*kOL2++*lNO1++*mLO1++*nKN2++*oKL2++*pNK1++*qLK1++^ab^ac^ad^ae^bf^cg^dh^ei^fj^fk^gl^gm^hn^ho^ip^iq,26,3"
2.464269876,2445.637939,16,"*aMM0++*bNM1+*cMN2+*dLM1+*eML2+*fLN3------------------*gNL3------------------^ab^ac^ad^ae^cf^bg,16,3"
15.25481224,6918.179688,65,"*aMM0++*bNM1++*cMN1++*dLM2++*eML2++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^fc^eg^gb^bh^ci^ej^dk,65,3"
4.102118492,2778.248779,20,"*aMM0++*bNM1++*cMN1++*dLM2++*eML2++*fNL3++++++*gLN3++++++^ab^ac^ad^ae^ef^dg,20,3"
8.115170479,3039.041504,17,"*aMM0++-*bNM1++*cMN1++*dLM2++*eML2++*fNL3++++++++++*gLN3++++++++++^ab^ac^ad^ae^ef^dg,17,3"
7.65930891,2908.817871,17,"*aMM0++*bNM1++*cMN1++*dLM2++*eML2++*fNL3++++++++++++++++*gLN3++++++++++++++++^ab^ac^ad^ae^ef^dg^fb^gc,17,3"
1.128444791,2767.351807,41,"*aMM0++*bNM1++*cMN1++*dLM2++*eML2++*fNN1+*gLL2+^ab^ac^ad^ae^bf^cf^eg^gd,41,3"
3.061302185,2684.910645,22,"*aMM0++*bNM1++*cMN2++*dLM1++*eML2++*fNL3----*gLN3----^ab^ac^ad^ae^ef^dg,22,3"
16.4313755,7140.430176,62,"*aMM0++*bNM1+++*cMN2+++*dLM1+++*eML2+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^fc^eg^gb^bh^ci^ej^dk,62,3"
13.3738203,7140.430176,74,"*aMM0++*bNM1+++*cMN2+++*dLM1+++*eML2+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^fc^eg^gb^bh^ci^ej^dk,74,3"
15.62654018,7140.430176,65,"*aMM0++*bNM1+++*cMN2+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^fc^eg^gb^bh^ci^ej^dk,65,3"
2.820921659,2438.16333,15,"*aMM0++*bNM2+*cMN1+*dLM2+*eML1+*fLN3--------------------*gNL3--------------------^ab^ac^ad^ae^df^ef^cg^bg,15,3"
19.82498932,6363.763184,42,"*aMM0++*bNM2+*cMN1+*dLM2+*eML1+*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk,42,3"
18.32863617,6363.763184,45,"*aMM0++*bNM2+*cMN1+*dLM2+*eML1+*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk,45,3"
17.98537827,6363.763184,46,"*aMM0++*bNM2+*cMN1+*dLM2+*eML1+*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk,46,3"
14.97602081,6363.763184,53,"*aMM0++*bNM2+*cMN1+*dLM2+*eML1+*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc,53,3"
2.848970652,2458.532715,14,"*aMM0++*bNM2+*cMN1+*dLM2+*eML1+*fNL3---------------*gLN3---------------^ab^ac^ad^ae^ef^dg,14,3"
2.257584572,2554.726563,17,"*aMM0++*bNM2+*cMN1+*dLM2+*eML1+*fNN2*gLL1^ab^ac^ad^ae^bf^cf^eg^dg,17,3"
1.730825782,2710.726563,34,"*aMM0++*bNM2+*cMN1+*dLM2+*eML1+*fOM2*gMO1*hKM2*iMK1^ab^ac^ad^ae^bf^cg^dh^ei,34,3"
1.263301969,2710.726563,35,"*aMM0++*bNM2+*cMN1+*dLM2+*eML1+*fOM2*gMO1*hKM2*iMK1^ab^ac^ad^ae^bf^cg^dh^ei,35,3"
1.526510954,2817.476563,41,"*aMM0++*bNM2+*cMN1+*dLM2+*eML1+*fOM2+*gMO1+*hKM2+*iMK1+^ab^ac^ad^ae^bf^cg^dh^ei,41,3"
22.76931,6918.179688,43,"*aMM0++*bNM2++*cMN1++*dLM2++*eML1++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^fc^eg^gb^bh^ci^ej^dk,43,3"
19.63899422,6736.395996,45,"*aMM0++-*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk,45,3"
15.63117599,6523.013184,54,"*aMM0++*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk,54,3"
14.07674503,6523.013184,60,"*aMM0++*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^jb,60,3"
12.51438618,6523.013184,65,"*aMM0++*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^jb^kc,65,3"
12.38023376,6523.013184,66,"*aMM0++*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^jc^kb,66,3"
16.6107235,6523.013184,51,"*aMM0++*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc,51,3"
16.29083061,6523.013184,52,"*aMM0++*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc,52,3"
14.47137928,6523.013184,58,"*aMM0++*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc,58,3"
3.119999647,2709.374756,22,"*aMM0++*bNM2++*cMN1++*dLM2++*eML1++*fNL3-*gLN3-^ab^ac^ad^ae^ef^dg,22,3"
3.114292622,2700.899902,22,"*aMM0++*bNM2++*cMN1++*dLM2++*eML1++*fNL3--*gLN3--^ab^ac^ad^ae^ef^dg,22,3"
3.088193655,2692.747314,22,"*aMM0++*bNM2++*cMN1++*dLM2++*eML1++*fNL3---*gLN3---^ab^ac^ad^ae^ef^dg,22,3"
3.554995775,2736.795654,21,"*aMM0++*bNM2++*cMN1++*dLM2++*eML1++*fNL3++*gLN3++^ab^ac^ad^ae^ef^dg,21,3"
3.56898737,2767.342529,21,"*aMM0++*bNM2++*cMN1++*dLM2++*eML1++*fNL3+++++*gLN3+++++^ab^ac^ad^ae^bf^cg,21,3"
4.015665054,2767.342529,20,"*aMM0++*bNM2++*cMN1++*dLM2++*eML1++*fNL3+++++*gLN3+++++^ab^ac^ad^ae^fb^ef^cg^gd,20,3"
7.547809124,2879.425781,17,"*aMM0++*bNM2++*cMN1++*dLM2++*eML1++*fNL3++++++++++++++*gLN3++++++++++++++^ab^ac^ad^ae^ef^dg,17,3"
8.253829956,2924.16333,16,"*aMM0++*bNM2++*cMN1++*dLM2++*eML1++*fNL3+++++++++++++++++*gLN3+++++++++++++++++^ab^ac^ad^ae^ef^dg^fb^gc,16,3"
8.290661812,2939.949463,16,"*aMM0++*bNM2++*cMN1++*dLM2++*eML1++*fNL3++++++++++++++++++*gLN3++++++++++++++++++^ab^ac^ad^ae^ef^dg,16,3"
9.043522835,2956.183105,15,"*aMM0++*bNM2++*cMN1++*dLM2++*eML1++*fNL3+++++++++++++++++++*gLN3+++++++++++++++++++^ab^ac^ad^ae^ef^dg^fb^gc,15,3"
9.21107769,2998.82373,14,"*aMM0++*bNM2++*cMN1++*dLM2++*eML1++*fNL3+++++++++++++++++++++*gLN3++++++++++++++++++++++^ab^ac^ad^ae^ef^dg,14,3"
1.357732058,2713.976807,36,"*aMM0++*bNM2++*cMN1++*dLM2++*eML1++*fNN2*gLL1^ab^ac^ad^ae^bf^cf^eg^gb,36,3"
1.235364556,2713.976807,38,"*aMM0++*bNM2++*cMN1++*dLM2++*eML1++*fNN2*gLL1^ab^ac^ad^ae^bf^ef^dg^gc,38,3"
0.758582234,2767.351807,46,"*aMM0++*bNM2++*cMN1++*dLM2++*eML1++*fNN2+*gLL1+^ab^ac^ad^ae^bf^cf^eg^dg,46,3"
1.26266706,2767.351807,38,"*aMM0++*bNM2++*cMN1++*dLM2++*eML1++*fNN2+*gLL1+^ab^ac^ad^ae^bf^dg,38,3"
0.852147758,2767.351807,45,"*aMM0++*bNM2++*cMN1++*dLM2++*eML1++*fNN2+*gLL1+^ab^ac^ad^ae^bf^dg,45,3"
2.058387041,2718.178223,25,"*aMM0++*bNM2++*cMN1++*dLM2++*eML1++*fNN3*gLL3^ab^ac^ad^ae^bf^dg,25,3"
3.125206709,2718.178223,22,"*aMM0++*bNM2++*cMN1++*dLM2++*eML1++*fOM4*gNN4*hNL3*iMO4*jLN3*kKM4*lLL4*mMK4*nPM4*oMP4*pJM44*qMJ4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^fn^io^kp^mq^bh^el,22,3"
4.31616497,2976.491211,22,"*aMM0++*bNM2++*cMN1+++*dLM2++*eML1+++*fNL3+++++++++++++*gLN3+++++++++++++^ab^ac^ad^ae^ef^dg,22,3"
12.39961338,6745.263184,67,"*aMM0++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+*gNL0+*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^fc^eg^gb^bh^ci^ej^dk,67,3"
11.49802685,6745.263184,71,"*aMM0++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+*gNL0+*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^fc^eg^gb^bh^ci^ej^dk,71,3"
11.3496809,6745.263184,72,"*aMM0++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+*gNL0+*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^fc^eg^gb^bh^ci^ej^dk,72,3"
9.074333191,6745.263184,84,"*aMM0++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+*gNL0+*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^fc^eg^gb^bh^ci^ej^dk,84,3"
7.012983799,6745.263184,95,"*aMM0++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+*gNL0+*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^fc^eg^gb^bh^ci^ej^dk,95,3"
6.795452118,6745.263184,96,"*aMM0++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+*gNL0+*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^fc^eg^gb^bh^ci^ej^dk,96,3"
11.77603436,6745.263184,70,"*aMM0++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+*gNL0+*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^fc^eg^gb^bh^ci^ej^dk^dc^ee^fc^bg^dh^ei,70,3"
9.966680527,6745.263184,79,"*aMM0++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+*gNL0+*hOM2+++*iMO1+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^fc^eg^gb^bh^ci^ej^dk,79,3"
9.725930214,6745.263184,80,"*aMM0++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+*gNL0+*hOM2+++*iMO1+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^fc^eg^gb^bh^ci^ej^dk,80,3"
6.279623985,6745.263184,99,"*aMM0++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+*gNL0+*hOM2+++*iMO1+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^fc^eg^gb^bh^ci^ej^dk^dc^ee^ef^bg^bh^ci,99,3"
18.00219536,7140.430176,56,"*aMM0++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^fc^eg^gb^bh^ci^ej^dk,56,3"
15.81967831,7140.430176,64,"*aMM0++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^fc^eg^gb^bh^ci^ej^dk,64,3"
14.53932953,7140.430176,69,"*aMM0++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^fc^eg^gb^bh^ci^ej^dk,69,3"
14.38977051,7140.430176,70,"*aMM0++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^fc^eg^gb^bh^ci^ej^dk,70,3"
12.31504726,7353.812988,82,"*aMM0++-*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^fc^eg^gb^bh^ci^ej^dk,82,3"
12.05091286,7140.430176,80,"*aMM0++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^fc^eg^gb^bh^ci^ej^dk^dc^ee^ef^dg^hc,80,3"
18.3550663,7567.195801,65,"*aMM0++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+++*gNL0+++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^fc^eg^gb^bh^ci^ej^dk,65,3"
15.90452003,7567.195801,74,"*aMM0++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+++*gNL0+++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^fc^eg^gb^bh^ci^ej^dk,74,3"
0.248216659,3340.553467,70,"*aMM0++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN3*gNL3*hLL2+++*iNN1+++^ab^ac^ad^ae^cf^bg^dh^ci^bi^df^eh^ei,70,3"
8.538692474,6745.263184,86,"*aMM0++*bNM2+++*cMN2+++*dLM1+++*eML1+++*fLN0+*gNL0+*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^fc^eg^gb^bh^ci^ej^dk,86,3"
15.6742506,6523.012695,53,"*aMM0++*bNM2+++*cMN2+++*dLM1+++*eML1+++*fLN0+*gNL0+*hOM2++*iMO1++*jMK2++*kKM1++^ab^ac^ad^ae^df^fc^eg^gb^bh^ci^ej^dk^dc^ee,53,3"
13.86692905,7140.430176,72,"*aMM0++*bNM2+++*cMN2+++*dLM1+++*eML1+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^fc^eg^gb^bh^ci^ej^dk,72,3"
0.195429593,3913.476807,86,"*aMM0++*bNM2++++*cMN1++++*dLM2++++*eML1++++*fLL2+*gNN2+*hNL1+*iLN1+*jKM1+*kMO2+*lOM1+*mMK2+^ab^ac^ad^ae^df^cg^eh^di^dj^ck^bl^em^ef^bg^bh^ci,86,3"
0.184614614,3993.101807,99,"*aMM0++*bNM2++++*cMN1++++*dLM2++++*eML1++++*fLL2+*gNN2+*hNL1++*iLN1++*jKM1+*kMO2+*lOM1+*mMK2+^ab^ac^ad^ae^df^cg^eh^di^dj^ck^bl^em^ef^bg^bh^ci,99,3"
0.192538619,3913.476807,95,"*aMM0++*bNM2++++*cMN2++++*dLM1++++*eML1++++*fLL2+*gNN2+*hNL1+*iLN1+*jKM1+*kMO2+*lOM2+*mMK1+^ab^ac^ad^ae^df^cg^eh^di^dj^ck^bl^em^ef^bg^bh^ci,95,3"
61.57089233,11788.90137,25,"*aMM0++*bNM3----*cMN3---*dLM3----*eML3-----*fOM2+++*gMO1+++*hKM2+++*iMK1+++*jPM4*kON4*lOL4*mNO4*nMP4*oLO4*pKN4*qJM4*rKL4*sNK4*tLK4*uMJ4*vLN0+++++++++*wNL0+++++++++*xOK1+++++*yNJ4*zOJ4*!PK4*@PL4+*#OO4*$NN2+++++*%KO2+++++*&LP4*(KP4*)LL1+++++*_KK4^ab^ac^ad^ae^bf^cg^dh^ei^fj^fk^fl^gm^gn^go^hp^hq^hr^is^it^iu^dv^ew^sx^uy^yz^x!^!@^k#^b$^p%^o&^%(^t)^t_^vc^bw^lx^ys^zx^@j^m#^c$^$$^%(^vo^%o^&&^vvb^wl^s)^)e^)d^l@,25,3"
1.613909006,2817.476563,40,"*aMM0++*bNM4*cMN4*dLM4*eML4*fOM2+*gMO1+*hKM2+*iMK1+*jPM2+*kMP1+*lJM2+*mMJ1+^ab^ac^ad^ae^bf^cg^dh^ei^fj^gk^hl^im,40,3"
1.308198571,2817.476563,43,"*aMM0++*bNM4*cMN4*dLM4*eML4*fOM2+*gMO1+*hKM2+*iMK1+*jPM2+*kMP1+*lJM2+*mMJ1+^ab^ac^ad^ae^bf^cg^dh^ei^fj^gk^hl^im,43,3"
0.798876166,2817.476563,46,"*aMM0++*bNM4*cMN4*dLM4*eML4*fOM2+*gMO1+*hKM2+*iMK1+*jPM2+*kMP1+*lJM2+*mMJ1+^ab^ac^ad^ae^bf^cg^dh^ei^fj^gk^hl^im,46,3"
1.135419488,2869.976807,45,"*aMM0++*bNM4*cMN4*dLM4*eML4*fOM2++*gMO1++*hKM2++*iMK1++*jPM2*kMP1*lJM2*mMJ1^ab^ac^ad^ae^bf^cg^dh^ei^fj^gk^hl^im,45,3"
0.907216251,2976.726807,51,"*aMM0++*bNM4*cMN4*dLM4*eML4*fOM2++*gMO1++*hKM2++*iMK1++*jPM2+*kMP1+*lJM2+*mMJ1+^ab^ac^ad^ae^bf^cg^dh^ei^fj^gk^hl^im,51,3"
0.340179384,2976.726807,62,"*aMM0++*bNM4*cMN4*dLM4*eML4*fOM2++*gMO1++*hKM2++*iMK1++*jPM2+*kMP1+*lJM2+*mMJ1+^ab^ac^ad^ae^bf^cg^dh^ei^fj^gk^hl^im,62,3"
0.792863071,2869.976807,49,"*aMM0++*bNM4*cMN4*dLM4*eML4+*fOM2++*gMO1++*hKM2++*iMK1++*jPM2*kMP1*lJM2*mMJ1^ab^ac^ad^ae^bf^cg^dh^ei^fj^gk^hl^im,49,3"
0.63498497,2976.726807,57,"*aMM0++*bNM4*cMN4*dLM4*eML4+*fOM2++*gMO1++*hKM2++*iMK1++*jPM2+*kMP1+*lJM2+*mMJ1+^ab^ac^ad^ae^bf^cg^dh^ei^fj^gk^hl^im,57,3"
0.689509749,2869.976807,50,"*aMM0++*bNM4-*cMN4*dLM4+*eML4*fOM2++*gMO1++*hKM2++*iMK1++*jPM2*kMP1*lJM2*mMJ1^ab^ac^ad^ae^bf^cg^dh^ei^fj^gk^hl^im,50,3"
1.150140882,2817.476563,44,"*aMM0++*bNM4+*cMN4*dLM4*eML4*fOM2+*gMO1+*hKM2+*iMK1+*jPM2+*kMP1+*lJM2+*mMJ1+^ab^ac^ad^ae^bf^cg^dh^ei^fj^gk^hl^im,44,3"
0.99323374,2817.476563,45,"*aMM0++*bNM4+*cMN4*dLM4*eML4*fOM2+*gMO1+*hKM2+*iMK1+*jPM2+*kMP1+*lJM2+*mMJ1+^ab^ac^ad^ae^bf^cg^dh^ei^fj^gk^hl^im,45,3"
0.865968883,2976.726807,52,"*aMM0++*bNM4+*cMN4*dLM4*eML4*fOM2++*gMO1++*hKM2++*iMK1++*jPM2+*kMP1+*lJM2+*mMJ1+^ab^ac^ad^ae^bf^cg^dh^ei^fj^gk^hl^im,52,3"
1.949538231,3030.859619,41,"*aMM0+-+*bNM4++*cMN4*dLM4*eML4*fOM2+*gMO1+*hKM2+*iMK1+*jPM2+*kMP1+*lJM2+*mMJ1+^ab^ac^ad^ae^bf^cg^dh^ei^fj^gk^hl^im,41,3"
0.728112042,2976.726807,55,"*aMM0++*bNM4++*cMN4+*dLM4++*eML4++*fOM2++*gMO1++*hKM2++*iMK1++*jPM2+*kMP1+*lJM2+*mMJ1+^ab^ac^ad^ae^bf^cg^dh^ei^fj^gk^hl^im,55,3"
0.517064631,2976.726807,59,"*aMM0++*bNM4++*cMN4+*dLM4+4*eML4*fOM2++*gMO1++*hKM2++*iMK1++*jPM2+*kMP1+*lJM2+*mMJ1+^ab^ac^ad^ae^bf^cg^dh^ei^fj^gk^hl^im,59,3"
44.29406738,11312.62793,35,"*aMM0++*bNM4++*cMN4+*dLM44*eML4*fOM2++*gMO1++*hKM2++*iMK1++*jPM4*kON4*lOL4*mNO4*nMP4*oLO4*pKN4*qJM4*rKL4*sNK4*tLK4*uMJ4*vLN0+++++++++*wNL0+++++++++*xOK1+++++*yNJ4*zOJ4*!PK4*@PL4*#OO4*$NN2+++++*%KO2+++++*&LP4*(KP4*)LL1+++++*_KK4^ab^ac^ad^ae^bf^cg^dh^ei^fj^fk^fl^gm^gn^go^hp^hq^hr^is^it^iu^dv^ew^sx^uy^yz^x!^!@^k#^b$^p%^o&^%(^t)^t_^vc^bw^lx^ly^zz^@!^k#^b#^c$^b$^p%^o&^%(^t)^t_^vc^bw^lx^em^yg^dj^%q^$b^%o^o&^%(^pvs^t)^)c^em,35,3"
3.033848763,2857.562256,23,"*aMM0+++*bNM1++*cMN1++*dLM2++*eML2++*fNL3----------*gLN3----------^ab^ac^ad^ae^bf^cg,23,3"
8.177451134,3051.871826,17,"*aMM0+++*bNM1++*cMN1++*dLM2++*eML2++*fNL3+++++++++++*gLN3+++++++++++^ab^ac^ad^ae^ef^dg,17,3"
4.961820126,3125.691895,25,"*aMM0+++*bNM1++*cMN1+++*dLM2++*eML2+++*fNL3++++++++*gLN3++++++++^ab^ac^ad^ae^bf^cg,25,3"
20.20183563,7131.562988,52,"*aMM0+++*bNM1++*cMN2++*dLM1++*eML2++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^fc^eg^gb^bh^ci^ej^dk,52,3"
3.730057955,2883.543701,21,"*aMM0+++*bNM1++*cMN2++*dLM1++*eML2++*fNL3------*gLN3------^ab^ac^ad^ae^bf^cg,21,3"
