range,cost,capacity,config
7.136800766,4966.185547,53,"*aMM0----*bNM2++*cMN1++*dLM2++*eML1++*fMO1++*gKM2++*hMK1++*iOM2++*jNL0*kLN0^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc,53,3"
5.242109776,5072.883301,65,"*aMM0-----*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0*kLN0^ab^ac^ac^ad^ae^cf^dg^eh^bi^ej^dk,65,3"
7.0132761,5188.436035,56,"*aMM0----*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0*kLN0^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk,56,3"
7.336078644,5316.141113,58,"*aMM0---*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0*kLN0^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk,58,3"
8.883868217,5610.440918,59,"*aMM0-*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0*kLN0^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk,59,3"
6.889173031,5316.141113,60,"*aMM0---*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0*kLN0^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk,60,3"
6.140941143,5188.436035,61,"*aMM0----*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0*kLN0^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk,61,3"
5.623553753,5072.883301,61,"*aMM0-----*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0*kLN0^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk,61,3"
6.327999115,5610.440918,70,"*aMM0-*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0*kLN0^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk,70,3"
5.629075527,5456.607422,70,"*aMM0--*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0*kLN0^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk,70,3"
4.992660522,5316.141113,70,"*aMM0---*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0*kLN0^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk,70,3"
4.426351547,5188.436035,70,"*aMM0----*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0*kLN0^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk,70,3"
3.938079834,5072.883301,70,"*aMM0-----*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0*kLN0^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk,70,3"
4.883209229,5072.883301,67,"*aMM0-----*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0*kLN0^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^ck,67,3"
9.539319992,5778.250977,60,"*aMM0*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0*kLN0^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^jb,60,3"
6.24086237,5188.436035,60,"*aMM0----*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0*kLN0^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^jb,60,3"
6.527868748,5316.141113,63,"*aMM0---*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0*kLN0^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^jb,63,3"
4.311059475,5316.141113,75,"*aMM0---*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0*kLN0^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^jc,75,3"
7.959817886,5316.141113,56,"*aMM0---*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0*kLN0^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc,56,3"
7.622727871,5316.141113,57,"*aMM0---*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0*kLN0^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc,57,3"
6.747380257,5188.436035,57,"*aMM0----*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0*kLN0^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc,57,3"
6.533274651,5188.436035,58,"*aMM0----*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0*kLN0^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc,58,3"
14.96575165,6143.037109,50,"*aMM0*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk,50,3"
12.60375881,5975.227051,54,"*aMM0-*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk,54,3"
8.601168633,5553.22168,60,"*aMM0----*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk,60,3"
8.332328796,5975.227051,70,"*aMM0-*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk,70,3"
13.05227947,6143.037109,56,"*aMM0*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^ck,56,3"
7.897174835,5437.668945,60,"*aMM0-----*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^dk,60,3"
7.302957535,5333.661621,60,"*aMM0------*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^dk,60,3"
9.432909966,5680.927246,60,"*aMM0---*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^jb,60,3"
8.394462585,5680.927246,65,"*aMM0---*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^jb,65,3"
10.76906109,5680.927246,55,"*aMM0---*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc,55,3"
11.32830715,5821.393066,56,"*aMM0--*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc,56,3"
10.54407406,5680.927246,56,"*aMM0---*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc,56,3"
9.846795082,5553.22168,56,"*aMM0----*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc,56,3"
9.138335228,5437.668945,56,"*aMM0-----*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc,56,3"
9.118100166,5680.927246,61,"*aMM0---*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc,61,3"
7.785626888,5553.22168,65,"*aMM0----*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc,65,3"
7.227207184,5437.668945,65,"*aMM0-----*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc,65,3"
6.692207813,5333.661621,65,"*aMM0------*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc,65,3"
15.47083187,6370.394043,55,"*aMM0-*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0++*kLN0++^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk,55,3"
10.98452759,6076.09375,65,"*aMM0---*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0++*kLN0++^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk,65,3"
12.68235588,5832.835938,53,"*aMM0-----*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0++*kLN0++^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc,53,3"
13.71193314,6076.09375,55,"*aMM0---*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0++*kLN0++^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc,55,3"
14.55486774,5948.38916,50,"*aMM0----*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0++*kLN0++^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk5,50,3"
12.18432331,5975.227051,56,"*aMM0-*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0k*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^jb,56,3"
8.073718071,5610.440918,62,"*aMM0-*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK11++*iOM2+++*jNL0*kLN0^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk,62,3"
3.283213854,3037.606689,27,"*aMM0--*bNM2++*cMN1++*dLM2++*eML1++*fNL0------*gLN0------^ab^ac^ad^ae^bf^cg,27,3"
3.665449381,3105.155762,27,"*aMM0---*bNM2++*cMN1++*dLM2++*eML1++*fNL0-----*gLN0-----^ab^ac^ad^ae^bf^cg,27,3"
3.075173855,3105.155762,29,"*aMM0---*bNM2++*cMN1++*dLM2++*eML1++*fNL0-----*gLN0-----^ab^ac^ad^ae^bf^cg,29,3"
2.778237104,3105.155762,30,"*aMM0---*bNM2++*cMN1++*dLM2++*eML1++*fNL0-----*gLN0-----^ab^ac^ad^ae^bf^cg,30,3"
2.296579361,2897.140625,30,"*aMM0---*bNM2++*cMN1++*dLM2++*eML1++*fNL0------*gLN0------^ab^ac^ad^ae^bf^cg,30,3"
2.331278801,3037.606689,31,"*aMM0--*bNM2++*cMN1++*dLM2++*eML1++*fNL0------*gLN0------^ab^ac^ad^ae^bf^cg,31,3"
2.439012289,3105.155762,31,"*aMM0---*bNM2++*cMN1++*dLM2++*eML1++*fNL0-----*gLN0-----^ab^ac^ad^ae^bf^cg,31,3"
2.236311913,2977.450439,31,"*aMM0----*bNM2++*cMN1++*dLM2++*eML1++*fNL0-----*gLN0-----^ab^ac^ad^ae^bf^cg,31,3"
2.603845119,2851.466553,27,"*aMM0--*bNM2++*cMN1++*dLM2++*eML1++*fNL0-------*gLN0-------^ab^ac^ad^ae^bf^dg,27,3"
5.188884735,3105.155762,21,"*aMM0---*bNM2++*cMN1++*dLM2++*eML1++*fNL0-----*gLN0-----^ab^ac^ad^ae^ef^dg,21,3"
5.218455791,3191.44043,23,"*aMM0-*bNM2++*cMN1++*dLM2++*eML1++*fNL0------*gLN0------^ab^ac^ad^ae^ef^dg,23,3"
3.951407671,3037.606689,24,"*aMM0--*bNM2++*cMN1++*dLM2++*eML1++*fNL0------*gLN0------^ab^ac^ad^ae^ef^dg,24,3"
2.992166519,2851.466553,24,"*aMM0--*bNM2++*cMN1++*dLM2++*eML1++*fNL0-------*gLN0-------^ab^ac^ad^ae^ef^dg,24,3"
5.337186813,3208.555664,24,"*aMM0----*bNM2++*cMN1++*dLM2++*eML1++*fNL0----*gLN0----^ab^ac^ad^ae^ef^dg,24,3"
2.789046288,2769.435303,24,"*aMM0----*bNM2++*cMN1++*dLM2++*eML1++*fNL0------*gLN0------^ab^ac^ad^ae^ef^dg,24,3"
3.177502871,2861.897949,24,"*aMM0-----*bNM2++*cMN1++*dLM2++*eML1++*fNL0-----*gLN0-----^ab^ac^ad^ae^ef^dg,24,3"
3.72549367,3037.606689,25,"*aMM0--*bNM2++*cMN1++*dLM2++*eML1++*fNL0------*gLN0------^ab^ac^ad^ae^ef^dg,25,3"
3.50750494,3037.606689,26,"*aMM0--*bNM2++*cMN1++*dLM2++*eML1++*fNL0------*gLN0------^ab^ac^ad^ae^ef^dg,26,3"
3.956568956,3105.155762,26,"*aMM0---*bNM2++*cMN1++*dLM2++*eML1++*fNL0-----*gLN0-----^ab^ac^ad^ae^ef^dg,26,3"
3.315228224,2977.450439,26,"*aMM0----*bNM2++*cMN1++*dLM2++*eML1++*fNL0-----*gLN0-----^ab^ac^ad^ae^ef^dg,26,3"
3.058558226,3037.606689,28,"*aMM0--*bNM2++*cMN1++*dLM2++*eML1++*fNL0------*gLN0------^ab^ac^ad^ae^ef^dg,28,3"
2.586120129,2861.897949,28,"*aMM0-----*bNM2++*cMN1++*dLM2++*eML1++*fNL0-----*gLN0-----^ab^ac^ad^ae^ef^dg,28,3"
2.721534014,2977.450439,29,"*aMM0----*bNM2++*cMN1++*dLM2++*eML1++*fNL0-----*gLN0-----^ab^ac^ad^ae^ef^dg,29,3"
2.869270563,2851.466553,25,"*aMM0--*bNM2++*cMN1++*dLM2++*eML1++*fNL0-------*gLN0-------^ab^ac^ad^ae^ef^dg^cf^gb,25,3"
61.50607681,2445.682373,5,"*aMM0*bNM2++*cMN1++*dLM2++*eML1++*fNL3++++++++++*gLN3++++++++++^ab^ac^ad^ae^bf^cg,5,3"
74.58441162,2471.746094,5,"*aMM0*bNM2++*cMN1++*dLM2++*eML1++*fNL3++++++++++++*gLN3++++++++++++^ab^ac^ad^ae^ef^dg,5,3"
0.647415161,2334.000244,37,"*aMM0*bNM2++*cMN1++*dLM2++*eML1++*fNN1*gLL2^ab^ac^ad^ae^bf^cf^dg^eg,37,3"
0.323336214,2166.19043,40,"*aMM0-*bNM2++*cMN1++*dLM2++*eML1++*fNN1*gLL2^ab^ac^ad^ae^bf^cf^eg^dg,40,3"
0.425662398,2387.375244,43,"*aMM0*bNM2++*cMN1++*dLM2++*eML1++*fNN1+*gLL2+^ab^ac^ad^ae^bf^cf^dg^eg,43,3"
0.289100826,2166.19043,41,"*aMM0-*bNM2++*cMN1++*dLM2++*eML1++*fNN2*gLL1^ab^ac^ad^ae^bf^cf^eg^dg,41,3"
0.715258718,2334.000244,35,"*aMM0*bNM2++*cMN1++*dLM2++*eML1++*fNN2*gLL1^ab^ac^ad^ae^bf^cf^eg^eg,35,3"
0.691206217,2334.000244,36,"*aMM0*bNM2++*cMN1++*dLM2++*eML1++*fNN2*gLL1^ab^ac^ad^ae^bf^cf^eg^gb,36,3"
0.427408129,2334.000244,41,"*aMM0*bNM2++*cMN1++*dLM2++*eML1++*fNN2*gLL1^ab^ac^ad^ae^bf^cf^eg^gc,41,3"
0.510616243,2387.375244,40,"*aMM0*bNM2++*cMN1++*dLM2++*eML1++*fNN2+*gLL1+^ab^ac^ad^ae^bf^cf^eg^dg,40,3"
0.392099112,2387.375244,44,"*aMM0*bNM2++*cMN1++*dLM2++*eML1++*fNN2+*gLL1+^ab^ac^ad^ae^bf^ef^cg^dg,44,3"
0.376431048,2322.19043,45,"*aMM0-*bNM2++*cMN1++*dLM2++*eML1++*fOM2*gMO1*hKM2*iMK1^ab^ac^ad^ae^bf^cg^dh^ei,45,3"
0.520840049,2490.000244,46,"*aMM0*bNM2++*cMN1++*dLM2++*eML1++*fOM2*gMO1*hKM2*iMK1^ab^ac^ad^ae^bf^cg^dh^ei,46,3"
74.53249359,3345.644287,13,"*aMM0----*bNM2++*cMN1++*dLM2++*eML1++*fOM2*gNN0-----*hNL3*iMO1*jLN3*kKM2*lLL0------*mMK1*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^cg^dj^eh^in^hn^ho^fo^kp^pq^mq^eq,13,3"
10.88951302,3509.80835,26,"*aMM0--*bNM2++*cMN1++*dLM2++*eML1++*fOM2*gNN0------*hNL3*iMO1*jLN3*kKM2*lLL0------*mMK1*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^cg^dj^eh^in^jn^ho^fo^kp^mq^ad^eq,26,3"
51.20043182,3565.20459,22,"*aMM0-----*bNM2++*cMN1++*dLM2++*eML1++*fOM2*gNN0----*hNL3*iMO1*jLN3*kKM2*lLL0----*mMK1*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^cg^dj^eh^in^jn^ho^fo^kp^mq^qq^he,22,3"
12.61859894,3183.201904,19,"*aMM0---*bNM2++*cMN1++*dLM2++*eML1++*fOM2*gNN0-------*hNL3*iMO1*jLN3*kKM2*lLL0-------*mMK1*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^cg^dj^eh^in^jn^ho^fo^kp^pj^mq^eq^hq,19,3"
33.21210861,3565.20459,23,"*aMM0-----*bNM2++*cMN1++*dLM2++*eML1++*fOM2*gNN0----*hNL3*iMO1*jLN3*kKM2*lLL0----*mMK1*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^cg^dj^eh^in^jn^ho^fo^kp^pj^mq^he^el,23,3"
7.820252419,3241.636719,23,"*aMM0----*bNM2++*cMN1++*dLM2++*eML1++*fOM2*gNN0------*hNL3*iMO1*jLN3*kKM2*lLL0------*mMK1*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^cg^dj^eh^in^jn^ho^fo^kp^pj^mq^hq^el,23,3"
11.51568317,3717.823486,29,"*aMM0--*bNM2++*cMN1++*dLM2++*eML1++*fOM2*gNN0-----*hNL3*iMO1*jLN3*kKM2*lLL0-----*mMK1*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^cg^dj^eh^in^jn^ho^fo^kp^pj^mq^hq^el,29,3"
42.15243149,3241.636719,19,"*aMM0----*bNM2++*cMN1++*dLM2++*eML1++*fOM2*gNN0------*hNL3*iMO1*jLN3*kKM2*lLL0------*mMK1*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^cg^dj^eh^in^jn^ho^fo^kp^pj^mq^hq^ie,19,3"
7.130804539,3055.496582,19,"*aMM0----*bNM2++*cMN1++*dLM2++*eML1++*fOM2*gNN0-------*hNL3*iMO1*jLN3*kKM2*lLL0-------*mMK1*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^cg^dj^eh^in^jn^ho^fo^kp^pj^mq^hq^ie,19,3"
74.46390533,3345.644287,15,"*aMM0----*bNM2++*cMN1++*dLM2++*eML1++*fOM2*gNN0-----*hNL3*iMO1*jLN3*kKM2*lLL0------*mMK1*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^cg^dj^eh^in^jn^ho^fo^kp^pj^mq^hq^le,15,3"
45.96331406,3055.496582,18,"*aMM0----*bNM2++*cMN1++*dLM2++*eML1++*fOM2*gNN0-------*hNL3*iMO1*jLN3*kKM2*lLL0-------*mMK1*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^cg^dj^eh^in^jn^ho^fo^kp^pj^mq^hq^le,18,3"
27.72027588,3241.636719,20,"*aMM0----*bNM2++*cMN1++*dLM2++*eML1++*fOM2*gNN0------*hNL3*iMO1*jLN3*kKM2*lLL0------*mMK1*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^cg^dj^eh^in^jn^ho^fo^kp^pj^mq^hq^le,20,3"
14.99480247,3449.6521,25,"*aMM0----*bNM2++*cMN1++*dLM2++*eML1++*fOM2*gNN0-----*hNL3*iMO1*jLN3*kKM2*lLL0-----*mMK1*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^cg^dj^eh^in^jn^ho^fo^kp^pj^mq^hq^le,25,3"
66.06168365,3241.636719,18,"*aMM0----*bNM2++*cMN1++*dLM2++*eML1++*fOM2*gNN0------*hNL3*iMO1*jLN3*kKM2*lLL0------*mMK1*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^cg^dj^eh^in^jn^ho^fo^kp^pj^mq^iq,18,3"
74.477005,3449.6521,15,"*aMM0----*bNM2++*cMN1++*dLM2++*eML1++*fOM2*gNN0-----*hNL3*iMO1*jLN3*kKM2*lLL0-----*mMK1*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^cg^dj^eh^in^jn^ho^fo^kp^pj^mq^iq^hq,15,3"
74.46298981,3055.496582,17,"*aMM0----*bNM2++*cMN1++*dLM2++*eML1++*fOM2*gNN0-------*hNL3*iMO1*jLN3*kKM2*lLL0-------*mMK1*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^cg^dj^eh^in^jn^ho^fo^kp^pq^mq^cg,17,3"
13.40315437,3241.636719,21,"*aMM0----*bNM2++*cMN1++*dLM2++*eML1++*fOM2*gNN0------*hNL3*iMO1*jLN3*kKM2*lLL0------*mMK1*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^cg^dj^eh^in^jn^ho^fo^kp^pq^mq^ej^me,21,3"
36.48945236,3334.099365,22,"*aMM0-----*bNM2++*cMN1++*dLM2++*eML1++*fOM2*gNN0-----*hNL3*iMO1*jLN3*kKM2*lLL0-----*mMK1*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^cg^dj^eh^in^jn^ho^fo^kp^pq^mq^el,22,3"
74.60993195,3183.201904,11,"*aMM0---*bNM2++*cMN1++*dLM2++*eML1++*fOM2*gNN0-------*hNL3*iMO1*jLN3*kKM2*lLL0-------*mMK1*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^cg^dj^eh^in^jn^ho^fo^kp^pq^mq^em,11,3"
7.13999939,3126.084229,21,"*aMM0-----*bNM2++*cMN1++*dLM2++*eML1++*fOM2*gNN0------*hNL3*iMO1*jLN3*kKM2*lLL0------*mMK1*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^cg^dj^eh^in^jn^ho^fo^kp^pq^mq^im,21,3"
74.45883942,3440.849365,20,"*aMM0-----*bNM2++*cMN1++*dLM2++*eML1++*fOM2+*gNN0-----*hNL3*iMO1+*jLN3*kKM2+*lLL0-----*mMK1+*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^cg^dj^eh^en^jn^ho^fo^kp^pj^mq^hq^le,20,3"
74.49684906,3567.947021,22,"*aMM0------*bNM2++*cMN1++*dLM2++*eML1++*fOM2+*gNN0----*hNL3*iMO1+*jLN3*kKM2+*lLL0----*mMK1+*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^cg^dj^eh^in^jn^ho^fo^kp^pj^mq^hq^el,22,3"
29.54563141,3671.95459,26,"*aMM0-----*bNM2++*cMN1++*dLM2++*eML1++*fOM2+*gNN0----*hNL3*iMO1+*jLN3*kKM2+*lLL0----*mMK1+*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^cg^dj^eh^in^jn^ho^fo^kp^pj^mq^hq^el,26,3"
14.79462147,3556.401855,27,"*aMM0----*bNM2++*cMN1++*dLM2++*eML1++*fOM2+*gNN0-----*hNL3*iMO1+*jLN3*kKM2+*lLL0-----*mMK1+*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^cg^dj^eh^in^jn^ho^fo^kp^pj^mq^hq^el,27,3"
19.69987679,3671.95459,28,"*aMM0-----*bNM2++*cMN1++*dLM2++*eML1++*fOM2+*gNN0----*hNL3*iMO1+*jLN3*kKM2+*lLL0----*mMK1+*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^cg^dj^eh^in^jn^ho^fo^kp^pj^mq^hq^le,28,3"
8.45485878,3915.212646,32,"*aMM0---*bNM2++*cMN1++*dLM2++*eML1++*fOM2+*gNN0----*hNL3*iMO1+*jLN3*kKM2+*lLL0----*mMK1+*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^cg^dj^eh^in^jn^ho^fo^kp^pj^mq^hq^le,32,3"
13.97620296,3915.212646,29,"*aMM0---*bNM2++*cMN1++*dLM2++*eML1++*fOM2+*gNN0----*hNL3*iMO1+*jLN3*kKM2+*lLL0----*mMK1+*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^cg^dj^eh^in^jn^ho^fo^kp^pj^mq^iq^he^le,29,3"
27.32121277,3730.287598,28,"*aMM0-------*bNM2++*cMN1++*dLM2++*eML1++*fOM2+*gNN0---*hNL3*iMO1+*jLN3*kKM2+*lLL0---*mMK1+*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^cg^dj^eh^in^jn^ho^fo^kp^pj^mq^mh^he,28,3"
