range,capacity,cost,velocity,config
17.05739784,5,3630.401367,10.18136787,"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL3*gLN3^ab^ac^ad^ae^ef^cg,5,3"
17.07190895,5,3630.401367,10.18471336,"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL3*gLN3^ab^ac^ad^ae^ef^fb^dg^gc,5,3"
17.09010315,20,4696.820801,31.58278656,"*aMM0-*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0-*gNL0-^ab^ac^ad^ae^df^fc^eg^gb,20,3"
17.19768143,62,7353.812988,23.96760559,"*aMM0+++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,62,3"
17.20087433,20,9729.481445,6.19603014,"*aMM0+++++++++++++++++*bNM2++++*cMN1++++*dLM2++++*eML1++++*fOM3++*gMO3++*hPM2++++*iMP1++++*jKM3++*kJM2++++*lMK3++*mMJ1++++^ab^ac^ad^ae^bf^cg^fh^gi^dj^jk^el^lm,20,3"
17.21859741,20,9729.481445,6.254571438,"*aMM0+++++++++++++++++*bNM2++++*cMN1++++*dLM2++++*eML1++++*fOM3++*gMO3++*hPM2++++*iMP1++++*jKM3++*kJM2++++*lMK3++*mMJ1++++^ab^ac^ad^ae^bf^cg^fh^gi^dj^jk^el^lm,20,3"
17.28370094,5,5026.200195,33.60266876,"*aMM0+++++*bNM1+++*cMN2+++*dLM1+++*eML2+++*fNN0*gON1*hMO4*iNO2*jOM4^ab^ac^ad^ae^bf^fg^ch^fi^gj^cf^hi^bj,5,3"
17.34679031,5,3786.401367,10.27257919,"*aMM0+++++*bNM1+++*cMN1+++*dLM2+++*eML2+++*fLL1*gNN2*hLN3*iNL3^ab^ac^ad^ae^ef^df^bg^cg^ch^dh^ei^bi,5,3"
17.44624329,32,5102.926758,31.97535896,"*aMM0---*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL0+*gLN0+^ab^ac^ad^ae^ef^dg,32,3"
17.67876816,5,4482.366211,10.21346664,"*aMM0+++++++*bNM2++++*cMN1++++*dLM2++++*eML1++++*fLN3+*gNL3+^ab^ac^ad^ae^df^eg,5,3"
17.72721481,14,10749.12402,7.828518391,"*aMM0++++++++++++++++++*bNM2++++++*cMN1++++++*dLM2++++++*eML1++++++*fNN4++++++*gOM1++++*hMO2++++*iMK2++++*jKM1++++*kLL4++++^ab^ac^ad^ae^bf^cf^bg^ch^ei^dj^dk^ek,14,3"
17.79608536,5,5040.312012,10.73754692,"*aMM0++++++++*bNM3-*cMN3-*dLM3-*eML3-*fOM1+*gPM1+++*hMO2+*iMP2+++*jKM1+*kJM1+++*lMK2+*mMJ2+++^ab^ac^ad^ae^bf^fg^ch^hi^dj^jk^el^lm,5,3"
17.80397606,15,4783.022461,8.052101135,"*aMM0+++++++*bNM4*cMN4*dLM4*eML4*fKM2+++*gMK1+++*hMO1+++*iOM2+++*jNN4*kLL4*lLN3+++++++++*mNL3+++++++++*nKN4++++++++++*oNK4++++++++++*pKO3+++++++++*qOK3+++++++++*rJO4*sOJ4*tJP3+++++++++*uPJ3+++++++++^ab^ac^ad^ae^df^eg^ch^bi^bj^dk^cl^bm^cj^ke^ld^me^ln^mo^np^oq^pr^qs^rt^su,15,3"
17.99254608,35,5452.767578,31.75258446,"*aMM0--*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+*gNL0+*hLL1+*iNN2+^ab^ac^ad^ae^df^eg^eh^fc^ci,35,3"
18.24590111,5,3942.401611,10.34754944,"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO1*gOM2*hKM2*iLN3*jMK1*kNL3^ab^ac^ad^ae^cf^bg^dh^di^ej^bk^ci^ke,5,3"
18.37432671,60,7361.351074,22.24542427,"*aMM0++++*bNM2++*cMN1++*dLM2++*eML1++*fOM1+++*gMO2+++*hMK2+++*iKM1+++*jLN0++*kNL0++^ab^ac^ad^ae^bf^cg^eh^di^dj^ek,60,3"
18.39581871,60,7361.351074,22.2472229,"*aMM0++++*bNM1++*cMN2++*dLM1++*eML2++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,60,3"
18.51418304,80,8469.941406,21.92829514,"*aMM0++++*bNM1+++*cMN2+++*dLM1+++*eML2+++*fLN0++++*gNL0++++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,80,3"
18.68152428,1,1729.908325,11.82553196,"*aMM0--*bNM2+*cMN1+*dLM2+*eML1+*fLN3----------------------*gNL3----------------------^ab^ac^ad^ae^df^eg^cf^bg,1,3"
19.0844326,31,5243.392578,31.73646164,"*aMM0--*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+*gNL0+^ab^ac^ad^ae^df^eg^fc,31,3"
19.17078018,15,4912.710938,32.54912186,"*aMM0*bNM1++*cMN2++*dLM2++*eML1++*fLN0--*gNL0--*hOM1++*iMO2++*jMK2++*kKM1++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,15,3"
19.17332458,5,4284.95459,9.216312408,"*aMM0+++++++*bNM4+++*cMN4+++*dLM4+++*eML4+++*fKM2+++*gMK1+++*hMO1+++*iOM2+++*jNN4+++++*kLL4*lLN3++++++++++*mNL3++++++++++^ab^ac^ad^ae^df^eg^ch^bi^bj^cj^dk^ke^cl^ld^bm^me,5,3"
19.27822876,46,6736.39502,24.95630264,"*aMM0+++*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc,46,3"
19.31177902,70,9211.404297,24.07647324,"*aMM0+++*bNM2++++*cMN2++++*dLM1++++*eML1++++*fLN0++++*gNL0++++*hOM1+++++*iMO2+++++*jMK2+++++*kKM1+++++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,70,3"
19.3449173,60,7830.40332,21.16566086,"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM1+++*gMO2+++*hMK2+++*iKM1+++*jLN0++*kNL0++^ab^ac^ad^ae^bf^cg^eh^di^dj^ek,60,3"
19.35118103,65,7763.019043,16.57407951,"*aMM0++*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++++*gKM2+++++*hMK1+++++*iOM2+++++*jNL0++*kLN0++*lNK3+*mLO3+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^jl^km,65,3"
19.45087624,20,13107.04883,11.67823219,"*aMM0++++++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fOM1+++++*gMO2+++++*hKM1+++++*iMK2+++++*jNN0++++++++*kLL0++++++++^ab^ac^ad^ae^bf^cg^dh^ei^bj^cj^dk^ek,20,3"
19.46118736,76,9767.655273,13.11678314,"*aMM0++++++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+++*gNL0+++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,76,3"
19.52897453,29,5102.926758,33.0776062,"*aMM0---*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+*gNL0+^ab^ac^ad^ae^df^eg^fc^gb,29,3"
19.53145027,29,5102.926758,33.08205414,"*aMM0---*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+*gNL0+^ab^ac^ad^ae^df^eg^fc^gb,29,3"
19.81310463,10,7980.093262,7.069622517,"*aMM0+++++++++++++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,10,3"
19.97704697,50,6918.180176,26.19171333,"*aMM0++*bNM2++*cMN1++*dLM2++*eML1++*fOM1+++*gMO2+++*hMK2+++*iKM1+++*jLN0++*kNL0++^ab^ac^ad^ae^bf^cg^eh^di^dj^ek,50,3"
20.12442398,15,12249.51953,5.34636879,"*aMM0++++++++++++++++++++++*bNM2++++*cMN1++++*dLM2++++*eML1++++*fOM1++++*gMO2++++*hKM1++++*iMK2++++^ab^ac^ad^ae^bf^cg^dh^ei,15,3"
20.32730484,10,5150.19873,7.904330254,"*aMM0+++++++++*bNM4*cMN4*dLM4*eML4*fKM2+++*gMK1+++*hMO1+++*iOM2+++*jNN4*kLL4*lLN3+++++++++*mNL3+++++++++*nKN4++++++++++*oNK4++++++++++*pKO3+++++++++*qOK3+++++++++^ab^ac^ad^ae^df^eg^ch^bi^bj^dk^cl^bm^cj^ke^ld^me^ln^mo^np^oq,10,3"
20.32923508,15,12607.15723,5.526623726,"*aMM0++++++++++++++++++++++*bNM2++++*cMN1++++*dLM2++++*eML1++++*fOM3++*gMO3++*hPM2++++*iMP1++++*jKM3++*kJM2++++*lMK3++*mMJ1++++^ab^ac^ad^ae^bf^cg^fh^gi^dj^jk^el^lm,15,3"
20.39814758,42,6953.370605,20.26895714,"*aMM0++++++*bNM2+*cMN1+*dLM2+*eML1+*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0*kLN0^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk,42,3"
20.51828766,45,6966.183594,23.57615662,"*aMM0++++*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk,45,3"
20.59130287,38,6154.385742,26.54068375,"*aMM0++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+*gNL0+*hLL1+*iNN2+^ab^ac^ad^ae^df^eg^eh^fc^ci,38,3"
20.60351181,29,5243.392578,32.38121414,"*aMM0--*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL0+*gLN0+^ab^ac^ad^ae^ef^dg^bf^gc,29,3"
20.72712898,25,3824.572754,14.4127903,"*aMM0--*bNM2++*cMN1++*dLM2++*eML1++*fOM2+*gNN0-----*hNL3*iMO1+*jLN3*kKM2+*lLL0-----*mMK1+*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^in^ho^kp^cg^dj^eh^jn^fo^mq,25,3"
20.81754684,5,7683.168945,9.122382164,"*aMM0+++++++++++++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++^ab^ac^ad^ae,5,3"
20.85462952,60,7377.455078,22.33804893,"*aMM0*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+++*gNL0+++*hOM1+++*iMO2+++*jMK2+++*kKM1+++*lNN3*mLL3++++++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^cl^dm^fc^gb^bl^em,60,3"
20.98240662,35,5956.803711,27.97078514,"*aMM0+*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+*gLL1+*hNL0+*iNN2+^ab^ac^ad^ae^cf^dg^eh^bi^ge^ci,35,3"
21.1585598,27,3671.954102,14.6478138,"*aMM0-----*bNM2++*cMN1++*dLM2++*eML1++*fOM2+*gNN0----*hNL3*iMO1+*jLN3*kKM2+*lLL0----*mMK1+*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^in^ho^kp^mq^cg^dj^eh^fo^pj^hq^el,27,3"
21.16577721,15,4696.821289,33.55817413,"*aMM0-*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL0-*gLN0-^ab^ac^ad^ae^ef^dg^bf^cg,15,3"
21.1753273,15,4696.819336,33.57140732,"*aMM0-*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0-*gNL0-^ab^ac^ad^ae^df^fc^eg^gb,15,3"
21.18622208,5,7007.667969,8.361465454,"*aMM0+++++++++++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3"
21.57806587,3,3422.223633,9.657727242,"*aMM0++++*bNM1+++*cMN2+++*dLM2+++*eML1+++*fLN3++++*gNL3++++^ab^ac^ad^ae^cf^bg,3,3"
21.63147545,50,9131.577148,25.33860397,"*aMM0+++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fLN0+++*gNL0+++*hOM1+++++*iMO2+++++*jMK2+++++*kKM1+++++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,50,3"
21.64552307,18,5294.272461,30.48162079,"*aMM0+*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO2-*gOM1-*hMK2-*iKM1-*jNL0-*kLN0-^ab^ac^ad^ae^cf^bg^eh^di^ej^dk^bj^ck,18,3"
21.79355431,5,7980.093262,7.112850666,"*aMM0+++++++++++++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3"
21.80021858,15,6662.300293,24.51251602,"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM1*gMK2*hMO2*iLN0*jNL0*kKM1*lLL3*mNN4^ab^ac^ad^ae^bf^eg^ch^di^ej^dk^ic^jb^el^ld^bm^cm,15,3"
22.05404663,10,9729.481445,14.96221066,"*aMM0+++++++++++++++++*bNM2++++*cMN1++++*dLM2++++*eML1++++*fOM3++*gMO3++*hPM2++++*iMP1++++*jKM3++*kJM2++++*lMK3++*mMJ1++++^ab^ac^ad^ae^bf^cg^fh^gi^dj^jk^el^lm,10,3"
22.26800728,40,7053.73584,21.87399101,"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO1+*gOM2+*hKM2+*iLN0+*jMK1+*kNL0+^ab^ac^ad^ae^cf^bg^dh^di^ej^bk^ci^ke,40,3"
22.29216957,5,3591.67041,38.44278336,"*aMM0---*bNM2++*cMN1++*dLM2++*eML1++*fNL0---*gLN0---^ab^ac^ad^ae^ef^dg,5,3"
23.55786705,45,7361.350098,23.38193512,"*aMM0++++*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0++*kLN0++^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk,45,3"
23.73110771,5,5182.199707,26.09740448,"*aMM0+++++*bNM1+++*cMN2+++*dLM1+++*eML2+++*fNN0*gON1*hMO1*iNO2*jOM2^ab^ac^ad^ae^bf^fg^ch^cf^fi^hi^gj^bj,5,3"
23.89169884,6,5516.050293,7.588488579,"*aMM0++++++++++*bNM4*cMN4*dLM4*eML4*fKM2+++*gMK1+++*hMO1+++*iOM2+++*jNN4*kLL4*lLN3++++++++++*mNL3++++++++++*nKN4++++++++++*oNK4++++++++++*pKO3++++++++++*qOK3++++++++++^ab^ac^ad^ae^df^eg^ch^bi^bj^dk^cl^bm^cj^ke^ld^me^ln^mo^np^oq,6,3"
24.17382813,34,7472.48584,22.77832985,"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+*gNL0+*hNN4*iLL4*jMO1+*kLO2+*lKM2+*mKN1+*nOM2+*oOL1+*pMK1+*qNK2+^ab^ac^ad^ae^df^eg^ch^ei^cj^jk^dl^lm^bn^go^ep^pq^fc^gb^bh^id^fk^fm^on^gq,34,3"
24.48331833,30,6582.199707,22.71477699,"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO1*gOM2*hKM2*iLN0*jMK1*kNL0^ab^ac^ad^ae^cf^bg^dh^di^ej^bk^ci^ke,30,3"
24.51760674,8,4389.150391,36.3423233,"*aMM0-*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0--*gNL0--^ab^ac^ad^ae^df^eg^gb^fc,8,3"
24.60819244,37,7361.351074,23.75242805,"*aMM0++++*bNM1++*cMN2++*dLM1++*eML2++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,37,3"
24.62442017,40,8094.827148,20.65625191,"*aMM0++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM1+++*gMO2+++*hMK2+++*iKM1+++*jLN0++*kNL0++^ab^ac^ad^ae^bf^cg^eh^di^dj^ek,40,3"
24.68397713,2,2923.149902,10.07073212,"*aMM0++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL3--*gLN3--^ab^ac^ad^ae^ef^dg^fb,2,3"
24.80543518,45,7872.57666,20.19349861,"*aMM0++++++*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0++*kLN0++^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk,45,3"
24.8947773,30,6894.200195,22.78139114,"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0*gNL0*hNN4*iLL4*jMO1*kLO2*lKM2*mKN1*nOM2*oOL1*pMK1*qNK2^ab^ac^ad^ae^df^eg^ch^ei^cj^jk^dl^lm^bn^go^ep^pq^fc^gb^bh^id^fk^fm^on^gq,30,3"
25.14840508,5,9729.481445,14.71459961,"*aMM0+++++++++++++++++*bNM2++++*cMN1++++*dLM2++++*eML1++++*fOM3++*gMO3++*hPM2++++*iMP1++++*jKM3++*kJM2++++*lMK3++*mMJ1++++^ab^ac^ad^ae^bf^cg^fh^gi^dj^jk^el^lm,5,3"
25.23828697,51,8521.591797,19.63706398,"*aMM0++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+++*gNL0+++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,51,3"
25.27740097,22,3547.5979,14.60317707,"*aMM0----*bNM2++*cMN1++*dLM2++*eML1++*fOM2+*gNN0-----*hNL3-*iMO1+*jLN3-*kKM2+*lLL0-----*mMK1+*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^in^ho^kp^mq^cg^dj^eh^jn^fo^pj^hq^el,22,3"
25.38798714,32,7236.024902,19.28057671,"*aMM0+++++++*bNM2+*cMN1+*dLM2+*eML1+*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0*kLN0^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk,32,3"
25.41234016,14,5047.022461,31.7597084,"*aMM0+*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0-*gNL0-^ab^ac^ad^ae^cf^bg,14,3"
25.41411781,10,4783.022461,7.210114002,"*aMM0+++++++*bNM4*cMN4*dLM4*eML4*fKM2+++*gMK1+++*hMO1+++*iOM2+++*jNN4*kLL4*lLN3+++++++++*mNL3+++++++++*nKN4++++++++++*oNK4++++++++++*pKO3+++++++++*qOK3+++++++++*rJO4*sOJ4*tJP3+++++++++*uPJ3+++++++++^ab^ac^ad^ae^df^eg^ch^bi^bj^dk^cl^bm^cj^ke^ld^me^ln^mo^np^oq^pr^qs^rt^su,10,3"
25.95002556,20,6298.344727,34.39218903,"*aMM0---*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,20,3"
26.13380623,25,6565.94873,23.64720535,"*aMM0+++++*bNM2++++*cMN1++++*dLM2++++*eML1++++*fNL0*gLN0^ab^ac^ad^ae^bf^cg^dg^ef,25,3"
26.59692383,1,3449.558838,10.25001049,"*aMM0+++*bNM2++++*cMN1++++*dLM2++++*eML1++++*fNL3*gLN3^ab^ac^ad^ae^ef^cg,1,3"
26.86018944,29,5983.614258,16.58402061,"*aMM0+++++*bNM2++*cMN1++*dLM2++*eML1++*fOM2+*gNN0--*hNL3*iMO1+*jLN3*kKM2+*lLL0--*mMK1+*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^in^ho^kp^mq^cg^dj^eh^jn^fo^pj^le,29,3"
26.9170742,2,3520.909912,9.691584587,"*aMM0+++*bNM1++++*cMN2++++*dLM2++++*eML1++++*fLN3+++++++*gNL3+++++++^ab^ac^ad^ae^cf^bg,2,3"
26.98118591,15,5102.926758,34.84221649,"*aMM0---*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+*gNL0+^ab^ac^ad^ae^df^eg^fc,15,3"
27.13824844,45,6470.102051,15.15741825,"*aMM0++*bNM2++*cMN1++*dLM2++*eML1++*fMO1++*gKM2++*hMK1++*iOM2++*jLN3+*kNL3+*lNN0+*mLL0+^ab^ac^ad^ae^cf^dg^eh^bi^dj^bk^cl^em,45,3"
27.23882103,35,6953.6875,25.45655823,"*aMM0+++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL0++*gLN0++*hNN2+++*iLL1+++^ab^ac^ad^ae^ef^fb^dg^gc^ch^di,35,3"
27.45972061,5,6430.401367,12.79979706,"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL0*gLN0*hNN3*iLL3^ab^ac^ad^ae^ef^cg^bh^ch^di^ei,5,3"
27.60785294,20,5243.392578,34.07959747,"*aMM0--*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL0+*gLN0+^ab^ac^ad^ae^ef^dg,20,3"
27.62350655,20,5243.392578,34.09147263,"*aMM0--*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL0+*gLN0+^ab^ac^ad^ae^ef^dg,20,3"
27.71887779,41,9702.537109,13.60365582,"*aMM0+++++++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,41,3"
28.4192543,15,5592.018066,31.46910095,"*aMM0+*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0*gLL1+*hNL0*iNN2+^ab^ac^ad^ae^cf^dg^eh^bi,15,3"
28.74266052,1,1740.172607,11.05275631,"*aMM0--*bNM2+*cMN1+*dLM2+*eML1+*fLN3-------------------*gNL3-------------------^ab^ac^ad^ae^df^eg,1,3"
28.92332649,25,3915.212158,14.46282768,"*aMM0---*bNM2++*cMN1++*dLM2++*eML1++*fOM2+*gNN0----*hNL3*iMO1+*jLN3*kKM2+*lLL0----*mMK1+*nLO4*oOL4*pKN4*qNK4^ab^ac^ad^ae^bf^bg^bh^ci^cj^dk^dl^em^in^ho^kp^mq^cg^dj^eh^jn^fo^pj^hq^le,25,3"
28.97733116,40,8330.667969,21.99129486,"*aMM0+++++*bNM2++++*cMN1++++*dLM2++++*eML1++++*fNN4*gLL4*hLN0+++*iNL0+++*jMK1++*kOM2++*lMO1++*mKM2++^ab^ac^ad^ae^bf^cf^dg^eg^ch^dh^ei^bi^ej^bk^cl^dm,40,3"
29.01415634,20,6945.700195,24.99507904,"*aMM0+++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fNL0*gLN0^ab^ac^ad^ae^bf^dg,20,3"
29.15743256,35,7713.327148,20.37560654,"*aMM0++++++*bNM2+*cMN1+*dLM2+*eML1+*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0++*kLN0++^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk,35,3"
29.20797539,10,6987.436035,10.67604065,"*aMM0+*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fLL3+*gLN0++*hNL0++*iNN3+^ab^ac^ad^ae^ef^cg^eh^ci,10,3"
29.3110218,45,6494.768555,29.0256424,"*aMM0+*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jLN3+*kNL3+*lNN0+*mLL0+^ab^ac^ad^ae^cf^dg^eh^bi^dj^bk^cl^em,45,3"
29.66911316,27,6340.179688,26.90911865,"*aMM0++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL0++*gLN0++^ab^ac^ad^ae^ef^dg,27,3"
29.86203766,40,8299.34082,19.99897957,"*aMM0++++++*bNM2++*cMN1++*dLM2++*eML1++*fOM1+++*gMO2+++*hMK2+++*iKM1+++*jLN0+++*kNL0+++^ab^ac^ad^ae^bf^cg^eh^di^dj^ek,40,3"
29.98444557,5,5953.808594,11.56672382,"*aMM0+++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL0*gLN0*hNN3*iLL3^ab^ac^ad^ae^ef^cg^bh^di^ch^ei,5,3"
30.0741539,6,5084.512207,7.487882614,"*aMM0++++++++*bNM4*cMN4*dLM4*eML4*fKM2+++*gMK1+++*hMO1+++*iOM2+++*jNN4*kLL4*lLN3+++++++++*mNL3+++++++++*nKN4++++++++++*oNK4++++++++++*pKO3+++++++++*qOK3+++++++++*rJO4*sOJ4*tJP3+++++++++*uPJ3+++++++++^ab^ac^ad^ae^df^eg^ch^bi^bj^dk^cl^bm^cj^ke^ld^me^ln^mo^np^oq^pr^qs^rt^su,6,3"
30.21260071,20,7070.450195,28.6807766,"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNN0*gLL0*hON1+++*iNO2+++*jKL1+++*kLK2+++^ab^ac^ad^ae^bf^dg^fh^fi^gj^gk^cf^eg,20,3"
31.09223938,18,6625.949707,24.11761665,"*aMM0+++++*bNM2++*cMN1++*dLM2++*eML1++*fMO2++*gOM1++*hMK2++*iKM1++*jNL0*kLN0^ab^ac^ad^ae^cf^bg^eh^di^ej^bj^dk^ck,18,3"
31.47830009,25,6340.179688,27.08887672,"*aMM0++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL0++*gLN0++^ab^ac^ad^ae^ef^dg,25,3"
32.10738754,40,8335.244141,20.74538422,"*aMM0+++++*bNM2+*cMN1+*dLM2+*eML1+*fOM1+++*gMO2+++*hMK2+++*iKM1+++*jLN0++++*kNL0++++^ab^ac^ad^ae^bf^cg^eh^di^dj^ek,40,3"
32.31547928,40,8035.461426,17.8082943,"*aMM0+*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++++*gNL0++++*hOM1+++*iMO2+++*jMK2+++*kKM1+++*lNN3+*mLL3++++++++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^cl^dm^fc^gb^bl^em,40,3"
32.33083344,10,5102.926758,35.48684311,"*aMM0---*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0+*gNL0+^ab^ac^ad^ae^df^eg^fc,10,3"
32.50825119,56,10286.27344,16.99405289,"*aMM0+++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++++++*gNL0++++++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,56,3"
32.69723511,18,6582.199707,24.01727104,"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO2*gOM1*hMK2*iKM1*jNL0*kLN0^ab^ac^ad^ae^cf^bg^eh^di^ej^bj^dk^ck,18,3"
32.72330093,10,5200.248535,33.90506744,"*aMM0*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0*gNL0^ab^ac^ad^ae^df^fc^eg^gb,10,3"
34.17285919,10,5592.018066,32.74581528,"*aMM0+*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0*gLL1+*hNL0*iNN2+^ab^ac^ad^ae^cf^dg^eh^bi,10,3"
34.4702301,10,6298.344727,35.1571579,"*aMM0---*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0++*gNL0++*hOM1+++*iMO2+++*jMK2+++*kKM1+++^ab^ac^ad^ae^df^eg^bh^ci^ej^dk^fc^gb,10,3"
34.51914597,1,1744.017822,10.82523251,"*aMM0--*bNM2+*cMN1+*dLM2+*eML1+*fLN3------------------*gNL3------------------^ab^ac^ad^ae^df^eg^cf^gb,1,3"
