seq	action	start_submit
149	Open;1500.0;13834.0;6.0	0
149	Open;2500.0;13834.0;8.0	0
149	Open;2000.0;11966.0;7.0	0
149	Open;2000.0;11966.0;7.0	0
149	Scenario;-0.8:6.4|-0.7:7.2|-1.7:5.3|-2.8:6.2|-2.2:7.0|-0.2:5.8|-3.0:5.1|-1.5:6.9|-2.1:6.0|-1.0:5.6|6.9:-0.8|6.5:-1.0|2.0:3.1|-4.5:-6.0|-6.5:-6.8|-7.2:5.5|-5.3:2.4|-6.5:0.4|-6.1:1.3|-6.6:2.4|-6.5:3.4|-5.8:3.0|-7.4:1.4|-6.0:2.0|-2.4:-3.7|-3.1:-4.4|-1.7:-3.4|-1.0:-4.8|-3.2:-3.6|-1.7:-4.4|-1.0:-5.6|-3.8:-3.8|-2.0:-5.1|-1.2:-4.0|0.6:1.0|0.7:0.3|-0.8:-1.6|0.4:-0.8|-0.3:-0.4|-0.6:0.2|-1.4:-1.2|1.0:-0.5|-0.7:1.2|0.1:0.6|2.1:-6.4|1.5:-5.9|1.1:-6.3|2.2:-5.6|2.8:-6.0|6.0:5.1|6.8:5.3|7.4:4.8|6.5:4.7|7.4:5.7|	0
149	Open;1500.0;10730.0;7.0	0
149	Scenario;-0.8:6.4|-0.7:7.2|-2.2:7.0|-1.0:5.6|-5.9:0.9|-5.3:2.4|-6.5:0.4|-6.1:1.3|-6.6:2.4|-6.5:3.4|-4.6:1.9|-5.8:3.0|-5.2:1.2|-7.4:1.4|-6.0:2.0|-2.4:-3.7|-3.1:-4.4|-1.7:-3.4|-1.0:-4.8|-3.2:-3.6|-1.7:-4.4|-1.0:-5.6|-3.8:-3.8|-2.0:-5.1|-1.2:-4.0|0.6:1.0|0.7:0.3|-0.8:-1.6|0.4:-0.8|-0.3:-0.4|-0.6:0.2|-1.4:-1.2|1.0:-0.5|-0.7:1.2|0.1:0.6|	0
149	Open;500.0;3470.0;2.0	0
149	Open;1000.0;6940.0;4.0	0
149	Open;1400.0;10410.0;9.0	0
149	Open;1400.0;10410.0;9.0	0
149	Open;2000.0;13880.0;9.0	0
149	Open;1500.0;10410.0;7.0	0
149	Open;2000.0;13880.0;11.0	0
149	Open;2000.0;14010.0;9.0	0
149	Open;2800.0;6945.0;10.0	0
149	Open;2800.0;6945.0;10.0	0
149	Open;4700.0;13890.0;18.0	0
149	Open;4700.0;13890.0;18.0	0
149	Open;3900.0;14015.0;15.0	0
149	Open;4700.0;13890.0;18.0	0
149	Open;4700.0;13890.0;18.0	0
149	Open;4900.0;14015.0;18.0	0
149	Open;4900.0;14015.0;18.0	0
149	Open;4800.0;13890.0;20.0	0
149	Open;4900.0;14015.0;18.0	0
149	Open;4800.0;13890.0;20.0	0
149	Open;4700.0;13890.0;18.0	0
149	Open;4800.0;13890.0;20.0	0
149	Open;4900.0;14015.0;18.0	0
149	Open;4800.0;13890.0;20.0	0
149	Open;6100.0;13705.0;23.0	0
149	Open;6100.0;13705.0;23.0	0
149	Open;6100.0;13705.0;23.0	0
149	Open;6100.0;13705.0;23.0	0
149	Open;6100.0;13705.0;23.0	0
149	Open;6100.0;13705.0;23.0	0
149	Open;6100.0;13705.0;23.0	0
149	Open;6100.0;13705.0;23.0	0
149	Open;6100.0;13705.0;23.0	0
149	Open;6100.0;13705.0;23.0	0
149	Open;6100.0;13705.0;23.0	0
149	Open;6100.0;13705.0;23.0	0
149	Open;6100.0;13705.0;23.0	0
149	Open;6100.0;13705.0;23.0	0
149	Open;6100.0;13705.0;23.0	0
149	Open;6100.0;13705.0;23.0	0
149	Open;6100.0;13705.0;23.0	0
149	Open;6100.0;13705.0;23.0	0
149	Open;6100.0;13705.0;23.0	0
149	Open;6100.0;13705.0;23.0	0
149	Open;6100.0;13705.0;23.0	0
149	Open;6100.0;13705.0;23.0	0
149	Open;6100.0;13705.0;23.0	0
149	Open;6100.0;13705.0;23.0	0
149	Open;6100.0;13705.0;23.0	0
149	Open;6100.0;13705.0;23.0	0
149	Open;7000.0;14754.0;29.0	0
149	Selected;7000.0;14754.0;29.0	0
150	Scenario;7.4:5.7|6.5:4.7|7.4:4.8|6.8:5.3|6.0:5.1|2.8:-6.0|2.2:-5.6|1.1:-6.3|1.5:-5.9|2.1:-6.4|0.1:0.6|-0.7:1.2|1.0:-0.5|-1.4:-1.2|-0.6:0.2|-0.3:-0.4|0.4:-0.8|-0.8:-1.6|0.7:0.3|0.6:1.0|-1.2:-4.0|-2.0:-5.1|-3.8:-3.8|-1.0:-5.6|-1.7:-4.4|-3.2:-3.6|-1.0:-4.8|-1.7:-3.4|-3.1:-4.4|-2.4:-3.7|-6.0:2.0|-7.4:1.4|-5.2:1.2|-5.8:3.0|-4.6:1.9|-6.5:3.4|-6.6:2.4|-6.1:1.3|-6.5:0.4|-5.3:2.4|-7.2:5.5|-6.5:-6.8|-4.5:-6.0|6.5:-1.0|6.9:-0.8|-2.1:6.0|-1.5:6.9|-3.0:5.1|-2.2:7.0|-2.8:6.2|	1
150	Scenario;-2.8:6.2|-2.2:7.0|-3.0:5.1|-1.5:6.9|-2.1:6.0|6.9:-0.8|6.5:-1.0|2.0:3.1|-7.2:5.5|-5.3:2.4|-6.5:0.4|-6.1:1.3|-6.6:2.4|-6.5:3.4|-4.6:1.9|-5.8:3.0|-5.2:1.2|-7.4:1.4|-6.0:2.0|0.6:1.0|0.7:0.3|-0.8:-1.6|0.4:-0.8|-1.4:-1.2|1.0:-0.5|-0.7:1.2|0.1:0.6|	0
150	Scenario;-0.8:6.4|-0.7:7.2|-1.7:5.3|-2.8:6.2|-2.2:7.0|-0.2:5.8|-3.0:5.1|-1.5:6.9|-2.1:6.0|-1.0:5.6|6.9:-0.8|6.5:-1.0|2.0:3.1|-4.5:-6.0|-6.5:-6.8|-7.2:5.5|-5.3:2.4|-6.5:0.4|-6.1:1.3|-6.6:2.4|-6.5:3.4|-4.6:1.9|-5.8:3.0|-5.2:1.2|-7.4:1.4|-6.0:2.0|-2.4:-3.7|-1.7:-3.4|-1.0:-4.8|-1.7:-4.4|-1.0:-5.6|-2.0:-5.1|-1.2:-4.0|0.6:1.0|0.7:0.3|-0.8:-1.6|0.4:-0.8|-0.3:-0.4|-0.6:0.2|-1.4:-1.2|1.0:-0.5|-0.7:1.2|0.1:0.6|2.1:-6.4|1.5:-5.9|1.1:-6.3|2.2:-5.6|2.8:-6.0|6.0:5.1|6.8:5.3|7.4:4.8|6.5:4.7|7.4:5.7|	0
151	Scenario;-0.8:6.4|-0.7:7.2|-1.7:5.3|-2.8:6.2|-2.2:7.0|-0.2:5.8|-3.0:5.1|-1.5:6.9|-2.1:6.0|-1.0:5.6|6.9:-0.8|6.5:-1.0|2.0:3.1|-4.5:-6.0|-6.5:-6.8|-7.2:5.5|-5.3:2.4|-6.5:0.4|-6.1:1.3|-6.6:2.4|-6.5:3.4|-4.6:1.9|-5.8:3.0|-5.2:1.2|-3.2:1.2|-7.4:1.4|-6.0:2.0|-2.4:-3.7|-3.1:-4.4|-1.7:-3.4|-1.0:-4.8|-3.2:-3.6|-1.7:-4.4|-1.0:-5.6|-3.8:-3.8|-2.0:-5.1|-1.2:-4.0|0.6:1.0|0.7:0.3|-0.8:-1.6|0.4:-0.8|-0.3:-0.4|-0.6:0.2|-1.4:-1.2|1.0:-0.5|-0.7:1.2|0.1:0.6|2.1:-6.4|1.5:-5.9|1.1:-6.3|2.2:-5.6|2.8:-6.0|6.0:5.1|6.8:5.3|7.4:4.8|6.5:4.7|7.4:5.7|	1
151	Scenario;-0.8:6.4|-0.7:7.2|-1.7:5.3|-2.8:6.2|-2.2:7.0|-0.2:5.8|-3.0:5.1|-1.5:6.9|-2.1:6.0|-1.0:5.6|6.9:-0.8|6.5:-1.0|2.0:3.1|-4.5:-6.0|-6.5:-6.8|-7.2:5.5|-5.3:2.4|-6.5:0.4|-6.1:1.3|-6.6:2.4|-6.5:3.4|-4.6:1.9|-5.8:3.0|-5.2:1.2|-7.4:1.4|-6.0:2.0|-2.4:-3.7|-3.1:-4.4|-1.7:-3.4|-1.0:-4.8|-3.2:-3.6|-1.7:-4.4|-1.0:-5.6|-3.8:-3.8|-2.0:-5.1|-1.2:-4.0|0.6:1.0|0.7:0.3|-0.8:-1.6|0.4:-0.8|-0.3:-0.4|1.0:-0.5|2.1:-6.4|1.5:-5.9|1.1:-6.3|2.2:-5.6|2.8:-6.0|6.0:5.1|6.8:5.3|7.4:4.8|7.5:5.7|	0
151	Open;500.0;3470.0;2.0	0
151	Open;2000.0;13880.0;11.0	0
151	Open;500.0;3470.0;2.0	0
151	Open;2000.0;13880.0;11.0	0
151	Open;2300.0;12726.0;12.0	0
151	Open;2300.0;14280.0;12.0	0
151	Open;2800.0;13196.0;16.0	0
151	Open;2300.0;14280.0;12.0	0
151	Open;2800.0;13196.0;16.0	0
151	Open;2300.0;12726.0;12.0	0
151	Open;2000.0;13880.0;11.0	0
151	Open;2800.0;13196.0;16.0	0
151	Open;2000.0;13196.0;11.0	0
151	Open;4000.0;14361.0;20.0	0
151	Open;4000.0;14361.0;20.0	0
151	Open;4000.0;14361.0;20.0	0
151	Open;4000.0;14361.0;20.0	0
151	Open;3900.0;14553.0;16.0	0
151	Open;4000.0;14361.0;20.0	0
152	Open;1900.0;13880.0;9.0	0
152	Open;2000.0;13880.0;9.0	0
152	Open;1900.0;13880.0;9.0	0
152	Open;2000.0;13880.0;9.0	0
152	Open;2000.0;13880.0;9.0	0
152	Open;2000.0;13880.0;9.0	0
152	Open;2000.0;13880.0;9.0	0
152	Open;1900.0;13880.0;9.0	0
152	Open;2000.0;12540.0;7.0	0
152	Open;2000.0;13880.0;9.0	0
152	Open;2000.0;12540.0;7.0	0
152	Open;2000.0;13880.0;9.0	0
152	Open;2000.0;13210.0;7.0	0
152	Open;2000.0;13880.0;9.0	0
152	Open;3700.0;11707.0;13.0	0
152	Open;3700.0;12377.0;15.0	0
152	Open;3700.0;11707.0;13.0	0
152	Open;3700.0;12377.0;15.0	0
152	Open;3700.0;12377.0;15.0	0
152	Open;3700.0;11707.0;13.0	0
152	Open;3700.0;12377.0;15.0	0
152	Open;3600.0;12377.0;14.0	0
152	Open;3700.0;12377.0;15.0	0
152	Open;3700.0;11707.0;13.0	0
152	Open;3700.0;12377.0;15.0	0
152	Open;3600.0;12377.0;14.0	0
152	Open;4500.0;10874.0;17.0	0
152	Open;4500.0;10874.0;17.0	0
152	Open;6300.0;13531.0;25.0	0
152	Open;4500.0;10874.0;17.0	0
152	Open;6300.0;13531.0;25.0	0
152	Open;3900.0;13531.0;13.0	0
152	Open;6300.0;13531.0;25.0	0
152	Open;3900.0;13531.0;13.0	0
152	Open;6300.0;13531.0;25.0	0
152	Open;6300.0;13531.0;25.0	0
152	Open;3900.0;13531.0;13.0	0
152	Open;6300.0;13531.0;25.0	0
152	Open;4800.0;13531.0;16.0	0
152	Open;6300.0;13531.0;25.0	0
152	Open;4500.0;10874.0;17.0	0
152	Open;5100.0;13531.0;18.0	0
152	Selected;5100.0;13531.0;18.0	0
153	Scenario;7.4:5.7|6.5:4.7|7.4:4.8|6.8:5.3|6.0:5.1|2.8:-6.0|2.2:-5.6|1.1:-6.3|1.5:-5.9|2.1:-6.4|0.1:0.6|-0.7:1.2|1.0:-0.5|-1.4:-1.2|-0.6:0.2|-0.3:-0.4|0.4:-0.8|-0.8:-1.6|0.7:0.3|0.6:1.0|-1.2:-4.0|-2.0:-5.1|-3.8:-3.8|-1.0:-5.6|-1.7:-4.4|-3.2:-3.6|-1.0:-4.8|-1.7:-3.4|-3.1:-4.4|-2.4:-3.7|-6.5:-6.8|-4.5:-6.0|2.0:3.1|6.5:-1.0|6.9:-0.8|	1
153	Open;4700.0;20327.0;21.0	0
153	Open;3500.0;7872.0;16.0	0
153	Open;5000.0;15233.0;22.0	0
153	Open;4800.0;14722.0;21.0	0
153	Scenario;7.4:5.7|6.5:4.7|7.4:4.8|6.8:5.3|6.0:5.1|2.8:-6.0|2.2:-5.6|1.1:-6.3|1.5:-5.9|2.1:-6.4|0.1:0.6|-0.7:1.2|1.0:-0.5|-1.4:-1.2|-0.6:0.2|-0.3:-0.4|0.4:-0.8|-0.8:-1.6|0.7:0.3|0.6:1.0|-1.2:-4.0|-2.0:-5.1|-3.8:-3.8|-1.0:-5.6|-1.7:-4.4|-3.2:-3.6|-1.0:-4.8|-1.7:-3.4|-3.1:-4.4|-2.4:-3.7|-6.5:-6.8|-4.5:-6.0|2.0:3.1|6.5:-1.0|6.9:-0.8|	0
153	Open;5800.0;15233.0;26.0	0
153	Scenario;6.9:-0.8|6.5:-1.0|2.0:3.1|-4.5:-6.0|-6.5:-6.8|-2.4:-3.7|-3.1:-4.4|-1.7:-3.4|-1.0:-4.8|-3.2:-3.6|-1.7:-4.4|-1.0:-5.6|-3.8:-3.8|-2.0:-5.1|-1.2:-4.0|0.6:1.0|0.7:0.3|-0.8:-1.6|0.4:-0.8|-0.3:-0.4|-0.6:0.2|-1.4:-1.2|1.0:-0.5|-0.7:1.2|0.1:0.6|2.1:-6.4|1.5:-5.9|1.1:-6.3|2.2:-5.6|2.8:-6.0|6.0:5.1|6.8:5.3|7.4:4.8|6.5:4.7|7.4:5.7|	0
154	Scenario;0.1:0.6|-0.7:1.2|1.0:-0.5|-1.4:-1.2|-0.6:0.2|0.4:-0.8|-0.8:-1.6|0.7:0.3|-2.0:-5.1|-1.0:-5.6|-1.7:-4.4|-1.0:-4.8|-1.7:-3.4|-3.1:-4.4|-2.4:-3.7|-6.5:-6.8|-4.5:-6.0|2.0:3.1|6.5:-1.0|6.9:-0.8|	1
154	Open;5800.0;14722.0;26.0	0
154	Open;5800.0;14722.0;26.0	0
154	Open;5800.0;14722.0;26.0	0
154	Scenario;-6.8:6.9|-0.8:6.2|-0.7:7.2|	0
154	Open;2900.0;12852.0;11.0	0
154	Open;1400.0;12038.0;10.0	0
154	Open;2000.0;13880.0;9.0	0
154	Open;2900.0;12852.0;11.0	0
154	Open;2500.0;14694.0;10.0	0
154	Open;2500.0;14694.0;10.0	0
154	Open;1800.0;12038.0;12.0	0
154	Open;2100.0;12852.0;11.0	0
154	Open;2100.0;12852.0;11.0	0
154	Open;1400.0;12038.0;10.0	0
154	Scenario;2.8:-6.0|2.2:-5.6|1.1:-6.3|1.5:-5.9|2.1:-6.4|-0.3:-0.4|0.6:1.0|-1.2:-4.0|-2.0:-5.1|-3.8:-3.8|-1.0:-5.6|-3.2:-3.6|-1.7:-3.4|-6.0:2.0|-5.2:1.2|-4.6:1.9|-6.1:1.3|-6.5:0.4|-5.3:2.4|-7.2:5.5|-6.5:-6.8|-4.5:-6.0|6.5:-1.0|-1.0:5.6|-2.1:6.0|-1.5:6.9|-3.0:5.1|-0.2:5.8|-2.2:7.0|-2.8:6.2|-1.7:5.3|-0.7:7.2|-0.8:6.4|	0
154	Open;1900.0;13880.0;9.0	0
154	Open;2000.0;13880.0;9.0	0
154	Open;3700.0;12377.0;15.0	0
154	Open;4500.0;10874.0;17.0	0
154	Open;1900.0;13880.0;9.0	0
154	Open;2000.0;13880.0;9.0	0
154	Open;5100.0;13531.0;18.0	0
154	Open;4800.0;13531.0;16.0	0
154	Open;6300.0;13531.0;25.0	0
154	Open;4500.0;10874.0;17.0	0
154	Open;6500.0;13531.0;25.0	0
154	Open;6500.0;13531.0;25.0	0
154	Open;5900.0;13441.0;25.0	0
154	Open;6500.0;13531.0;25.0	0
154	Scenario;-0.8:6.4|-0.7:7.2|-1.7:5.3|-2.8:6.2|-2.2:7.0|-0.2:5.8|-3.0:5.1|-1.5:6.9|-2.1:6.0|-1.0:5.6|6.5:-1.0|2.0:3.1|-4.5:-6.0|-7.2:5.5|-5.3:2.4|-6.5:0.4|-6.1:1.3|-6.6:2.4|-6.5:3.4|-4.6:1.9|-5.8:3.0|-5.2:1.2|-7.4:1.4|-6.0:2.0|-2.4:-3.7|-3.1:-4.4|-1.7:-3.4|-1.0:-4.8|-3.2:-3.6|-1.7:-4.4|-1.0:-5.6|-3.8:-3.8|-2.0:-5.1|-1.2:-4.0|0.6:1.0|0.7:0.3|-0.8:-1.6|0.4:-0.8|-0.3:-0.4|-0.6:0.2|-1.4:-1.2|1.0:-0.5|-0.7:1.2|0.1:0.6|2.1:-6.4|1.5:-5.9|1.1:-6.3|2.2:-5.6|2.8:-6.0|6.0:5.1|6.8:5.3|7.4:4.8|6.5:4.7|7.4:5.7|	0
154	Open;1500.0;13522.0;7.0	0
154	Open;2000.0;13994.0;11.0	0
154	Open;1800.0;13994.0;8.0	0
154	Open;2000.0;13994.0;11.0	0
154	Open;2400.0;15296.0;14.0	0
154	Open;2000.0;13994.0;11.0	0
154	Open;2000.0;13994.0;11.0	0
154	Selected;2000.0;13994.0;11.0	0
155	Open;2900.0;12852.0;11.0	0
155	Open;1400.0;12038.0;10.0	0
155	Open;2900.0;12852.0;11.0	0
155	Open;1400.0;12038.0;10.0	0
155	Open;3600.0;14584.0;15.0	0
155	Open;3600.0;14584.0;15.0	0
155	Open;3600.0;14584.0;15.0	0
155	Open;3600.0;14584.0;15.0	0
155	Open;3600.0;14584.0;15.0	0
155	Open;3600.0;14584.0;15.0	0
155	Open;4300.0;14950.0;17.0	0
155	Open;3600.0;14584.0;15.0	0
155	Open;4300.0;14950.0;17.0	0
155	Open;4300.0;14950.0;17.0	0
155	Open;3600.0;14584.0;15.0	0
155	Open;4300.0;14950.0;17.0	0
155	Open;3200.0;14518.0;13.0	0
155	Open;3600.0;12852.0;12.0	0
155	Open;3600.0;12852.0;12.0	0
155	Open;3600.0;14584.0;15.0	0
155	Open;4300.0;14950.0;17.0	0
155	Open;4300.0;14950.0;17.0	0
155	Selected;4300.0;14950.0;17.0	0
155	Open;3600.0;12852.0;12.0	0
155	Open;3600.0;14680.0;13.0	0
155	Open;3600.0;14670.0;13.0	0
155	Open;6000.0;14553.0;21.0	0
155	Open;4000.0;1436.0;1.0	0
155	Open;3900.0;14553.0;14.0	0
155	Open;3600.0;14584.0;15.0	0
155	Open;3600.0;14584.0;15.0	0
155	Open;3600.0;14584.0;15.0	0
155	Open;3600.0;14584.0;15.0	0
155	Open;3600.0;14584.0;15.0	0
155	Open;3600.0;14584.0;15.0	0
155	Open;4300.0;14950.0;17.0	0
155	Open;3600.0;14584.0;15.0	0
155	Open;4300.0;14950.0;17.0	0
155	Open;4300.0;14950.0;17.0	0
155	Open;3600.0;14584.0;15.0	0
155	Open;4300.0;14950.0;17.0	0
155	Open;3200.0;14518.0;13.0	0
155	Open;3600.0;12852.0;12.0	0
155	Open;3600.0;12852.0;12.0	0
155	Open;3600.0;14584.0;15.0	0
155	Open;4300.0;14950.0;17.0	0
155	Open;4300.0;14950.0;17.0	0
155	Selected;4300.0;14950.0;17.0	0
155	Open;3600.0;12852.0;12.0	0
155	Open;3600.0;14584.0;15.0	0
155	Open;4300.0;14950.0;17.0	0
155	Open;3600.0;14584.0;15.0	0
155	Open;3600.0;12852.0;12.0	0
155	Open;3600.0;14584.0;15.0	0
155	Open;3600.0;12852.0;12.0	0
155	Open;3600.0;12852.0;12.0	0
155	Open;3900.0;14452.0;14.0	0
155	Open;3900.0;14452.0;14.0	0
155	Open;3600.0;12852.0;12.0	0
155	Open;3600.0;12852.0;12.0	0
155	Open;3600.0;12852.0;12.0	0
155	Open;3900.0;14452.0;14.0	0
155	Open;3600.0;12852.0;12.0	0
155	Open;4200.0;14518.0;16.0	0
155	Open;4200.0;14518.0;16.0	0
155	Open;5100.0;14349.0;20.0	0
155	Open;5100.0;14349.0;20.0	0
155	Open;5100.0;14349.0;20.0	0
155	Open;5100.0;14349.0;20.0	0
155	Open;5100.0;14349.0;20.0	0
155	Open;5100.0;14349.0;20.0	0
155	Open;5100.0;14349.0;20.0	0
156	Scenario;7.4:5.7|6.5:4.7|7.4:4.8|6.8:5.3|6.0:5.1|2.8:-6.0|2.2:-5.6|1.1:-6.3|1.5:-5.9|2.1:-6.4|0.1:0.6|-0.7:1.2|1.0:-0.5|-1.4:-1.2|-0.6:0.2|-0.3:-0.4|0.4:-0.8|-0.8:-1.6|0.7:0.3|0.6:1.0|-1.2:-4.0|-2.0:-5.1|-1.0:-5.6|-1.7:-4.4|-1.0:-4.8|-1.7:-3.4|-2.4:-3.7|-6.0:2.0|-7.4:1.4|-5.2:1.2|-5.8:3.0|-4.6:1.9|-6.5:3.4|-6.6:2.4|-6.1:1.3|-6.5:0.4|-5.3:2.4|-7.2:5.5|-6.5:-6.8|-4.5:-6.0|2.0:3.1|6.5:-1.0|6.9:-0.8|-1.0:5.6|-2.1:6.0|-1.5:6.9|-3.0:5.1|-0.2:5.8|-2.2:7.0|-2.8:6.2|-1.7:5.3|-0.7:7.2|-0.8:6.4|	1
156	Open;2500.0;13522.0;8.0	0
156	Open;2500.0;13522.0;8.0	0
156	Open;2500.0;13522.0;8.0	0
156	Open;2500.0;13522.0;8.0	0
156	Open;2500.0;13522.0;8.0	0
156	Open;2500.0;13522.0;8.0	0
156	Open;3400.0;12540.0;12.0	0
156	Open;4200.0;14422.0;15.0	0
156	Open;4200.0;14422.0;15.0	0
156	Open;4200.0;14422.0;15.0	0
156	Open;4200.0;14422.0;15.0	0
156	Open;4200.0;14422.0;15.0	0
156	Open;4200.0;14422.0;15.0	0
156	Open;4200.0;14422.0;15.0	0
156	Open;4200.0;14422.0;15.0	0
156	Open;4200.0;14422.0;15.0	0
156	Open;4200.0;14422.0;15.0	0
156	Open;4200.0;14422.0;15.0	0
156	Open;3300.0;13178.0;10.0	0
156	Open;4200.0;14422.0;15.0	0
156	Open;3300.0;13178.0;10.0	0
156	Open;4200.0;14422.0;15.0	0
156	Open;5500.0;13288.0;21.0	0
156	Scenario;-0.8:6.4|-0.7:7.2|-1.7:5.3|-2.8:6.2|-2.2:7.0|-0.2:5.8|-3.0:5.1|-1.5:6.9|-2.1:6.0|-1.0:5.6|-5.3:2.4|-6.5:0.4|-6.1:1.3|-6.6:2.4|-6.5:3.4|-4.6:1.9|-5.8:3.0|-5.2:1.2|-7.4:1.4|-6.0:2.0|-2.4:-3.7|-3.1:-4.4|-1.7:-3.4|-1.0:-4.8|-3.2:-3.6|-1.7:-4.4|-1.0:-5.6|-3.8:-3.8|-2.0:-5.1|-1.2:-4.0|0.6:1.0|0.7:0.3|-0.8:-1.6|0.4:-0.8|-0.3:-0.4|-0.6:0.2|-1.4:-1.2|1.0:-0.5|-0.7:1.2|0.1:0.6|	0
156	Open;2000.0;7862.0;6.0	0
156	Open;3400.0;14804.0;12.0	0
156	Open;2000.0;7862.0;6.0	0
156	Open;3400.0;14804.0;12.0	0
156	Open;3400.0;14804.0;12.0	0
157	Open;4800.0;14487.0;17.0	0
157	Open;4800.0;14487.0;17.0	0
157	Open;4800.0;14487.0;17.0	0
157	Open;4700.0;14864.0;17.0	0
157	Open;4800.0;14487.0;17.0	0
157	Open;4800.0;14487.0;17.0	0
157	Open;4800.0;14487.0;17.0	0
157	Open;4800.0;14487.0;17.0	0
157	Open;4800.0;14487.0;17.0	0
157	Open;4800.0;14487.0;17.0	0
157	Open;4800.0;14487.0;17.0	0
157	Open;4800.0;14487.0;17.0	0
157	Open;2700.0;14219.0;9.0	0
157	Open;4800.0;14487.0;17.0	0
157	Open;2700.0;14219.0;9.0	0
157	Open;4800.0;14487.0;17.0	0
157	Open;2700.0;14219.0;9.0	0
157	Open;4800.0;14487.0;17.0	0
157	Open;12000.0;72474.0;48.0	0
157	Open;12000.0;72474.0;48.0	0
157	Open;4900.0;14803.0;19.0	0
157	Open;4800.0;14487.0;17.0	0
157	Open;4900.0;14803.0;19.0	0
157	Open;4800.0;14487.0;17.0	0
157	Open;4800.0;14487.0;17.0	0
157	Open;4900.0;14803.0;19.0	0
157	Open;4800.0;14487.0;17.0	0
157	Open;4900.0;14803.0;19.0	0
157	Open;4800.0;14487.0;17.0	0
157	Selected;4800.0;14487.0;17.0	0
158	Scenario;7.4:5.7|6.5:4.7|7.4:4.8|6.8:5.3|6.0:5.1|2.8:-6.0|2.2:-5.6|1.1:-6.3|1.5:-5.9|2.1:-6.4|1.0:-0.5|-0.6:0.2|-0.3:-0.4|0.7:0.3|0.6:1.0|-1.2:-4.0|-3.8:-3.8|-1.0:-5.6|-1.7:-4.4|-3.2:-3.6|-1.0:-4.8|-1.7:-3.4|-6.0:2.0|-7.4:1.4|-4.6:1.9|-5.2:1.2|-6.6:2.4|-6.1:1.3|-2.4:-3.7|-3.1:-4.4|-2.0:-5.1|-0.8:-1.6|0.4:-0.8|-1.4:-1.2|-0.7:1.2|0.1:0.6|	1
158	Open;5800.0;15233.0;26.0	0
158	Open;5800.0;15233.0;26.0	0
158	Open;5800.0;15233.0;26.0	0
158	Open;5800.0;14722.0;26.0	0
158	Scenario;-0.8:6.4|-0.7:7.2|-1.7:5.3|-2.8:6.2|-2.2:7.0|-0.2:5.8|-3.0:5.1|-1.5:6.9|-2.1:6.0|-1.0:5.6|6.9:-0.8|6.5:-1.0|2.0:3.1|-4.5:-6.0|-6.5:-6.8|-7.2:5.5|-5.3:2.4|-6.5:0.4|-6.1:1.3|-6.6:2.4|-6.5:3.4|-4.6:1.9|-5.8:3.0|-5.2:1.2|-7.4:1.4|-6.0:2.0|-2.4:-3.7|-3.1:-4.4|-1.7:-3.4|-1.0:-4.8|-3.2:-3.6|-1.7:-4.4|-1.0:-5.6|-3.8:-3.8|-2.0:-5.1|-1.2:-4.0|0.6:1.0|0.7:0.3|-0.8:-1.6|0.4:-0.8|-0.3:-0.4|-0.6:0.2|-1.4:-1.2|1.0:-0.5|-0.7:1.2|0.1:0.6|2.1:-6.4|1.5:-5.9|1.1:-6.3|2.2:-5.6|2.8:-6.0|6.0:5.1|6.8:5.3|7.4:4.8|6.5:4.7|7.4:5.7|	0
158	Scenario;-0.8:6.4|-0.7:7.2|-1.7:5.3|-2.8:6.2|-2.2:7.0|-0.2:5.8|-3.0:5.1|-1.5:6.9|-2.1:6.0|-1.0:5.6|6.9:-0.8|6.5:-1.0|2.0:3.1|-4.5:-6.0|-6.5:-6.8|-7.2:5.5|-5.3:2.4|-6.5:0.4|-6.1:1.3|-6.6:2.4|-6.5:3.4|-4.6:1.9|-5.8:3.0|-5.2:1.2|-7.4:1.4|-6.0:2.0|-2.4:-3.7|-3.1:-4.4|-1.7:-3.4|-1.0:-4.8|-3.2:-3.6|-1.7:-4.4|-1.0:-5.6|-3.8:-3.8|-2.0:-5.1|-1.2:-4.0|0.6:1.0|0.7:0.3|-0.8:-1.6|0.4:-0.8|-0.3:-0.4|-0.6:0.2|-1.4:-1.2|1.0:-0.5|-0.7:1.2|0.1:0.6|2.1:-6.4|1.5:-5.9|1.1:|2.8:-6.0|2.5:-6.0|6.0:5.1|6.8:5.3|7.4:4.8|6.5:4.7|7.4:5.7|	0
