seq	action	start_seq
193	Submit	0
194	"Open=6500.0,13111.0,6.0"	0
194	"Agent=5800,13531,26_Pathr24c40$8094;-5.2,1.2,3;-4.6,1.9,3;-5.3,2.4,4;-5.8,3.0,2;-6.5,3.4,4;-6.6,2.4,4;-6.0,2.0,3;-6.1,1.3,2;-7.4,1.4,1;-6.5,0.4,1;-3.8,-3.8,1;-3.2,-3.6,1;-1.7,-4.4,2;-1.2,-4.0,1;-1.7,-3.4,22Pathr20c42$6953;-0.6,0.2,2;-1.7,-3.4,2;-1.2,-4.0,1;-1.0,-4.8,3;-1.0,-5.6,4;-2.0,-5.1,3;-1.7,-4.4,2;-2.4,-3.7,4"	0
195	Start	1
195	"Agent=0,3470,0_Pathr10c5$3470"	0
195	"Agent=0,13994,0"	0
195	Submit	0
195	"Agent=1000,6940,4_Pathr10c5$3470;-5.2,1.2,3;-6.1,1.3,2Pathr45c5$6270;-2.8,6.2,1;-2.1,6.0,2;-1.7,5.3,2"	0
195	"Agent=1900,154538,10_Pathr19c5$4284;-6.5,0.4,1;-7.4,1.4,1;-7.2,5.5,2;-2.8,6.2,1Pathr19c5$4284;-0.3,-0.4,1;0.6,1.0,1;-0.2,5.8,1;-0.8,6.4,1;-1.5,6.9,1;-1.0,6.6,2"	0
195	Submit	0
196	"Open=1500.0,10638.0,5.0"	0
197	"Open=1500.0,10591.0,6.0"	0
198	"Open=1400.0,10337.0,6.0"	0
199	"Open=1500.0,7260.0,5.0"	0
200	"Open=1300.0,694.0"	0
201	"Open=3100.0,12874.0,13.0"	0
201	"Agent=2000,13802,7_Pathr14c34$5034;-5.2,1.2,3;-0.6,0.2,2;-0.3,-0.4,1;-0.6,0.2,2;-0.7,1.2,2Pathr12c43$5134;-6.5,0.4,1;-7.4,1.4,1;-6.6,2.4,4;-6.5,3.4,4;-7.2,5.5,2;-5.8,3.0,2;-5.3,2.4,4;-4.6,1.9,3Pathr14c30$5437;-1.4,-1.2,3;-0.8,-1.6,2;-0.3,-0.4,1;0.4,-0.8,3;1.0,-0.5,2;0.7,0.3,2;0.6,1.0,1;0.1,0.6,2;-0.6,0.2,2;-0.7,1.2,2"	0
202	"Open=5000.0,11966.0,13.0"	0
203	"Open=4300.0,14950.0,17.0"	0
203	"Manual_r16c65$6790;r14c34$4338;-3.1,-4.4;-2.4,-3.7;-3.2,-3.6;-3.1,-4.4;-2.4,-3.7;-1.7,-3.4;-1.2,-4.0;-1.7,-4.4;-2.1,-3.0;r10c26$3509;-0.8,-1.6;-1.4,-1.2;-0.8,-1.6;"	0
203	Submit	0
204	"Open=7300.0,31495.0,30.0"	0
205	"Open=6100.0,13705.0,23.0"	0
206	"Open=6100.0,13705.0,23.0"	0
206	"Manual_r9c71$6365;-4.6,1.9,3;-5.3,2.4,4;-6.6,2.4,4;-6.5,6.9,3"	0
206	"Agent=4700,20327,21_Pathr10c5$3470;-1.5,-6.4,1;-2.4,-3.7,4"	0
206	"Agent=900,19647,23_Pathr16c6$2170;-5.2,1.2,3;-6.1,1.3,2;-6.0,2.0,3;-5.8,3.0,2;-6.5,3.4,4;-6.6,2.4,4;-7.4,1.4,1;-6.5,0.4,1;-6.1,1.3,2;-6.0,2.0,3;-5.3,2.4,4Pathr18c5$3942;-1.5,6.9,1;-0.7,7.2,1;-0.8,6.4,1;-1.0,5.6,2"	0
206	Submit	0
206	"Manual_r45c5$6582;-3.0,5.1;-1.7,5.3;r10c5$3470;-0.3,-0.4;-0.6,0.2;0.1,0.6;r10c5$3470;"	0
206	"Manual_r15c20$9763;-6.5,0.4;-7.4,1.4;-6.1,1.3;-6.0,2.0;-6.6,2.4;-6.5,3.4;-5.8,3.0;-5.3,2.4;-4.6,1.9;-5.2,1.2;"	0
206	Submit	0
207	"Open=2500.0,13834.0,8.0"	0
208	"Open=500.0,3470.0,2.0"	0
209	"Open=800.0,6547.0,4.0"	0
210	"Open=1500.0,10730.0,7.0"	0
211	"Open=1400.0,10337.0,6.0"	0
212	"Open=1400.0,10337.0,6.0"	0
213	"Open=800.0,6547.0,4.0"	0
214	"Open=1400.0,10337.0,6.0"	0
215	"Open=800.0,6547.0,4.0"	0
216	"Open=1400.0,10337.0,6.0"	0
217	"Open=1100.0,5948.0,5.0"	0
218	"Open=1100.0,4494.0,5.0"	0
218	Manual_r10c5$3470;r13c70$6942;	0
218	"Manual_r10c5$3470;r27c20$5243;-2.4,-1.2;r8c32$3715;-4.6,1.9;-5.3,2.4;-5.8,3.0;-6.5,3.4;-6.6,2.4;-7.4,1.4;-6.5,0.4;-6.1,1.3;-6.0,2.0;-5.2,1.2;r16c30$4859;r16c30$4859;-6.5,3.4;-6.6,2.4;-5.2,1.2;"	0
218	"Manual_r41c10$6270;-3.0,5.1;-2.8,6.2;-2.2,7.0;-2.1,6.0;"	0
218	Submit	0
219	"Open=2400.0,14652.0,13.0"	0
220	"Open=4200.0,14422.0,15.0"	0
220	"Agent=4300,14347,14_Pathr27c5$6430;-2.1,6.6,2;-0.3,-0.8,3.4;0.7,0.3;1.0,-0.5;0.4,-0.8;-0.3,-0.4;-0.6,0.2;-1.4,-1.2;r14c30$5437;-6.1,1.3;-6.6,2.4;-6.5,3.4;-5.8,3.0;-5.3,2.4;-4.6,1.9;-6.0,2.0;-6.1,1.3;-5.2,1.2;r16c30$4859;-4.6,1.9;-5.3,2.4;-5.8,3.0;-6.5,3.4;-6.6,2.4;-6.0,2.0;-5.2,1.2;"	0
221	"Open=3600.0,12852.0,12.0"	0
221	"Manual_r22c5$3591;-5.2,1.2;-6.1,1.3;r22c5$3591;-1.7,-3.4;-1.2,-4.0;-0.8,-1.6;0.4,-0.8;-0.3,-0.4;0.6,1.0;-0.2,5.8;-2.8,6.2;"	0
221	"Manual_r10c26$3509;-6.6,2.4;-5.3,2.4;-6.0,2.0;-5.2,1.2;-4.6,1.9;"	0
221	"Manual_r7c21$3126;-5.2,1.2;-6.0,2.0;-5.3,2.4;-4.6,1.9;r23c5$5182;-3.0,5.1;-2.8,6.2;-2.1,6.0;"	0
221	"Manual_r10c5$3470;-5.2,1.2;-6.1,1.3;r10c5$3470;-4.6,1.9;-5.8,3.0;r23c5$5182;-3.0,5.1;-2.8,6.2;-2.1,6.0;"	0
221	"Manual_r41c10$6270;-3.0,5.1;-2.8,6.2;-2.2,7.0;-2.1,6.0;-1.7,5.3;-1.0,5.6;"	0
221	"Manual_r10c26$3509;-4.6,1.9;-6.5,3.4;"	0
221	"Manual_r10c5$3470;r11c20$4286;-4.6,1.9;-0.7,1.2;-0.8,6.4;-1.0,5.5;-2.2,7.0;-1.5,6.9;-0.7,7.2;-0.8,6.4;-0.2,5.8;-1.0,5.6;-1.7,5.3;-2.8,6.2;"	0
221	"Manual_r10c5$3470;-6.6,2.4;-7.4,1.4;r6c26$3332;-6.5,0.4;"	0
221	Submit	0
221	"Manual_r10c5$3470;-6.5,0.4;-7.4,1.4;-6.1,1.3;r10c5$3470;-3.2,-3.6;-3.1,-4.4;-3.8,-3.8;r12c10$5182;-0.6,0.2;2.0,3.1;-0.7,1.2;0.6,1.0;0.7,0.3;"	0
221	"Manual_r10c5$3470;r50c5$7040;-3.0,5.1;-1.7,5.3;-2.8,6.2;r17c5$5026;-1.0,5.6;-2.1,6.0;-0.2,5.8;"	0
222	"Open=2000.0,11966.0,7.0"	0
223	"Open=2500.0,13522.0,8.0"	0
224	"Open=2500.0,13522.0,8.0"	0
225	Start	1
225	"Manual_r10c5$3470;-5.3,2.4;r10c5$3470;"	0
225	"Manual_r10c5$3470;-6.5,0.4;-7.4,1.4;-5.2,1.2;r10c5$3470;-5.8,3.0;-4.6,1.9;"	0
225	"Manual_r10c5$3470;-0.7,1.2;0.1,0.6;0.6,1.0;r10c5$3470;-4.6,1.9;-5.8,3.0;r10c5$3470;-5.3,2.4;"	0
225	"Manual_r10c5$3470;-6.5,0.4;-7.4,1.4;-6.1,1.3;r10c5$3470;r10c5$3470;"	0
225	"Manual_r10c5$3470;-6.5,0.4;-7.4,1.4;-5.2,1.2;r10c5$3470;-5.8,3.0;-4.6,1.9;r10c5$3470;-6.6,2.4;"	0
225	"Manual_r10c5$3470;-6.5,0.4;-7.4,1.4;"	0
225	"Manual_r10c5$3470;-6.5,0.4;-7.4,1.4;-5.2,1.2;r10c5$3470;-5.8,3.0;-4.6,1.9;r10c5$3470;-6.6,2.4;"	0
225	"Manual_r10c5$3470;-6.5,0.4;-7.4,1.4;"	0
226	"Open=1900.0,13880.0,8.0"	0
227	"Open=2000.0,13880.0,9.0"	0
228	"Open=1900.0,13880.0,9.0"	0
229	"Open=2000.0,13880.0,9.0"	0
229	"Agent=1000,6340,4_Pathr51c5$6553;-2.8,-6.1,1;-2.4,-3.7,4;-3.2,-3.6,1;-3.8,-3.8,1;-3.2,-3.6,1;-1.7,-4.4,2;-1.2,-4.0,1;-1.7,-3.4,2"	0
229	"Agent=2000,13880,10_Pathr10c5$3470;-4.6,1.9,3;-6.1,1.3,2Pathr9c31$4159;-1.4,-1.2,3;-0.8,-1.6,2;-0.3,-0.4,1;0.1,0.6,2Pathr8c53$5156;-3.2,-3.6,1;-3.8,-3.8,1Pathr9c12$2934;-1.7,-3.4,2"	0
229	"Agent=2000,14600,7_Pathr9c79$6547;-1.4,-1.2,3;-0.8,-1.6,2;-0.3,-0.4,1;-0.6,0.2,2;-0.7,1.2,2;-0.6,0.2,2"	0
229	Submit	0
230	"Open=3200.0,13470.0,15.0"	0
230	"Manual_r10c5$3470;-0.7,1.2;-4.6,1.9;"	0
230	"Manual_r10c26$3509;-4.6,1.9;-5.3,2.4;-5.8,3.0;-6.5,3.4;-6.6,2.4;-5.8,3.0;"	0
230	Submit	0
230	"Manual_r10c5$3470;-5.2,1.2;-6.1,1.3;r10c5$3470;-3.8,-3.8;-3.1,-4.4;-3.2,-3.6;"	0
230	"Manual_r10c5$3470;-6.5,0.4;-7.4,1.4;-6.1,1.3;r10c5$3470;-3.8,-3.8;-3.1,-4.4;-3.2,-3.6;"	0
230	"Manual_r10c5$3470;-5.2,1.2;-6.1,1.3;r10c5$3470;-3.2,-3.6;-3.1,-4.4;-3.8,-3.8;r17c32$5102;-4.6,1.9;-0.7,1.2;0.1,0.6;-0.6,0.2;"	0
230	Submit	0
230	"Agent=2700,12966,14_Pathr16c80$9496;-1.7,-3.4,2;-0.8,-1.6,2;-1.4,-1.2,3;-0.3,-0.4,1;0.4,-0.8,3;1.0,-0.5,2;0.7,0.3,2;0.6,1.0,1;0.1,0.6,2;-0.6,0.2,2;-0.7,1.2,2"	0
231	"Open=7300.0,13995.0,26Pathr19c5$4284;-0.2,5.8,1;-1.0,5.6,2;-1.7,5.3,2"	0
231	"Agent=3200,6953,7_Pathr7c21$3165;-5.2,1.2,3;-6.1,1.3,2Pathr16c6$2170;-6.5,-6.8,4"	0
231	"Agent=3600,9211,13_Pathr27c20$5243;-3.2,-3.6,1;-3.8,-3.8,1;-3.1,-4.4,3;-2.0,-5.1,3;-1.4,-1.2,3Pathr5c28$3445Pathr10c5$3470;-0.8,-1.6,2;-0.3,-0.4,1;-0.6,0.2,2Pathr10c26$3509;-5.2,1.2,3;-5.3,2.4,4;-4.6,1.9,3"	0
231	"Agent=2900,7462,11_Pathr16c80$9496;-1.7,-3.4,2;-0.8,-1.6,2;-1.4,-1.2,3;-0.3,-0.4,1;0.4,-0.8,3;1.0,-0.5,2;0.7,0.3,2;0.6,1.0,1;0.1,0.6,2;-0.6,0.2,2;-0.7,1.2,2"	0
231	Submit	0
232	Start	1
232	"Agent=5003,7712,16_Pathr20c29$5243;-1.7,-3.4,2;-0.8,-1.6,2;-1.4,-1.2,3;-0.8,-1.6,2;-0.3,-0.4,1;0.1,0.6,2;-0.7,1.2,2Pathr19c5$4284;-3.0,5.1,2;-2.1,6.0,2;-1.7,5.3,2;-0.8,6.4,1;-0.7,7.2,1;-1.8,6.0,2;-0.7,1.2,2"	0
233	"Agent=4900,13070,17_Pathr20c10$5150;-0.6,0.2,3;-0.7,1.2,2Pathr24c30$6582;-1.5,6.9,1;-0.7,7.2,1;-0.8,6.4,1;-1.0,5.6,2Pathr22c32$5445;-3.1,-4.4,1;-2.4,-3.7,4;-1.7,-3.4,2;-0.8,-1.6,2;-1.4,-1.2,3;-0.3,-0.4,1;-0.6,0.2,2;-0.7,1.2,2;-0.2,5.8,1;-0.7,7.2,1;-0.8,6.4,1;-1.0,5.6,2;-1.7,5.3,2;-2.1,6.0,2;-2.8,6.2,1;-2.2,7.0,1165.1,0.6pOpen=6400.0,13311.0,20.0"	0
233	"Agent=5800,13723,26_Pathr9c20$3591;-5.2,1.2,3;-6.1,1.3,2;-6.0,2.0,3;-6.6,2.4,4;-5.8,3.0,2;-5.3,2.4,4PathrtA4c5$5076;-7.4,1.4,1;-7.6,2.4,4;-6.8,3.4,4Pathr16c6$2170;-6.5,-6.8,4"	0
233	"Agent=6900,13915,20_Pathr29c35$7713;-5.2,1.2,3;-6.0,2.0,3;-6.6,2.4,4;-6.5,3.4,4;-5.3,2.4,4;-4.6,1.9,3;-0.7,1.2,2;0.1,0.6,2;0.7,0.3,2;1.0,-0.5,2;0.4,-0.8,3;-0.8,-1.6,2;-1.4,-1.2,3Pathr16c65$6598;-1.7,-3.4,2;-1.7,-4.4,2;-1.0,-4.8,3;-1.0,-5.6,4;-2.0,-5.1,3;-3.1,-4.4,3;-2.4,-3.7,4"	0
233	"Agent=4600,13076,16_Pathr16c54$6538;-5.2,1.2,3;-6.0,2.0,3;-6.6,2.4,4;-6.5,3.4,4;-5.3,2.4,4;-4.6,1.9,3;-1.4,-1.2,3;-0.8,-1.6,2Pathr32c40$853;-1.0,-4.8,3;1.1,-6.3,4;-1.0,-5.6,4;-2.0,-5.1,3;-3.1,-4.4,3"	0
233	"Agent=6300,14316,25_Pathr16c65$6790;-5.2,1.2,3;-6.1,1.3,2;-6.0,2.0,3;-7.4,1.4,1;-6.5,0.4,1;-3.8,-3.8,1;-3.2,-3.6,1;-2.4,-3.7,4;-1.7,-4.4,2;-1.2,-4.0,1;-1.7,-3.4,2;-0.8,-1.6,2Pathr20c42$6923;-3.2,-3.6,1;-3.8,-3.8,1;-6.5,-6.8,4;-7.4,1.4,1;-7.2,5.5,1;-7.3,-5.8,3;-1.0,-5.6,4;-1.0,-4.8,3;-1.7,-4.4,2;-1.2,-4.0,1;-1.7,-3.4,2;-2.4,-3.7,4"	0
234	"Open=7300.0,13164.0,29.0"	0
235	Start	1
235	"Manual_r27c20$5243;-3.8,-3.8;-3.2,-3.6;2.8,-6.0;0.1,0.6;r10c5$3470;-0.6,0.2;"	0
235	"Manual_r20c42$6953;-5.2,1.2;-6.0,2.0;-6.1,1.3;-6.5,0.4;-7.4,1.4;-6.1,1.3;-6.5,0.4;r19c5$4284;-2.0,-5.1;-1.7,-3.4;-2.4,-3.7;-3.2,-3.6;-1.7,-3.4;r24c30$6582;-1.2,-4.0;-1.7,-4.4;-1.2,-4.0;-1.7,-3.4;-0.8,-1.6;-1.4,-1.2;0.4,-0.8;1.0,-0.5;"	0
235	"Manual_r22c4$1090;-0.3,-0.4;-0.6,0.2;-0.7,1.2;r17c5$5026;-2.1,6.0;-2.8,6.2;-3.0,5.1;r24c30$6884;-4.5,-6.0;"	0
236	"Open=3700.0,26378.0,17.0"	0
236	Submit	0
237	"Open=4000.0,12663.0,12.0"	0
238	"Open=4000.0,12663.0,12.0"	0
239	"Open=4200.0,14531.0,15.0"	0
240	"Open=5000.0,11966.0,18.0"	0
241	"Open=6700.0,13522.0,26.0"	0
241	"Agent=6800,13522,26_Pathr9c20$3591;-5.2,1.2,3;-6.1,1.3,2"	0
241	"Agent=3600,13318,13_Pathr27c50$8973;-6.5,0.4,1;-7.4,1.4,1;-6.6,2.4,4;-6.5,3.4,4;-6.6,2.4,4;-6.0,2.0,3;-5.2,1.2,3"	0
241	"Agent=3100,9211,12_Pathr19c70$9211;-0.6,0.2,2;-0.7,1.2,2;-3.1,0.3,2;-1.7,5.3,2;-3.0,5.1,2"	0
241	Submit	0
241	"Agent=1600,15024,8_Pathr10c26$3509;-5.2,1.2,3;-4.6,1.9,3;-0.7,1.2,2;-0.6,0.2,2"	0
241	"Agent=3900,13522,15_Pathr19c5$4284;-6.5,0.4,1;-7.4,1.4,1;-7.2,5.5,2;-2.8,6.2,1;-2.1,6.0,2Pathr17c5$5026;-1.5,6.9,1;-0.7,7.2,1;-0.8,6.4,1;-1.0,5.6,2"	0
241	"Agent=0,110649,0_Pathr17c5$3630;-0.2,5.8,1;0.6,10.0,1;0.1,0.6,2;-0.6,0.2,2"	0
241	"Agent=1200,3520,6_Pathr8c32$3915.2;-0.3,-0.4,1;0.6,1.0,1;-0.2,5.8,1;-0.7,7.2,1;-0.8,6.4,1Pathr10c5$3470;-6.5,0.4,1;-7.4,1.4,1"	0
242	"Open=2000.0,13880.0,9.0"	0
242	"Agent=2000,13880,9_Pathr10c5$3470;-5.2,1.2,3;-6.1,1.3,2Pathr10c5$3470;-4.6,1.9,3;-5.8,3.0,2Pathr10c5$3470;-1.4,-1.2,3;-0.8,-1.6,2"	0
242	"Agent=2000,13880,11_Pathr10c5$3470;-5.2,1.2,3;-6.1,1.3,2Pathr10c5$3470;-6.5,0.4,1;-7.4,1.4,1;-6.0,2.0,3Pathr10c5$3470;-0.8,-1.6,2;-0.3,-0.4,1;0.1,0.6,2Pathr10c5$3470;-3.2,-3.6,1;-3.1,-4.4,3;-3.8,-3.8,1"	0
242	"Agent=1000,6298,4_Pathr10c5$3470;-5.2,1.2,3;-6.1,1.3,2Pathr10c5$3470;-4.6,1.9,3;-5.8,3.0,2"	0
242	"Manual_r10c5$3470;-6.5,0.4;-7.4,1.4;-6.1,1.3;r10c5$3470;-3.2,-3.6;-3.1,-4.4;-3.8,-3.8;r12c50$512;1.0,-0.5;0.7,0.3;"	0
242	"Manual_r10c5$3470;-1.4,-1.2;-0.8,-1.6;r10c5$3470;-0.6,0.2;"	0
243	"Open=1900.0,13880.0,9.0"	0
243	"Manual_r10c5$3470;-5.2,1.2;-6.1,1.3;r10c5$3470;-3.2,-3.6;-3.1,-4.4;-3.8,-3.8;r22c5$3591;-2.8,6.2;-2.1,6.0;-1.7,5.3;"	0
243	"Manual_r10c5$3470;-5.2,1.2;-6.1,1.3;r10c5$3470;-3.2,-3.6;-3.1,-4.4;-3.8,-3.8;r17c5$3716;r27c5$6430;1.1,-6.5;1.5,-5.9;r16c30$4239;-0.6,0.2;"	0
244	"Open=2200.0,14388.0,12.0"	0
244	"Agent=3900,14482,13_Pathr41c10$6270;-2.8,6.2,1;-2.2,7.0,1;-1.5,6.9,1;-0.7,7.2,1;-0.8,6.4,1;-0.2,5.8,1;-1.0,5.6,2;-1.7,5.3,2Pathr17c5$5026;-6.5,0.4,1;-3.0,5.1,2;-2.1,6.0,2Pathr14c34$5437;-5.2,1.2,3;-0.8,-1.6,2;-0.3,-0.4,1;0.1,0.6,2;-0.6,0.2,2;-0.7,1.2,2"	0
244	"Agent=4300,14647,16_Pathr48c10$7465;-1.0,5.6,2;-0.8,6.4,1;-1.5,6.9,1;-2.2,7.0,1;-2.1,6.0,2;-2.8,6.2,1;-3.0,5.1,2;-5.8,3.0,2;-6.1,1.3,2Pathr41c10$6270;-6.5,0.4,1;-7.4,1.4,1;-6.6,2.4,4;-6.5,3.4,4;-7.2,5.5,2;-5.8,3.0,2;-5.3,2.4,4;-6.0,2.0,3;-6.1,1.3,2;-5.2,1.2,3;-4.6,1.9,3"	0
244	"Agent=2900,8804,11_Pathr27c50$8973;-6.5,0.4,1;-6.1,1.3,2;-4.6,1.9,3;-1.7,5.3,2;-1.0,5.6,2;-0.2,5.8,1;-0.8,6.4,1;-2.1,6.0,2;-2.8,6.2,1;-3.0,5.1,2Pathr17c5$3786;-5.2,1.2,3;-6.1,1.3,2;-6.0,2.0,3;-5.8,3.0,2;-5.3,2.4,4;-4.6,1.9,3Pathr24c40$8094;-1.4,-1.2,3;-0.8,-1.6,2;-0.3,-0.4,1;0.4,-0.8,3;1.0,-0.5,2;0.7,0.3,2;0.6,1.0,1;0.1,0.6,2;-0.6,0.2,2;-0.7,1.2,2Pathr19c50$6918;-0.7,1.2,2;-0.6,0.2,2;0.1,0.6,2;0.6,1.0,1;0.7,0.3,2;1.0,-0.5,2;0.3,-0.8,3;-1.7,-3.4,2;-1.2,-4.0,1;-1.7,-4.4,2;-1.0,-4.8,3;-1.0,-5.6,4;-2.0,-5.1,3;-1.7,-4.4,2;-2.4,-3.7,4"	0
244	"Agent=5600,14247,21_Pathr25c32$7236;-5.2,1.2,3;-6.0,2.0,3;-6.6,2.4,4;-6.5,3.4,4;-5.3,2.4,4;-4.6,1.9,3;-0.7,1.2,2;0.1,0.6,2;0.7,0.3,2;1.0,-0.5,2;0.4,-0.8,3;-1.4,-1.2,3"	0
244	"Agent=5000,14553,20_Pathr19c5$4284;-0.2,5.8,1;-1.0,5.6,2;-1.7,5.3,2"	0
244	"Agent=5400,12680,20_Pathr29c25$6495;-4.6,1.9,3;-5.3,2.4,4;-6.6,2.4,4;-6.1,1.3,2;-6.5,0.4,1Pathr29c20$6945;-1.4,-1.2,3;-0.8,-1.6,2;-0.3,-0.4,1;0.4,-0.8,3;1.0,-0.5,2;0.7,0.3,2;2.0,3.1,3;0.6,1.0,1;0.1,0.6,2;-0.6,0.2,2;-0.7,1.2,2Pathr24c45$7872;-3.2,-3.6,1;-3.8,-3.8,1;-3.1,-4.4,3;-2.0,-5.1,3;-1.0,-5.6,4;-1.0,-4.8,3;-1.7,-4.4,2;-1.2,-4.0,1;-1.7,-3.4,2;-2.4,-3.7,4"	0
244	"Manual_r20c45$6563;-5.2,1.2;-6.5,0.4;-6.1,1.3;-6.0,2.0;-5.2,1.2;"	0
244	"Manual_r25c10$4783;-0.6,0.2;0.6,1.0;0.4,-0.8;-0.3,-0.4;-1.4,-1.2;r17c15$4783;-0.3,-0.4;1.0,-0.5;0.7,0.3;-0.8,-1.6;r19c50$6983;-1.7,-3.4;-1.2,-4.0;-1.7,-4.4;-2.4,-3.7;-3.1,-4.4;-3.8,-3.8;-3.2,-3.6;r24c40$8094;-1.4,-1.2;"	0
244	"Manual_r29c27$6340;-0.7,1.2;-0.6,0.2;-0.3,-0.4;"	0
244	"Manual_r41c10$6270;-3.0,5.1;-2.8,6.2;-2.2,7.0;-2.1,6.0;-1.0,5.6;-1.7,5.3;-1.0,5.6;-0.8,6.4;-0.7,7.2;-0.2,5.8;2.0,3.1;-0.2,5.8;-0.7,7.2;-1.7,5.3;-2.1,6.0;"	0
244	"Manual_r41c10$6270;-2.8,6.2;-2.2,7.0;-1.5,6.9;-0.7,7.2;-0.8,6.4;-0.2,5.8;-2.1,6.0;-1.0,5.6;-1.7,5.3;"	0
244	"Manual_r21c15$6662;-3.0,5.1;-2.8,6.2;-2.2,7.0;-2.1,6.0;-1.5,6.9;-0.8,6.4;-1.7,5.3;-1.0,5.6;"	0
244	"Manual_r21c15$6662;-3.0,5.1;-2.8,6.2;-2.2,7.0;-2.1,6.0;-2.1,6.0;-1.7,5.3;-1.0,5.6;-1.7,5.3;-2.1,6.0;"	0
244	"Manual_r45c5$6426;-3.0,5.1;-2.8,6.2;-2.1,6.0;"	0
244	"Manual_r21c15$6662;-3.0,5.1;-2.8,6.2;-2.2,7.0;-2.1,6.0;-1.5,6.9;-0.8,6.4;-1.7,5.3;-1.0,5.6;-0.8,6.4;-1.7,5.3;r21c185$6626;-4.6,1.9;-5.3,2.4;-6.6,2.4;-6.0,2.0;-5.2,1.2;"	0
244	"Manual_r21c18$5294;-5.8,3.0;-6.6,2.4;-7.4,1.4;r20c29$5243;-3.2,-3.6;-3.8,-3.8;-3.1,-4.4;-2.0,-5.1;-1.0,-5.6;-1.0,-4.8;-1.7,-4.4;-2.4,-3.7;-1.7,-3.4;-0.8,-1.6;0.4,-0.8;-0.3,-0.4;r11c61$5948;"	0
244	"Manual_r14c30$5437;-6.1,1.3;-6.5,0.4;-6.6,2.4;-6.0,2.0;-5.2,1.2;r16c30$4859;-3.8,-3.8;-3.1,-4.4;-2.0,-5.1;-1.0,-5.6;-1.0,-4.8;-1.7,-4.4;-2.4,-3.7;-1.7,-3.4;r20c29$5243;-3.2,-3.6;-3.8,-3.8;-3.1,-4.4;-2.0,-5.1;-1.0,-5.6;-1.0,-4.8;-1.7,-4.4;-1.7,-3.4;-0.8,-1.6;-0.3,-0.4;-0.6,0.2;r14c34$5034;-3.0,5.1;-2.8,6.2;-2.1,6.0;-1.0,5.6;-1.7,5.3;--1.5,6.9;1.0,-5.9;1.5,-5.9;1.1,-6.3;"	0
245	"Open=3000.0,20950.0,14.0"	0
246	"Open=4500.0,10874.0,17.0"	0
246	"Agent=4300,14940,13_Pathr20c29$5243;-1.4,-1.2,3;-0.8,-1.6,2;-0.3,-0.4,1;0.4,-0.8,3;1.0,-0.5,2;0.7,0.3,2;2.0,3.1,3;0.6,1.0,1;0.1,0.6,2;-0.6,0.2,2;-0.7,1.2,2"	0
246	"Agent=7100,9296,14_Pathr25c32$7236;-5.2,1.2,3;-6.0,2.0,3;-6.6,2.4,4;-6.5,3.4,4;-5.3,2.4,4;-4.6,1.9,3;-0.7,1.2,2;0.1,0.6,2;0.7,0.3,2;1.0,-0.5,2;0.4,-0.8,3;-0.8,-1.6,2;-1.4,-1.2,3Pathr16c65$6790;-2.4,-3.7,4;-1.7,-4.4,2;-1.0,-4.8,3;-1.0,-5.6,4;-2.0,-5.1,3;-3.1,-4.4,3"	0
247	"Open=6400.0,13906.0,21.0"	0
247	"Agent=6400,14472,21_Pathr25c32$7236;-5.2,1.2,3;-6.0,2.0,3;-6.6,2.4,4;-6.5,3.4,4;-5.3,2.4,4;-4.6,1.9,3;-0.7,1.2,2;0.1,0.6,2;0.7,0.3,2;1.0,-0.5,2"	0
247	Submit	0
248	"Open=3700.0,11707.0,13.0"	0
249	"Open=4100.0,13472.0,16.0"	0
250	"Open=4300.0,13472.0,17.0"	0
251	"Open=4000.0,14388.0,18.0"	0
252	Start	1
252	"Agent=3200,9.11,8161.0,10.0"	0
253	Start	1
253	"Manual_r10c5$3470;-6.5,0.4;-7.4,1.4;-6.1,1.3;r10c5$3470;-3.8,-3.8;-3.1,-4.4;-3.2,-3.6;"	0
253	"Manual_r10c5$3470;-4.6,1.9;-5.8,3.0;"	0
253	"Manual_r10c5$3470;-6.5,0.4;-7.4,1.4;r10c5$3470;r10c5$3470;"	0
253	"Manual_r10c5$3470;-6.5,0.4;-7.4,1.4;-5.2,1.2;r10c5$3470;-5.8,3.0;-4.6,1.9;r10c5$3470;-6.6,2.4;r17c5$3630;-1.7,-3.4;-1.2,-4.0;-1.7,-4.4;r10c5$3470;r10c5$3470;r10c5$3470;r10c5$3470;r10c5$3470;r10c5$3470;r10c5$3470;r10c5$3470;-2.4,-3.7;r10c5$3470;r10c5$3470;-3.8,-3.8;-3.2,-3.6;"	0
253	"Manual_r10c5$3470;-5.3,2.4;r10c5$3470;-1.4,-1.2;-0.3,-0.4;r10c5$3470;-3.8,-3.8;-3.1,-4.4;-3.2,-3.6;"	0
253	"Manual_r10c5$3470;-5.8,3.0;"	0
253	"Manual_r10c5$3470;-6.5,0.4;-7.4,1.4;-5.2,1.2;"	0
253	"Manual_r10c5$3470;-1.7,-3.4;-1.2,-4.0;r10c5$3470;-2.4,-3.7;-3.2,-3.6;r10c5$3470;0.1,-0.5;-0.8,-1.6;r10c5$3470;-6.5,0.4;-7.4,1.4;-6.0,2.0;"	0
253	"Agent=1000,6430,3_Pathr20c12$5242;-3.1,0.3,2;-0.8,-0.4,1"	0
