seq	action	start_seq
1343	"Manual_r10c5$3470;-5.2,1.2;-5.8,3.0;r10c5$3470;-6.6,2.4;r17c5$3630;r10c5$3470;-1.4,-1.2;-0.8,-1.6;r10c5$3470;1.0,-0.5;0.4,-0.8;r21c15$6662;2.2,-5.6;2.8,-6.0;2.1,-6.4;1.5,-5.9;1.1,-6.3;r21c15$6662;r21c15$6662;r17c14$10749;-4.6,1.9;"	0
1343	"Manual_r10c5$3470;-5.2,1.2;-6.1,1.3;r10c5$3470;-3.2,-3.6;-3.1,-4.4;-3.8,-3.8;r17c32$5102;-4.6,1.9;-0.7,1.2;"	0
1343	"Manual_r17c5$3630;-1.7,-4.4;-1.7,-4.4;-1.2,-4.0;-1.7,-3.4;r10c5$3470;-0.6,0.2;-0.3,-0.4;r10c5$3470;-1.4,-1.2;-0.8,-1.6;r10c5$3470;-3.8,-3.8;-3.1,-4.4;-3.2,-3.6;r14c5$3790;-0.6,0.2;0.7,0.3;"	0
1343	Submit	0
1344	"Open=300.0,947"	0
1344	"Manual_r10c5$3470;-3.2,-3.6;-3.1,-4.4;-3.8,-3.8;r12c10$4156"	0
1345	"Open=1900.0,13880.0,9.0"	0
1345	"Manual_r19c5$4284;-0.3,-0.4;0.6,1.0;-0.2,5.8;"	0
1345	"Manual_r10c5$3470;-5.3,2.4;"	0
1345	"Manual_r10c5$3470;-1.7,-3.4;-1.2,-4.0;r10c5$3470;-3.2,-3.6;-3.8,-3.8;-3.1,-4.4;-1.7,-3.4;r17c5$3630;-2.2,7.0;-0.8,6.4;-0.2,5.8;r17c5$3630;-6.5,3.4;-7.4,1.4;r11c61$5948;-6.6,2.4;-6.5,3.4;-5.8,3.0;"	0
1345	"Manual_r10c5$3470;-5.2,1.2;-6.1,1.3;r10c5$3470;-3.2,-3.6;-3.1,-4.4;-3.8,-3.8;r17c32$5102;-0.8,-1.6;-0.3,-0.4;-0.6,0.2;r10c26$3509;-6.1,1.3;-7.4,1.4;-6.6,2.4;-6.5,3.4;-7.2,5.5;-5.8,3.0;r10c5$3470;-6.0,2.0;-6.1,1.3;-6.5,0.4;"	0
1345	"Manual_r27c10$5983;0.1,0.6;0.4,-0.8;-0.8,-1.6;-1.4,-1.2;r14c30$5437;-6.1,1.3;-6.5,0.4;-6.6,2.4;-6.0,2.0;-6.1,1.3;-7.4,1.4;-6.6,2.4;-6.5,3.4;-5.8,3.0;-5.3,2.4;-4.6,1.9;-6.0,2.0;-6.1,1.3;-6.5,0.4;"	0
1345	"Manual_r14c30$5437;-6.5,0.4;-6.1,1.3;-6.6,2.4;-6.5,3.4;-5.3,2.4;-4.6,1.9;-5.2,1.2;"	0
1345	"Manual_r14c30$5437;-6.1,1.3;-6.6,2.4;-6.5,3.4;-5.8,3.0;-5.3,2.4;-4.6,1.9;"	0
1345	"Manual_r61c25$11788;-3.0,5.1;-1.7,5.3;-2.0,6.2;-0.7,1.2;0.1,0.6;0.6,1.0;0.7,0.3;1.0,-0.5;0.4,-0.8;"	0
1345	"Manual_r29c35$6784;-0.8,-1.6;-1.4,-1.2;-0.8,-1.6;0.4,-0.8;1.0,-0.5;-0.3,-0.4;-0.6,0.2;"	0
1345	Submit	0
1345	"Manual_r23c20$6945;-3.2,-3.6;-3.8,-3.8;-3.1,-4.4;-2.0,-5.1;-1.0,-5.6;-1.0,-4.8;-1.7,-4.4;-1.2,-4.0;-1.7,-3.4;-2.4,-3.7;r45c5$6426;-0.2,5.8;-1.7,5.3;-1.0,5.6;-0.8,6.4;-0.7,7.2;-1.5,6.9;-2.2,7.0;-2.8,6.2;-2.1,6.0;-3.0,5.1;-5.8,3.0;"	0
1346	"Open=4000.0,13833.0,8.0"	0
1347	"Open=5000.0,11966.0,18.0"	0
1348	"Open=8000.0,14264.0,35.0"	0
1349	"Open=2700.0,14219.0,9.0"	0
1350	Start	1
1351	"Open=1700.0,13047.0,7.0"	0
1352	"Open=3700.0,26378.0,17.0"	0
1353	"Open=3700.0,26377.0,13.0,4"	0
1353	"Agent=3700,14930,14_Pathr48c10$7465;-1.0,5.6,2;-0.8,6.4,1;-1.5,6.9,1;-2.2,7.0,1;-2.1,6.0,2;-2.8,6.2,1;-3.0,5.1,2Pathr9c20$3591;-5.2,1.2,3;-6.1,1.3,2;-6.0,2.0,3;-6.6,2.4,4;-5.8,3.0,2;-5.3,2.4,4Pathr22c5$3591;0.6,1.0,1;-0.2,5.8,1;-0.7,7.2,1;-1.7,5.3,2"	0
1353	"Agent=1700,13887,7_Pathr16c70$7862;-5.2,1.2,3;-6.1,1.3,2;-6.0,2.0,3;-5.3,2.4,4;-4.6,1.9,3Pathr14c30$5437;-1.4,-1.2,3;-0.8,-1.6,2;-0.3,-0.4,1;0.4,-0.8,3;1.0,-0.5,2;0.7,0.3,2;0.6,1.0,1;0.1,0.6,2;-0.6,0.2,2;-0.7,1.2,2"	0
1353	"Agent=6100,13735,21_Pathr20c42$6953;-5.2,1.2,3;-6.0,2.0,3;-6.6,2.4,4;-6.5,3.4,4;-5.3,2.4,4;-4.6,1.9,3;-0.7,1.2,2;0.1,0.6,2;0.7,0.3,2;1.0,-0.5,2;0.4,-0.8,3;-0.8,-1.6,2;-1.4,-1.2,3Pathr29c35$77730;-2.4,-3.7,4;-1.7,-4.4,2;-1.0,-4.8,3;2.1,-6.4,4;1.1,-6.3,4;-1.0,-5.6,4;-2.0,-5.1,3;-3.1,-4.4,3"	0
1353	"Agent=5600,13703,19_Pathr19c5$4284;-6.5,0.4,1;-7.4,1.4,1;-7.6,2.4,4;-6.5,3.4,4;-5.8,3.0,2;-5.3,2.4,4;-4.6,1.9,3Pathr16c30$4859;-1.4,-1.2,3;-0.8,-1.6,2;-0.3,-0.4,1;0.4,-0.8,3;1.0,-0.5,2;0.7,0.3,2;0.6,1.0,1;0.1,0.6,2;-0.7,1.2,2;-1.7,5.3,2;-1.0,5.6,2;-0.2,5.8,1;-0.8,6.4,1;-1.5,6.9,1;-2.1,6.0,2;-2.8,6.2,1;-3.0,5.1,2Pathr16c30$4859;-1.4,-1.2,3;-0.8,-1.6,2;0.4,-0.8,3;1.0,-0.5,2;-0.3,-0.4,1;-0.6,0.2,2;-0.7,1.2,2Pathr25c20$6298;6.0,5.1,2;0.6,1.0,1;-0.2,5.8,1;-1.0,5.6,2;-1.7,5.3,2;-0.8,6.4,1;-0.7,7.2,1;-1.5,6.9,1;-2.2,7.0,1;-2.1,6.0,2;-2.8,6.2,1;-3.0,5.1,2Pathr31c5$5151;-2.1,6.2,2;-2.1,6.0,2;-1.7,5.3,2Pathr22c5$3591;-1.5,6.9,1;-0.7,7.2,1;-0.8,6.4,1;-1.0,5.6,2Pathr22c45$7361;-0.6,0.2,2;-0.3,-0.4,1;0.1,0.6,2;-0.6,0.2,2;-0.7,1.2,2Pathr10c26$3509;-0.3,-0.4,1;0.6,1.0,1;-0.2,-1.0,2"	0
1353	"Agent=5100,14149,25_Pathr24c30$6894;-5.2,1.2,3;-4.6,1.9,3;-5.3,2.4,4;-5.8,3.0,2;-3.0,5.1,2;-2.8,6.2,1;-2.1,6.0,2;-2.2,7.0,1;-1.5,6.9,1;-0.7,7.2,1;-0.8,6.4,1;-0.2,5.8,1;-1.0,5.6,2;-1.7,5.3,2"	0
1353	"Agent=6500,13522,21_Pathr32c18$6582;-6.5,0.4,1;-7.4,1.4,1;-5.8,3.0,2;-3.0,5.1,2;-2.8,6.2,1;-2.1,6.0,2;-2.2,7.0,1;-1.5,6.9,1;-0.7,7.2,1;-0.8,6.4,1;-0.2,5.8,1;-1.0,5.6,2;-1.7,5.3,2"	0
1353	"Agent=6300,13531,20_Pathr14c34$5034;-5.2,1.2,3;-6.0,2.0,3;-6.1,1.3,2;-6.5,0.4,1;-7.4,1.4,1;-6.6,2.4,4;-6.5,3.4,4;-5.8,3.0,2;-5.3,2.4,4;-4.6,1.9,3Pathr22c5$3591;-1.4,-1.2,3;-0.8,-1.6,2;-0.3,-0.4,1"	0
1353	"Agent=3200,13338,14_Pathr27c5$5140;-2.2,-3.8,-3.2,-3.8,"	0
1353	";-0.7,1.2,5;-0.6,0.2,2;-0.7,1.2,2"	0
1353	"Agent=4400,222486,21_Pathr18c80$5436;-0.8,-1.6,2;-1.4,-1.2,3;-1.7,-3.4,2;-1.0,-4.8,3;-1.0,-5.6,4;-2.0,-5.1,3;-1.7,-4.4,2;-2.4,-3.7,4"	0
1353	"Agent=4700,20327,21_Pathr18c60$7361;-1.4,-1.2,3;-0.8,-1.6,2;-0.3,-0.4,1;0.4,-0.8,3;1.0,-0.5,2;0.7,0.3,2;2.0,3.1,3;0.6,1.0,1;0.1,0.6,2;-0.6,0.2,2;-0.7,1.2,2"	0
1353	"Agent=3900,13838,16_Pathr12c34$4610;-5.2,1.2,3;-6.5,0.4,1;-6.1,1.3,2;-6.0,2.0,3;-5.2,1.2,3Pathr19c31$5243;-3.8,-3.8,1;-3.1,-4.4;-3.2,-3.6;-2.2,-3.0;-1.7,-3.4;-1.2,-4.0;-1.7,-3.4;"	0
1353	"Manual_r30c15$6870;-6.1,1.3;-5.2,1.2;-6.0,2.0;-7.4,1.4;-6.6,2.4;-6.5,3.4;-7.2,5.5;-5.8,3.0;r10c5$3470;-6.1,1.3;-5.2,1.2;"	0
1353	"Manual_r10c5$3470;-0.7,1.2;0.6,1.0;0.1,0.6;r10c5$3470;-0.6,0.2;0.7,0.3;-0.3,-0.4;r21c15$6662;-3.0,5.1;-2.8,6.2;-2.2,7.0;-1.5,6.9;-0.7,7.2;-0.8,6.4;-0.2,5.8;-1.0,5.6;-2.1,6.0;-1.7,5.3;r21c15$6662;-1.2,-4.0;-1.0,-4.8;-1.0,-5.6;-2.0,-5.1;-4.5,-6.0;-3.8,-3.8;r17c5$3786;2.2,-5.6;1.5,-5.9;"	0
1353	"Manual_r22c5$3591;-2.8,6.2;-2.1,6.0;-1.7,5.3;r10c5$3470;-3.1,-4.4;-3.8,-3.8;"	0
1353	"Manual_r10c26$3509;-5.2,1.2;-6.5,0.4;-6.1,1.3;-6.0,2.0;-6.6,2.4;-6.5,3.4;-5.8,3.0;-5.3,2.4;-4.6,1.9;-5.2,1.2;"	0
1353	"Manual_r10c5$3470;-0.7,1.2;0.6,1.0;0.1,0.6;"	0
1353	"Manual_r9c5$3470;-5.2,1.2;-6.1,1.3;r10c5$3470;-6.0,2.0;-5.8,3.0;r10c5$3470;0.4,-0.8;-0.8,-1.6;r44c5$7070;-2.6,2.4;-3.2,-3.6;-3.1,-4.4;-3.2,-3.6;"	0
1353	"Manual_r17c32$4738;-3.8,-3.8;-3.2,-3.6;-2.4,-3.7;-1.7,-3.4;-1.4,-1.2;"	0
1354	"Open=1200.0,9220.0,5.0"	0
1355	"Open=1500.0,6979.0,6.0"	0
1356	"Open=2900.0,13880.0,11.0"	0
1357	"Open=2700.0,13994.0,19.0"	0
1358	"Open=1500.0,10410.0,6.0"	0
1359	"Open=2000.0,15635.0,7.0"	0
1359	"Manual_r13c15$5423;-1.0,-5.6;1.1,-6.3;2.1,-6.4;1.5,-5.8;1.5,-5.9;-1.2,-4.0;-1.7,-3.4;-2.4,-3.7;-1.7,-3.4;r35c15$7470;-3.0,5.1;-2.8,6.2;-2.2,7.0;-2.1,6.0;-1.5,6.9;-0.8,6.4;-1.7,5.3;-1.0,5.6;r21c15$6662;6.0,5.1;r21c15$6662;-1.0,-5.6;-1.0,5.6;-0.8,6.4;-0.7,1.2;0.1,0.6;0.6,1.0;"	0
1359	Manual_r10c5$3470;r14c5$3790;r9c79$6547;r11c61$5948;	0
1359	"Manual_r10c5$3470;-0.7,1.2;0.6,1.0;0.1,0.6;r10c5$3470;-0.6,0.2;0.7,0.3;-0.3,-0.4;r21c15$6662;r21c15$6662;r17c5$3786;r17c5$3786;r4c27$3170;-6.1,1.3;-5.2,1.2;r17c5$5026;-3.0,5.1;-2.8,6.2;-2.1,6.0;"	0
1359	"Manual_r10c5$3470;-5.2,1.2;-6.1,1.3;r10c5$3470;-3.2,-3.6;-1.7,-3.4;"	0
1359	"Agent=0,129020,1Pathr10c26$3509;-5.2,1.2,3;-4.6,1.9,3;-0.7,1.2,2;-0.6,0.2,2Pathr17c5$5040;-3.0,5.1,2;-2.8,6.2,1;-2.1,6.0,2;-1.7,5.3,2"	0
1359	"Manual_r19c29$5102;-0.7,1.2;0.6,1.0;0.1,0.6;"	0
1359	"Manual_r19c29$5102;-4.6,1.9;-5.3,2.4;-5.8,3.0;-6.5,3.4;-6.6,2.4;-6.0,2.0;-5.2,1.2;r10c15$3470;-6.0,2.0;-6.1,1.3;r17c5$3786;r17c5$3786;r4c20$3935;r4c20$3935;"	0
1359	"Manual_r10c5$3470;-0.7,1.2;0.6,1.0;0.1,0.6;r10c5$3470;-0.8,-1.6;-1.4,-1.2;r27c5$34723;2.0,3.1;r27c45$6470;-3.2,-3.6;-3.1,-4.6;"	0
1359	"Manual_r14c34$5034;r12c34$4610;r10c26$3509;-6.5,3.4;-6.6,2.4;-7.4,1.4;-7.2,5.5;-6.6,2.4;-6.0,2.0;-5.2,1.2;-6.1,1.3;-6.5,0.4;-7.4,1.4;-6.6,2.4;-6.5,3.4;-5.8,3.0;-5.3,2.4;-4.6,1.9;-5.2,1.2;"	0
1359	"Agent=3600,14334,13_Pathr27c50$8973;-6.5,0.4,1;-7.4,1.4,1;-6.6,2.4,4;-6.5,3.4,4;-7.2,5.5,2;-5.8,3.0,2;-5.3,2.4,4;-6.0,2.0,3;-6.1,1.3,2;-5.2,1.2,3;-4.6,1.9,3"	0
1360	"Open=2500.0,13531.0,12.0"	0
1360	"Manual_r16c30$4859;-4.6,1.9;-5.3,2.4;-5.8,3.0;-6.5,3.4;-6.6,2.4;-6.0,2.0;-5.2,1.2;-6.1,1.3;-6.5,0.4;r19c29$5102;-3.0,5.1;-2.8,6.2;-2.2,7.0;-1.5,6.9;-0.7,7.2;-0.8,6.4;-1.0,5.6;-2.1,6.0;-1.7,5.3;r19c60$7830;-6.5,0.4;-6.1,1.3;-6.0,2.0;-5.2,1.2;"	0
1361	"Open=2500.0,13994.0,18.0"	0
1362	"Open=3400.0,14804.0,12.0"	0
1363	Start	1
1363	"Manual_r23c5$5182;-3.0,5.1;-2.1,6.0;-2.8,6.2;"	0
1364	"Open=500.0,3470.0,2.0"	0
1364	Submit	0
1365	"Open=500.0,3470.0,2.0"	0
1365	"Agent=500,3470,2_Pathr10c5$3470;-5.2,1.2,3;-6.1,1.3,2"	0
1365	"Agent=500,3470,2_Pathr10c5$3470;-5.2,1.2,3;-6.1,1.3,2"	0
1365	Submit	0
1366	"Open=500.0,3470.0,2.0"	0
1367	"Open=500.0,3470.0,2.0"	0
1368	"Open=500.0,3470.0,2.0"	0
1369	"Open=500.0,3470.0,2.0"	0
1370	"Open=400.0,3470.0,3.0"	0
1371	"Open=1000.0,6940.0,4.0"	0
1372	"Open=1000.0,6940.0,5.0"	0
1373	"Open=1000.0,6940.0,5.0"	0
1374	"Open=2000.0,10337.0,8.0"	0
1375	"Open=500.0,3470.0,2.0"	0
1376	"Open=500.0,3470.0,2.0"	0
1376	"Agent=500,3470,2_Pathr10c5$3470;-5.2,1.2,3;-6.1,1.3,2"	0
1376	"Agent=500,3470,2_Pathr10c5$3470;-5.2,1.2,3;-6.1,1.3,2"	0
1376	"Agent=500,3470,2_Pathr10c5$3470;-5.2,1.2,3;-6.1,1.3,2"	0
1376	"Agent=1000,6940,4_Pathr10c5$3470;-5.2,1.2,3;-6.1,1.3,2Pathr10c5$3470;-4.6,1.9,3;-5.8,3.0,2"	0
1376	"Agent=1000,6430,3_Pathr5c29$3445;-7.2,5.1,2;-5.8,3.0,2;-6.6,2.4,4;-7.4,1.4,1;-6.5,0.4,1;-6.1,1.3,2;-6.0,2.0,3;-5.2,1.2,3Pathr18c60$7361;-3.2,-3.6,1;-3.8,-3.8,1;-3.1,-4.4,3;-2.0,-5.1,3;-1.0,-5.6,4;-1.0,-4.8,3;-1.7,-4.4,2;-1.2,-4.0,1;-1.7,-3.4,2;-2.4,-3.7,4"	0
1376	"Agent=5300,13441,22_Pathr19c50$6918;-5.2,1.2,3;-6.0,2.0,3;-6.1,1.3,2;-6.5,0.4,1;-7.4,1.4,1;-6.6,2.4,4;-6.5,3.4,4;-5.8,3.0,2;-3.0,5.1,2;-5.3,2.4,4;-4.6,1.9,3Pathr18c60$7361;-1.4,-1.2,3;-0.8,-1.6,2;-0.3,-0.4,1;0.4,-0.8,3;1.0,-0.5,2;0.7,0.3,2;2.0,3.1,3;0.6,1.0,1;0.1,0.6,2;-0.6,0.2,2;-0.7,1.2,2Pathr19c50$6918;-0.7,1.2;-1.4,-1.2;-0.8,-1.6;1.1,-6.3;-1.5,-6.4;r25c20$6298;6.0,5.1;6.8,5.3;7.4,5.7;7.4,4.8;6.5,4.7;r25c20$6298;r25c20$6298;"	0
1376	"Manual_r22c5$3591;-5.2,1.2;-6.1,1.3;r23c5$5182;-4.6,1.9;-5.3,2.4;-5.8,3.0;-6.5,3.4;-6.6,2.4;-6.0,2.0;-5.2,1.2;r25c20$6298;6.0,5.1;6.8,5.3;7.4,5.7;7.4,4.8;6.5,4.7;r11c51$5619;-4.6,1.9;-5.3,2.4;-5.8,3.0;-6.5,3.4;"	0
1376	Submit	0
1377	"Open=4500.0,13890.0,16.0"	0
1378	"Open=3600.0,12852.0,12.0"	0
1379	"Open=3200.0,14518.0,13.0"	0
1380	"Open=3600.0,12596.0,12.0"	0
1381	"Open=4000.0,11661.0"	0
1382	"Open=5000.0,11966.0,13.0"	0
1383	"Open=4700.0,14036.0,20.0"	0
1384	"Open=4700.0,14647.0,17.0"	0
1385	"Open=6100.0,13522.0,24.0"	0
1386	"Open=6700.0,13522.0,26.0"	0
1387	"Open=6300.0,13531.0,25.0"	0
1388	Start	1
1389	"Open=440.0,3470.0,13.0"	0
1389	Submit	0
1390	"Open=6500.0,13531.0,25.0"	0
1391	"Open=6300.0,13531.0,25.0"	0
1391	"Manual_r14c30$5437;-5.2,1.2;-6.0,2.0;-6.1,1.3;-6.5,0.4;-7.4,1.4;-6.6,2.4;-6.1,1.3;-6.0,2.0;-5.2,1.2;r16c30$4859;-3.8,-3.8;-3.1,-4.4;-2.0,-5.1;-1.0,-5.6;-1.0,-4.8;-1.7,-4.4;-1.7,-3.4;-0.8,-1.6;-1.4,-1.2;"	0
1392	"Open=6800.0,13136.0,20.0"	0
1393	Start	1
1393	"Agent=2300,12966,11_Pathr10c5$3470;-0.6,0.2;0.7,0.3;-0.3,-0.4;r11c51$5619;-6.6,2.4,4;-7.4,1.4,1;-6.5,0.4,1Pathr10c5$3470;-4.6,1.9,3;-5.8,3.0,2Pathr19c5$4284;-2.8,6.2,1;-2.1,6.0,2;-1.7,5.3,2Pathr19c5$4284;-1.5,6.9,1;-0.7,7.2,1;-0.8,6.4,1;-1.0,5.6,2"	0
1393	"Agent=3900,18498,17_Pathr10c5$3470;-4.6,1.9,3;-6.1,1.3,2Pathr10c5$3470;-1.4,-1.2,3;-0.8,-1.6,2Pathr18c60$7361;-0.6,0.2,2;-0.3,-0.4,1;0.4,-0.8,3;1.0,-0.5,2;0.7,0.3,2;0.1,0.6,2;0.6,1.0,1;2.0,3.1,3;-0.7,1.2,2"	0
1393	"Agent=2300,10831,15_Pathr19c50$6918;-5.2,1.2,3;-6.0,2.0,3;-6.1,1.3,2;-6.5,0.4,1;-7.4,1.4,1;-6.6,2.4,4;-6.5,3.4,4;-5.8,3.0,2;-3.0,5.1,2;-5.3,2.4,4;-4.6,1.9,3"	0
1394	"Open=4500.0,10874.0,17.0"	0
1395	"Open=4600.0,14833.0,16.0"	0
1396	"Open=4000.0,12663.0,12.0"	0
1397	"Open=4300.0,13472.0,17.0"	0
1398	Start	1
1399	"Open=4200.0,14422.0,15.0"	0
1400	"Open=3200.0,13470.0,15.0"	0
1400	"Manual_r14c34$5034;-3.0,5.1;-2.8,6.2;-2.1,6.0;-1.0,5.6;-1.7,5.3;"	0
1400	"Manual_r10c26$3509;-4.6,1.9;-5.3,2.4;-5.8,3.0;-6.5,3.4;-6.6,2.4;-6.0,2.0;-6.1,1.3;-6.5,0.4;"	0
1400	Submit	0
1400	"Manual_r10c26$3509;-4.6,1.9;-5.3,2.4;-5.8,3.0;-6.5,3.4;-6.6,2.4;-6.0,2.0;-5.2,1.2;"	0
1401	"Open=2400.0,15961.0,13.0"	0
1402	Start	1
1402	"Manual_r22c5$3591;-2.1,6.0;-2.0,-4.1;"	0
1402	"Manual_r23c45$7363;-0.8,-1.6;-1.4,-1.2;-0.8,-1.6;0.4,-0.8;1.0,-0.5;-0.3,-0.4;0.7,0.3;1.0,-0.5;0.7,0.3;0.1,0.6;0.6,1.0;2.0,3.1;-0.2,5.8;-1.0,5.6;-2.1,6.0;-1.7,5.3;-1.0,5.6;"	0
1402	"Manual_r22c5$3591;-5.2,1.2;-6.1,1.3;-6.5,0.4;"	0
1402	"Manual_r9c7$2170;-2.4,-3.7;-1.7,-3.4;-1.2,-4.0;-1.7,-4.4;-2.4,-3.7;-1.2,-4.0;-1.7,-3.4;-1.4,-1.2;-0.8,-1.6;"	0
1402	Submit	0
1403	"Open=1500.0,16399.0,5.0"	0
1404	Start	1
1405	"Open=500.0,3470.0,2.0"	0
1406	"Open=2000.0,13880.0,11.0"	0
1407	"Open=500.0,3470.0,2.0"	0
1408	"Open=500.0,3470.0,2.0"	0
1408	"Manual_r10c5$3470;-5.2,1.2;-6.1,1.3;r10c5$3470;-4.6,1.9;-5.8,3.0;r10c5$3470;-6.1,1.3;-5.2,1.2;r10c5$3470;-5.8,3.0;-6.0,2.0;"	0
1408	"Manual_r10c5$3470;-5.2,1.2;"	0
1408	"Manual_r10c5$3470;-6.5,0.4;"	0
1409	"Open=2000.0,13880.0,9.0"	0
1409	"Agent=2000,13880,9_Pathr10c5$3470;-5.2,1.2,3;-6.1,1.3,2Pathr10c5$3470;-4.6,1.9,3;-5.8,3.0,2Pathr10c5$3470;-6.5,0.4,1;-7.4,1.4,1;-6.0,2.0,3Pathr10c5$3470;-5.3,2.4,4"	0
1409	"Agent=1200,3537,4_Pathr10c26$3509;-5.2,1.2,3;-6.5,0.4,1;-5.3,2.4,4;-4.6,1.9,3;-0.7,1.2,1;0.1,0.6,2.0"	0
1409	"Manual_r10c5$3470;-5.2,1.2;-6.1,1.3;r10c5$3470;-4.6,1.9;-5.8,3.0;r10c80$6760;"	0
1409	"Manual_r10c5$3470;-5.2,1.2;-6.1,1.3;r10c5$3470;-3.2,-3.6;-3.1,-4.4;-3.8,-3.8;r17c5$3630;-1.7,-3.4;-1.2,-4.0;-1.7,-4.4;r10c5$3470;-0.3,-0.4;-0.6,0.2;-0.7,1.2;r10c5$3470;-3.8,-3.8;-3.1,-4.4;-3.2,-3.6;"	0
1409	"Manual_r10c5$3470;-5.2,1.2;-6.1,1.3;"	0
1409	Submit	0
1409	"Manual_r10c5$3470;-5.2,1.2;-5.8,3.0;r10c5$3470;-1.7,-3.4;-1.2,-4.0;r10c5$3470;-2.4,-3.7;-3.2,-3.6;r10c5$3470;-6.5,0.4;-7.4,1.4;-5.2,1.2;r17c5$5026;-3.0,5.1;-2.8,6.2;-2.1,6.0;"	0
1409	Submit	0
1410	Start	1
1410	"Manual_r45c5$6426;-3.0,5.1;-2.8,6.2;-2.1,6.0;r14c30$5437;"	0
1410	"Manual_r14c30$5437;-6.1,1.3;-6.5,0.4,1;-7.4,1.4,1;-6.6,2.4,4;-6.5,3.4,4;-7.2,5.5,2;-5.8,3.0,2;-5.3,2.4,4;-4.6,1.9,3"	0
1411	"Open=4800.0,14487.0,17.0"	0
1412	"Open=4800.0,14487.0,17.0"	0
1413	"Open=4800.0,14487.0,17.0"	0
1414	"Open=4700.0,14036.0,20.0"	0
1415	"Open=3400.0,14364.0,13.0"	0
1416	"Open=4200.0,14416.0,16.0"	0
1416	"Manual_r23c6$5516;-3.2,-3.6;-2.4,-3.7;-3.1,-4.4;-3.2,-3.6;-3.8,-3.8;-3.1,-4.4;-2.0,-5.1;-1.0,-5.6;-1.0,-4.8;-1.7,-4.4;-1.7,-3.4;-1.4,-1.2;-0.8,-1.6;r14c30$5437;"	0
1417	"Open=3200.0,13577.0,11.0"	0
1418	"Open=3900.0,14553.0,16.0"	0
1419	"Open=4000.0,11966.0,13.0"	0
1420	Start	1
1421	"Open=1200.0,10230.0,7.0"	0
1421	"Agent=3900,14704,14_Pathr19c65$7763;-5.2,1.2,3;-6.1,1.3,2;-6.0,2.0,3;-7.4,1.4,1;-6.5,0.4,1;-3.8,-3.8,1;-3.2,-3.6,1Pathr16c65$6598;-2.4,-3.7,4;-1.7,-3.4,2;-1.2,-4.0,1;-1.0,-4.8,3;-1.0,-5.6,4;-2.0,-5.1,3;-1.7,-4.4,2;-2.4,-3.7,4"	0
1421	"Agent=5100,13315,19_Pathr29c35$7713;-5.2,1.2,3;-6.0,2.0,3;-6.6,2.4,4;-6.5,3.4,4;-5.3,2.4,4;-4.6,1.9,3;-0.7,1.2,2;0.1,0.6,2;0.7,0.3,2;1.0,-0.5,2;0.4,-0.8,3;-0.8,-1.6,2;-1.4,-1.2,3Pathr16c65$6598;-0.6,0.2,2;-1.7,-3.4,2;-1.7,-4.4,2;-1.0,-4.8,3;-1.0,-5.6,4;-2.0,-5.1,3;-3.1,-4.4,3;-2.4,-3.7,4"	0
1422	"Open=6400.0,13906.0,21.0"	0
1423	"Open=6400.0,13906.0,21.0"	0
1423	"Agent=6400,14472,21_Pathr25c32$7236;-5.2,1.2,3;-6.0,2.0,3;-6.6,2.4,4;-6.5,3.4,4;-5.3,2.4,4;-4.6,1.9,3;-0.7,1.2,2;0.1,0.6,2;0.7,0.3,2;1.0,-0.5,2;0.4,-0.8,3;-0.8,-1.6,2;-1.4,-1.2,3Pathr32c40$8035;-1.7,5.3,2;-1.0,5.6,2;-0.8,6.4,1;-0.2,5.8,1;-1.0,5.6,2;-0.8,6.4,1;-1.5,6.9,1;-2.1,6.0,2;-1.5,6.9,1;-0.7,7.2,1;-0.8,6.4,1;-1.0,5.6,2Pathr9c31$2150;-4.6,1.9,3;-5.8,3.0,2"	0
1423	Submit	0
1423	"Agent=4100,14804,19_Pathr7c20$3515;-5.2,2.1,3;-4.5,-6.0,3;-1.7,-4.4,2;-1.2,-4.0,1;-1.7,-3.4,2Pathr25c51$8521;-1.4,-1.2,3;-0.8,-1.6,2;-0.3,-0.4,1;0.6,1.0,1;-0.6,0.2,2"	0
1423	"Agent=4900,13522,21_Pathr16c50$6582;-0.3,-0.4,1;-3.1,-6.3,2;-6.1,-3.4,4;-6.5,3.4,4"	0
1423	"Manual_r21c18$5294;-5.8,3.0;-7.2,5.5;-6.5,3.4;-6.6,2.4;-7.4,1.4;-6.5,0.4;-6.1,1.3;"	0
1423	Submit	0
1423	"Manual_r31c25$6340;-4.6,1.9;-5.3,2.4;-5.8,3.0;-6.5,3.4;-7.2,5.5;-6.6,2.4;-6.0,2.0;-6.1,1.3;-5.2,1.2;r17c14$10749;"	0
1423	"Manual_r10c80$6760;-4.6,1.9;-5.3,2.4;-5.8,3.0;-6.5,3.4;-6.6,2.4;-6.0,2.0;-6.1,1.3;-5.2,1.2;"	0
1423	"Agent=900,3995,0_Pathr10c5$3470;-5.2,1.2,3;-6.1,1.3,2Pathr10c26$3509;-4.6,1.9,3;-5.3,2.4,4;-5.8,3.0,2;-6.5,3.4,4;-6.6,2.4,4;-6.0,2.0,3Pathr10c26$3509;-1.4,-1.2,3;-0.8,-1.6,2;-0.3,-0.4,1;-0.6,0.2,2;0.1,0.6,2;0.6,1.0,1;-0.7,1.2,2Pathr10c26$3509;-6.5,0.4,1;-7.4,1.4,1"	0
