session305
Time,User,Action,Type
2020-04-08 20:33:57.267681+00:00,cmu_06,"planner;PathMetrics;Profit,0,OperatingCost,0,StartUpCost,10411,Number of Deliveries,0,MassDelivered,0,Parcel,0,Food,0",client
2020-04-08 20:34:01.327383+00:00,cmu_01,business;LoadDatabase,client
2020-04-08 20:34:01.614905+00:00,cmu_01,business;ScenarioLoaded:Scenario:251,client
2020-04-08 20:34:05.572195+00:00,cmu_06,planner;LoadDatabase,client
2020-04-08 20:34:05.878530+00:00,cmu_04,"i hit refresh, still don't see it",chat: All @32___305
2020-04-08 20:34:05.881243+00:00,cmu_06,planner;LoadDatabase,client
2020-04-08 20:34:05.964477+00:00,cmu_06,planner;ScenarioLoaded:Scenario:251,client
2020-04-08 20:34:06.049229+00:00,cmu_06,planner;LoadDatabase,client
2020-04-08 20:34:06.521563+00:00,cmu_06,planner;ScenarioLoaded:Scenario:251,client
2020-04-08 20:34:06.562789+00:00,cmu_06,planner;ScenarioLoaded:Scenario:251,client
2020-04-08 20:34:12.647444+00:00,cmu_06,planner;ManualPathAdded;RangeTooLong,client
2020-04-08 20:34:13.961794+00:00,cmu_06,planner;ManualPathAdded;RangeTooLong,client
2020-04-08 20:34:14.467535+00:00,cmu_06,planner;ManualPathAdded;RangeTooLong,client
2020-04-08 20:34:14.632042+00:00,cmu_06,planner;ManualPathAdded;RangeTooLong,client
2020-04-08 20:34:15.135319+00:00,cmu_06,planner;ManualPathAdded;RangeTooLong,client
2020-04-08 20:34:16.302778+00:00,cmu_02,designer;LoadVehicles,client
2020-04-08 20:34:17.342075+00:00,cmu_02,designer;LoadVehicles,client
2020-04-08 20:34:19.040620+00:00,cmu_06,planner;ManualPathAdded;RangeTooLong,client
2020-04-08 20:34:27.280827+00:00,cmu_02,designer;LoadVehicles,client
2020-04-08 20:34:32.480890+00:00,cmu_02,"designer;Opened;base;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",client
2020-04-08 20:34:56.527427+00:00,cmu_02,"i see something called ""base"" - is that it? ",chat: All @32___305
2020-04-08 20:35:09.730886+00:00,cmu_02,with range 10.67 mi and capacity 5 lb,chat: All @32___305
2020-04-08 20:35:24.409748+00:00,cmu_06,I accidently duplicates base twice.. no idea how to remove it,chat: All @32___305
2020-04-08 20:35:27.486340+00:00,cmu_04,planner;SelectPath;0;base,client
2020-04-08 20:35:27.502878+00:00,cmu_04,"planner;PathMetrics;Profit,0,OperatingCost,0,StartUpCost,3470,Number of Deliveries,0,MassDelivered,0,Parcel,0,Food,0",client
2020-04-08 20:35:27.965758+00:00,cmu_02,"designer;Opened;base;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",client
2020-04-08 20:35:30.475996+00:00,cmu_06,planner;SelectPath;1;base,client
2020-04-08 20:35:30.477007+00:00,cmu_06,"planner;PathMetrics;Profit,0,OperatingCost,0,StartUpCost,10411,Number of Deliveries,0,MassDelivered,0,Parcel,0,Food,0",client
2020-04-08 20:35:31.483799+00:00,cmu_06,planner;SelectPath;2;base,client
2020-04-08 20:35:31.499323+00:00,cmu_06,"planner;PathMetrics;Profit,0,OperatingCost,0,StartUpCost,10411,Number of Deliveries,0,MassDelivered,0,Parcel,0,Food,0",client
2020-04-08 20:35:32.423410+00:00,cmu_06,planner;SelectPath;0;base,client
2020-04-08 20:35:32.439240+00:00,cmu_06,"planner;PathMetrics;Profit,0,OperatingCost,0,StartUpCost,10411,Number of Deliveries,0,MassDelivered,0,Parcel,0,Food,0",client
2020-04-08 20:35:36.668973+00:00,cmu_02,"designer;RunDesignAgent;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",client
2020-04-08 20:35:37.722939+00:00,cmu_02,"designer;Evaluated;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3;range=10.67638;velocity=8.85766;cost=3470.2",client
2020-04-08 20:35:42.105727+00:00,cmu_06,planner;VehicleToggle;0;False;base,client
2020-04-08 20:35:42.122308+00:00,cmu_06,"planner;PathMetrics;Profit,0,OperatingCost,0,StartUpCost,6940,Number of Deliveries,0,MassDelivered,0,Parcel,0,Food,0",client
2020-04-08 20:35:43.872750+00:00,cmu_06,planner;VehicleToggle;0;True;base,client
2020-04-08 20:35:43.889623+00:00,cmu_06,"planner;PathMetrics;Profit,0,OperatingCost,0,StartUpCost,10411,Number of Deliveries,0,MassDelivered,0,Parcel,0,Food,0",client
2020-04-08 20:35:44.959042+00:00,cmu_06,planner;VehicleToggle;1;False;base,client
2020-04-08 20:35:44.975611+00:00,cmu_06,"planner;PathMetrics;Profit,0,OperatingCost,0,StartUpCost,6940,Number of Deliveries,0,MassDelivered,0,Parcel,0,Food,0",client
2020-04-08 20:35:45.660954+00:00,cmu_06,planner;VehicleToggle;2;False;base,client
2020-04-08 20:35:45.677990+00:00,cmu_06,"planner;PathMetrics;Profit,0,OperatingCost,0,StartUpCost,3470,Number of Deliveries,0,MassDelivered,0,Parcel,0,Food,0",client
2020-04-08 20:35:49.426021+00:00,cmu_03,"designer;MouseClick;NoEvent;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN2*gON0*hOM4*iOO4^ab^ac^ad^ae^cf^fg^gh^gi,5,3",client
2020-04-08 20:35:50.483667+00:00,cmu_03,"designer;MouseClick;AssemblyChange;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN2*gON0*hOM4*iOO4*jNO4^ab^ac^ad^ae^cf^fg^gh^gi^fj,5,3",client
2020-04-08 20:35:54.896877+00:00,cmu_02,designer;DesignMode,client
2020-04-08 20:35:55.271111+00:00,cmu_03,"designer;HotKeyComponentToStructure;Structure;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN2*gON0*hOM4*iOO4*jNO4^ab^ac^ad^ae^cf^fg^gh^gi^fj,5,3",client
2020-04-08 20:35:55.437865+00:00,cmu_03,"designer;HotKeyComponentToMotorCW;MotorCW;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN2*gON1*hOM4*iOO4*jNO4^ab^ac^ad^ae^cf^fg^gh^gi^fj,5,3",client
2020-04-08 20:35:56.337678+00:00,cmu_03,"designer;HotKeyComponentToMotorCW;MotorCW;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN2*gON1*hOM4*iOO4*jNO4^ab^ac^ad^ae^cf^fg^gh^gi^fj,5,3",client
2020-04-08 20:35:56.522522+00:00,cmu_03,"designer;HotKeyComponentToFoil;Foil;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN2*gON3*hOM4*iOO4*jNO4^ab^ac^ad^ae^cf^fg^gh^gi^fj,5,3",client
2020-04-08 20:35:56.923198+00:00,cmu_03,"designer;HotKeyComponentToMotorCCW;MotorCCW;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN2*gON2*hOM4*iOO4*jNO4^ab^ac^ad^ae^cf^fg^gh^gi^fj,5,3",client
2020-04-08 20:35:57.227777+00:00,cmu_03,"designer;HotKeyComponentToFoil;Foil;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN2*gON3*hOM4*iOO4*jNO4^ab^ac^ad^ae^cf^fg^gh^gi^fj,5,3",client
2020-04-08 20:35:58.173345+00:00,cmu_03,"designer;MouseClick;ToggleStructure;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN2*gON3*hOM4*iOO0*jNO4^ab^ac^ad^ae^cf^fg^gh^gi^fj,5,3",client
2020-04-08 20:35:59.575510+00:00,cmu_03,"designer;HotKeyComponentToEmpty;None;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN2*gON3*hOM4*iOO4*jNO4^ab^ac^ad^ae^cf^fg^gh^gi^fj,5,3",client
2020-04-08 20:35:59.892768+00:00,cmu_03,"designer;HotKeyComponentToFoil;Foil;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN2*gON3*hOM4*iOO3*jNO4^ab^ac^ad^ae^cf^fg^gh^gi^fj,5,3",client
2020-04-08 20:36:01.210324+00:00,cmu_03,"designer;MouseClick;ToggleEmpty;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN2*gON3*hOM4*iOO4*jNO4^ab^ac^ad^ae^cf^fg^gh^gi^fj,5,3",client
2020-04-08 20:36:03.361732+00:00,cmu_03,"designer;MouseClick;ToggleStructure;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN2*gON3*hOM4*iOO0*jNO4^ab^ac^ad^ae^cf^fg^gh^gi^fj,5,3",client
2020-04-08 20:36:03.945868+00:00,cmu_03,"designer;HotKeyComponentToEmpty;None;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN2*gON3*hOM4*iOO4*jNO4^ab^ac^ad^ae^cf^fg^gh^gi^fj,5,3",client
2020-04-08 20:36:05.213352+00:00,cmu_03,"designer;MouseClick;NoEvent;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN2*gON3*hOM4*iOO4*jNO4^ab^ac^ad^ae^cf^fg^gh^gi^fj,5,3",client
2020-04-08 20:36:05.513947+00:00,cmu_03,"designer;MouseClick;NoEvent;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN2*gON3*hOM4*iOO4*jNO4^ab^ac^ad^ae^cf^fg^gh^gi^fj,5,3",client
2020-04-08 20:36:05.895167+00:00,cmu_03,"designer;MouseClick;NoEvent;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN2*gON3*hOM4*iOO4*jNO4^ab^ac^ad^ae^cf^fg^gh^gi^fj,5,3",client
2020-04-08 20:36:06.214324+00:00,cmu_03,"designer;MouseClick;ToggleEmpty;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN2*gON4*hOM4*iOO4*jNO4^ab^ac^ad^ae^cf^fg^gh^gi^fj,5,3",client
2020-04-08 20:36:07.415495+00:00,cmu_03,"designer;MouseClick;NoEvent;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN2*gON4*hOM4*iOO4*jNO4^ab^ac^ad^ae^cf^fg^gh^gi^fj,5,3",client
2020-04-08 20:36:07.732862+00:00,cmu_03,"designer;MouseClick;ToggleStructure;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN2*gON4*hOM0*iOO4*jNO4^ab^ac^ad^ae^cf^fg^gh^gi^fj,5,3",client
2020-04-08 20:36:09.118014+00:00,cmu_03,"designer;MouseClick;ToggleCCWMotor;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN2*gON4*hOM2*iOO4*jNO4^ab^ac^ad^ae^cf^fg^gh^gi^fj,5,3",client
2020-04-08 20:36:10.436138+00:00,cmu_03,"designer;MouseClick;ToggleCWMotor;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN2*gON4*hOM1*iOO4*jNO4^ab^ac^ad^ae^cf^fg^gh^gi^fj,5,3",client
2020-04-08 20:36:10.889086+00:00,cmu_03,"designer;MouseClick;ToggleFoil;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN2*gON4*hOM3*iOO4*jNO4^ab^ac^ad^ae^cf^fg^gh^gi^fj,5,3",client
2020-04-08 20:36:12.871279+00:00,cmu_03,"designer;HotKeyComponentToEmpty;None;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN2*gON4*hOM4*iOO4*jNO4^ab^ac^ad^ae^cf^fg^gh^gi^fj,5,3",client
2020-04-08 20:36:14.472358+00:00,cmu_03,"designer;MouseClick;ToggleStructure;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN2*gON0*hOM4*iOO4*jNO4^ab^ac^ad^ae^cf^fg^gh^gi^fj,5,3",client
2020-04-08 20:36:15.490677+00:00,cmu_03,"designer;HotKeyComponentToEmpty;None;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN2*gON4*hOM4*iOO4*jNO4^ab^ac^ad^ae^cf^fg^gh^gi^fj,5,3",client
2020-04-08 20:36:15.790653+00:00,cmu_03,"designer;HotKeyComponentToEmpty;None;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN2*gON4*hOM4*iOO4*jNO4^ab^ac^ad^ae^cf^fg^gh^gi^fj,5,3",client
2020-04-08 20:36:16.091156+00:00,cmu_03,"designer;HotKeyComponentToEmpty;None;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN2*gON4*hOM4*iOO4*jNO4^ab^ac^ad^ae^cf^fg^gh^gi^fj,5,3",client
2020-04-08 20:36:16.608514+00:00,cmu_03,"designer;MouseClick;ToggleStructure;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN2*gON0*hOM4*iOO4*jNO4^ab^ac^ad^ae^cf^fg^gh^gi^fj,5,3",client
2020-04-08 20:36:16.836827+00:00,cmu_04,planner;LoadDatabase,client
2020-04-08 20:36:17.153435+00:00,cmu_04,planner;ScenarioLoaded:Scenario:251,client
2020-04-08 20:36:18.037287+00:00,cmu_04,planner;LoadDatabase,client
2020-04-08 20:36:18.292765+00:00,cmu_04,planner;ScenarioLoaded:Scenario:251,client
2020-04-08 20:36:18.326024+00:00,cmu_03,"designer;MouseClick;ToggleCCWMotor;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN2*gON2*hOM4*iOO4*jNO4^ab^ac^ad^ae^cf^fg^gh^gi^fj,5,3",client
2020-04-08 20:36:18.710251+00:00,cmu_03,"designer;HotKeyComponentToEmpty;None;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN2*gON4*hOM4*iOO4*jNO4^ab^ac^ad^ae^cf^fg^gh^gi^fj,5,3",client
2020-04-08 20:36:21.820028+00:00,cmu_04,planner;LoadDatabase,client
2020-04-08 20:36:22.043349+00:00,cmu_04,planner;ScenarioLoaded:Scenario:251,client
2020-04-08 20:36:23.291518+00:00,cmu_04,planner;LoadDatabase,client
2020-04-08 20:36:23.585383+00:00,cmu_04,planner;ScenarioLoaded:Scenario:251,client
2020-04-08 20:36:24.836095+00:00,cmu_01,business;OrthogonalCamera,client
2020-04-08 20:36:30.734160+00:00,cmu_04,i only see the vehicle design and no business plan,chat: All @32___305
2020-04-08 20:36:41.900325+00:00,cmu_06,planner;SelectPath;0;base,client
2020-04-08 20:36:41.901992+00:00,cmu_06,"planner;PathMetrics;Profit,0,OperatingCost,0,StartUpCost,3470,Number of Deliveries,0,MassDelivered,0,Parcel,0,Food,0",client
2020-04-08 20:36:50.407969+00:00,cmu_05,planner;StartSession,client
2020-04-08 20:36:50.884168+00:00,cmu_05,planner;ScenarioLoaded:Scenario:251,client
2020-04-08 20:36:51.186967+00:00,cmu_05,planner;ScenarioLoaded:Scenario:251,client
2020-04-08 20:37:01.990090+00:00,cmu_05,I am.  ,chat: Help @38_37___305
2020-04-08 20:37:06.160291+00:00,cmu_02,"designer;RunDesignAgent;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",client
2020-04-08 20:37:07.138047+00:00,cmu_02,"designer;Evaluated;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3;range=10.67645;velocity=8.857725;cost=3470.2",client
2020-04-08 20:37:08.847709+00:00,cmu_05,planner;SelectPath;0;base,client
2020-04-08 20:37:08.864601+00:00,cmu_05,"planner;PathMetrics;Profit,0,OperatingCost,0,StartUpCost,3470,Number of Deliveries,0,MassDelivered,0,Parcel,0,Food,0",client
2020-04-08 20:37:10.572140+00:00,cmu_exp,Great!,chat: Operations Specialist 1 @38_37___305
2020-04-08 20:37:11.611242+00:00,cmu_02,designer;DesignMode,client
2020-04-08 20:37:11.613153+00:00,cmu_01,business;LoadDatabase,client
2020-04-08 20:37:11.895243+00:00,cmu_01,business;ScenarioLoaded:Scenario:251,client
2020-04-08 20:37:12.539903+00:00,cmu_06,planner;LoadDatabase,client
2020-04-08 20:37:12.876340+00:00,cmu_06,planner;ScenarioLoaded:Scenario:251,client
2020-04-08 20:37:13.473260+00:00,cmu_06,planner;SelectPath;0;base,client
2020-04-08 20:37:13.476054+00:00,cmu_06,"planner;PathMetrics;Profit,0,OperatingCost,0,StartUpCost,3470,Number of Deliveries,0,MassDelivered,0,Parcel,0,Food,0",client
2020-04-08 20:37:14.437057+00:00,cmu_06,planner;SelectPath;1;base,client
2020-04-08 20:37:14.453368+00:00,cmu_06,"planner;PathMetrics;Profit,0,OperatingCost,0,StartUpCost,6940,Number of Deliveries,0,MassDelivered,0,Parcel,0,Food,0",client
2020-04-08 20:37:15.455972+00:00,cmu_06,planner;SelectPath;2;base,client
2020-04-08 20:37:15.472481+00:00,cmu_06,"planner;PathMetrics;Profit,0,OperatingCost,0,StartUpCost,10411,Number of Deliveries,0,MassDelivered,0,Parcel,0,Food,0",client
2020-04-08 20:37:18.407748+00:00,cmu_06,planner;SelectPath;0;base,client
2020-04-08 20:37:18.450602+00:00,cmu_06,"planner;PathMetrics;Profit,0,OperatingCost,0,StartUpCost,10411,Number of Deliveries,0,MassDelivered,0,Parcel,0,Food,0",client
2020-04-08 20:37:20.655360+00:00,cmu_02,designer;ToggleInfoPanel:True,client
2020-04-08 20:37:23.011477+00:00,cmu_06,planner;ManualPathAdded;RangeTooLong,client
2020-04-08 20:37:23.628189+00:00,cmu_06,planner;ManualPathAdded;RangeTooLong,client
2020-04-08 20:37:23.924218+00:00,cmu_06,planner;ManualPathAdded;RangeTooLong,client
2020-04-08 20:37:25.033734+00:00,cmu_06,planner;RunPathAgent,client
2020-04-08 20:37:25.164585+00:00,cmu_06,"planner;PathMetrics;Profit,0,OperatingCost,0,StartUpCost,10411,Number of Deliveries,0,MassDelivered,0,Parcel,0,Food,0",client
2020-04-08 20:37:25.180194+00:00,cmu_06,planner;ServerMessage; Return AI Plan : Success,client
2020-04-08 20:37:25.337771+00:00,cmu_exp,Let me know if you have any questions.,chat: Operations Specialist 1 @38_37___305
2020-04-08 20:37:42.889583+00:00,cmu_02,designer;ToggleInfoPanel:False,client
2020-04-08 20:37:44.499784+00:00,cmu_02,"designer;MouseClick;ToggleCWMotor;*aMM0+++++*bNM1+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",client
2020-04-08 20:37:45.279932+00:00,cmu_02,"designer;MouseClick;ToggleFoil;*aMM0+++++*bNM3+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",client
2020-04-08 20:37:46.305563+00:00,cmu_02,"designer;MouseClick;ToggleEmpty;*aMM0+++++*bNM4+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",client
2020-04-08 20:37:47.067710+00:00,cmu_02,"designer;MouseClick;ToggleStructure;*aMM0+++++*bNM0+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",client
2020-04-08 20:37:47.853951+00:00,cmu_02,"designer;MouseClick;ToggleCCWMotor;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",client
2020-04-08 20:37:50.472381+00:00,cmu_04,planner;SelectPath;0;base,client
2020-04-08 20:37:50.488436+00:00,cmu_04,"planner;PathMetrics;Profit,0,OperatingCost,0,StartUpCost,3470,Number of Deliveries,0,MassDelivered,0,Parcel,0,Food,0",client
2020-04-08 20:37:57.419863+00:00,cmu_02,"designer;MouseClick;ToggleCCWMotor;*aMM2+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",client
2020-04-08 20:37:58.002337+00:00,cmu_05,planner;LoadDatabase,client
2020-04-08 20:37:58.249113+00:00,cmu_05,planner;ScenarioLoaded:Scenario:251,client
2020-04-08 20:37:58.305155+00:00,cmu_02,"designer;MouseClick;ToggleCWMotor;*aMM1+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",client
2020-04-08 20:37:58.933807+00:00,cmu_02,"designer;MouseClick;ToggleFoil;*aMM3+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",client
2020-04-08 20:37:59.904252+00:00,cmu_02,"designer;MouseClick;ToggleEmpty;*aMM4+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",client
2020-04-08 20:38:00.501064+00:00,cmu_02,"designer;MouseClick;ToggleStructure;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",client
2020-04-08 20:38:02.670567+00:00,cmu_02,"designer;MouseClick;ToggleCCWMotor;*aMM2+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",client
2020-04-08 20:38:03.684767+00:00,cmu_02,"designer;MouseClick;ToggleCWMotor;*aMM1+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",client
2020-04-08 20:38:04.254410+00:00,cmu_02,"designer;MouseClick;ToggleFoil;*aMM3+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",client
2020-04-08 20:38:06.337324+00:00,cmu_04,planner;RunPathAgent,client
2020-04-08 20:38:06.441701+00:00,cmu_04,"planner;PathMetrics;Profit,0,OperatingCost,0,StartUpCost,3470,Number of Deliveries,0,MassDelivered,0,Parcel,0,Food,0",client
2020-04-08 20:38:06.458193+00:00,cmu_04,planner;ServerMessage; Return AI Plan : Success,client
2020-04-08 20:38:06.717129+00:00,cmu_02,"designer;MouseClick;ToggleEmpty;*aMM4+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",client
2020-04-08 20:38:08.034407+00:00,cmu_02,"designer;MouseClick;ToggleStructure;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",client
2020-04-08 20:38:10.567917+00:00,cmu_02,"designer;MouseClick;ToggleCCWMotor;*aMM2+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",client
2020-04-08 20:38:11.769607+00:00,cmu_02,"designer;MouseClick;ToggleCWMotor;*aMM1+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",client
2020-04-08 20:38:12.418671+00:00,cmu_02,"designer;MouseClick;ToggleFoil;*aMM3+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",client
2020-04-08 20:38:14.019204+00:00,cmu_01,can you see the costumors I dentified?,chat: All @32___305
2020-04-08 20:38:19.627929+00:00,cmu_01,business;PerspectiveCamera,client
2020-04-08 20:38:19.868162+00:00,cmu_04,planner;SelectPath;0;base,client
2020-04-08 20:38:19.888607+00:00,cmu_04,"planner;PathMetrics;Profit,0,OperatingCost,0,StartUpCost,3470,Number of Deliveries,0,MassDelivered,0,Parcel,0,Food,0",client
2020-04-08 20:38:20.003358+00:00,cmu_02,"designer;MouseClick;ToggleEmpty;*aMM4+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",client
2020-04-08 20:38:21.302604+00:00,cmu_04,planner;RunPathAgent,client
2020-04-08 20:38:21.386227+00:00,cmu_04,"planner;PathMetrics;Profit,0,OperatingCost,0,StartUpCost,3470,Number of Deliveries,0,MassDelivered,0,Parcel,0,Food,0",client
2020-04-08 20:38:21.401722+00:00,cmu_04,planner;ServerMessage; Return AI Plan : Success,client
2020-04-08 20:38:22.556186+00:00,cmu_02,"designer;Evaluated;*aMM4+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3;range=-1;velocity=-1;cost=-1",client
2020-04-08 20:38:22.620546+00:00,cmu_02,"designer;Evaluate;*aMM4+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",client
2020-04-08 20:38:24.767171+00:00,cmu_02,"designer;MouseClick;ToggleStructure;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",client
2020-04-08 20:38:25.710065+00:00,cmu_01,business;SelectNode;84;True,client
2020-04-08 20:38:26.552486+00:00,cmu_02,"designer;Evaluate;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",client
2020-04-08 20:38:27.615430+00:00,cmu_02,"designer;Evaluated;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3;range=10.67641;velocity=8.857679;cost=3470.2",client
2020-04-08 20:38:28.883863+00:00,cmu_04,planner;LoadDatabase,client
2020-04-08 20:38:29.169409+00:00,cmu_04,planner;ScenarioLoaded:Scenario:251,client
2020-04-08 20:38:31.598370+00:00,cmu_04,planner;LoadDatabase,client
2020-04-08 20:38:31.838094+00:00,cmu_04,planner;ScenarioLoaded:Scenario:251,client
2020-04-08 20:38:32.028970+00:00,cmu_03,how do I delete a component ? ,chat: Help @38_35___305
2020-04-08 20:38:33.349309+00:00,cmu_04,planner;OrthogonalCamera,client
2020-04-08 20:38:43.326111+00:00,cmu_04,i don't see it,chat: All @32___305
2020-04-08 20:38:44.203188+00:00,cmu_03,"designer;MouseClick;ToggleCWMotor;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN1*gON4*hOM4*iOO4*jNO4^ab^ac^ad^ae^cf^fg^gh^gi^fj,5,3",client
2020-04-08 20:38:51.610904+00:00,cmu_03,"designer;MouseClick;ToggleStructure;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN1*gON4*hOM0*iOO4*jNO4^ab^ac^ad^ae^cf^fg^gh^gi^fj,5,3",client
2020-04-08 20:38:52.396389+00:00,cmu_05,planner;SelectPath;0;base,client
2020-04-08 20:38:52.412139+00:00,cmu_05,"planner;PathMetrics;Profit,0,OperatingCost,0,StartUpCost,3470,Number of Deliveries,0,MassDelivered,0,Parcel,0,Food,0",client
2020-04-08 20:38:53.542833+00:00,cmu_04,planner;SelectPath;0;base,client
2020-04-08 20:38:53.543809+00:00,cmu_04,"planner;PathMetrics;Profit,0,OperatingCost,0,StartUpCost,3470,Number of Deliveries,0,MassDelivered,0,Parcel,0,Food,0",client
2020-04-08 20:38:54.212834+00:00,cmu_03,"designer;MouseClick;AssemblyHandle;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN1*gON4*hOM0*iOO4*jNO4*kPN4^ab^ac^ad^ae^cf^fg^gh^gi^fj^gk,5,3",client
2020-04-08 20:38:54.997763+00:00,cmu_03,"designer;MouseClick;ToggleStructure;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN1*gON0*hOM0*iOO4*jNO4*kPN4^ab^ac^ad^ae^cf^fg^gh^gi^fj^gk,5,3",client
2020-04-08 20:38:57.549134+00:00,cmu_03,"designer;MouseClick;ToggleCCWMotor;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN1*gON2*hOM0*iOO4*jNO4*kPN4^ab^ac^ad^ae^cf^fg^gh^gi^fj^gk,5,3",client
2020-04-08 20:38:58.171853+00:00,cmu_05,planner;LoadDatabase,client
2020-04-08 20:38:58.410738+00:00,cmu_05,planner;ScenarioLoaded:Scenario:251,client
