session305
Time,User,Action,Type
2020-04-08 20:39:00.333026+00:00,cmu_03,"designer;MouseClick;ToggleCWMotor;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN1*gON1*hOM0*iOO4*jNO4*kPN4^ab^ac^ad^ae^cf^fg^gh^gi^fj^gk,5,3",client
2020-04-08 20:39:00.468884+00:00,cmu_03,"designer;HotKeyComponentToEmpty;None;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN1*gON4*hOM0*iOO4*jNO4*kPN4^ab^ac^ad^ae^cf^fg^gh^gi^fj^gk,5,3",client
2020-04-08 20:39:00.969448+00:00,cmu_03,"designer;HotKeyComponentToEmpty;None;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN1*gON4*hOM0*iOO4*jNO4*kPN4^ab^ac^ad^ae^cf^fg^gh^gi^fj^gk,5,3",client
2020-04-08 20:39:01.656032+00:00,cmu_03,"designer;MouseClick;ToggleCCWMotor;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN1*gON4*hOM2*iOO4*jNO4*kPN4^ab^ac^ad^ae^cf^fg^gh^gi^fj^gk,5,3",client
2020-04-08 20:39:01.757283+00:00,cmu_03,"designer;HotKeyComponentToEmpty;None;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN1*gON4*hOM4*iOO4*jNO4*kPN4^ab^ac^ad^ae^cf^fg^gh^gi^fj^gk,5,3",client
2020-04-08 20:39:03.288925+00:00,cmu_03,"designer;MouseClick;ToggleStructure;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN1*gON0*hOM4*iOO4*jNO4*kPN4^ab^ac^ad^ae^cf^fg^gh^gi^fj^gk,5,3",client
2020-04-08 20:39:04.890473+00:00,cmu_03,"designer;HotKeyComponentToEmpty;None;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN1*gON4*hOM4*iOO4*jNO4*kPN4^ab^ac^ad^ae^cf^fg^gh^gi^fj^gk,5,3",client
2020-04-08 20:39:05.690597+00:00,cmu_03,"designer;MouseClick;ToggleFoil;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN3*gON4*hOM4*iOO4*jNO4*kPN4^ab^ac^ad^ae^cf^fg^gh^gi^fj^gk,5,3",client
2020-04-08 20:39:05.924537+00:00,cmu_03,"designer;HotKeyComponentToEmpty;None;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN4*gON4*hOM4*iOO4*jNO4*kPN4^ab^ac^ad^ae^cf^fg^gh^gi^fj^gk,5,3",client
2020-04-08 20:39:09.561875+00:00,cmu_03,"designer;MouseClick;ToggleStructure;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN0*gON4*hOM4*iOO4*jNO4*kPN4^ab^ac^ad^ae^cf^fg^gh^gi^fj^gk,5,3",client
2020-04-08 20:39:09.773181+00:00,cmu_exp,check your tutorial,chat: Design Specialist @38_35___305
2020-04-08 20:39:10.059184+00:00,cmu_04,planner;LoadDatabase,client
2020-04-08 20:39:10.346376+00:00,cmu_04,planner;ScenarioLoaded:Scenario:251,client
2020-04-08 20:39:11.329466+00:00,cmu_03,"designer;HotKeyComponentToEmpty;None;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN4*gON4*hOM4*iOO4*jNO4*kPN4^ab^ac^ad^ae^cf^fg^gh^gi^fj^gk,5,3",client
2020-04-08 20:39:11.579679+00:00,cmu_03,"designer;MouseClick;NoEvent;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN4*gON4*hOM4*iOO4*jNO4*kPN4^ab^ac^ad^ae^cf^fg^gh^gi^fj^gk,5,3",client
2020-04-08 20:39:12.163029+00:00,cmu_03,"designer;MouseClick;ToggleStructure;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN0*gON4*hOM4*iOO4*jNO4*kPN4^ab^ac^ad^ae^cf^fg^gh^gi^fj^gk,5,3",client
2020-04-08 20:39:13.398132+00:00,cmu_03,"designer;MouseClick;ToggleCCWMotor;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN2*gON4*hOM4*iOO4*jNO4*kPN4^ab^ac^ad^ae^cf^fg^gh^gi^fj^gk,5,3",client
2020-04-08 20:39:14.215262+00:00,cmu_03,"designer;MouseClick;NoEvent;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN2*gON4*hOM4*iOO4*jNO4*kPN4^ab^ac^ad^ae^cf^fg^gh^gi^fj^gk,5,3",client
2020-04-08 20:39:14.582411+00:00,cmu_03,"designer;MouseClick;AssemblyHandle;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN2*gON4*hOM4*iOO4*jNO4*kPN4^ab^ac^ad^ae^cf^fg^gh^gi^fj^gk,5,3",client
2020-04-08 20:39:20.553692+00:00,cmu_exp,"use ""d"" ",chat: Design Specialist @38_35___305
2020-04-08 20:39:25.261960+00:00,cmu_01,business;StartSession,client
2020-04-08 20:39:28.190108+00:00,cmu_01,business;ScenarioLoaded:Scenario:251,client
2020-04-08 20:39:28.459770+00:00,cmu_01,business;ScenarioLoaded:Scenario:251,client
2020-04-08 20:39:30.380322+00:00,cmu_02,@opertions manager: what is our design target? ,chat: All @32___305
2020-04-08 20:39:48.567385+00:00,cmu_01,I will ask the experiemeter ,chat: All @32___305
2020-04-08 20:40:07.037138+00:00,cmu_05,I am not quite sure how to situate myself here. ,chat: Help @38_37___305
2020-04-08 20:40:12.084374+00:00,cmu_01,I submit the selected coustomers but my team says that they can't see it ,chat: Help @38_33___305
2020-04-08 20:40:16.990788+00:00,cmu_05,planner;ManualPathAdded;RangeTooLong,client
2020-04-08 20:40:20.224027+00:00,cmu_05,planner;ManualPathAdded;RangeTooLong,client
2020-04-08 20:40:20.485420+00:00,cmu_02,"designer;MouseClick;NoEvent;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",client
2020-04-08 20:40:22.342092+00:00,cmu_05,planner;ManualPathAdded;RangeTooLong,client
2020-04-08 20:40:22.434491+00:00,cmu_01,is there something wrong?,chat: Help @38_33___305
2020-04-08 20:40:24.126667+00:00,cmu_05,planner;ManualPathAdded;RangeTooLong,client
2020-04-08 20:40:25.156636+00:00,cmu_05,planner;ManualPathAdded;RangeTooLong,client
2020-04-08 20:40:25.590384+00:00,cmu_05,planner;ManualPathAdded;RangeTooLong,client
2020-04-08 20:40:26.112358+00:00,cmu_05,planner;ManualPathAdded;RangeTooLong,client
2020-04-08 20:40:26.604257+00:00,cmu_05,planner;ManualPathAdded;RangeTooLong,client
2020-04-08 20:40:26.903624+00:00,cmu_04,"i only just have one plan here, called base",chat: All @32___305
2020-04-08 20:40:28.590054+00:00,cmu_05,planner;ManualPathAdded;RangeTooLong,client
2020-04-08 20:40:29.141093+00:00,cmu_05,planner;ManualPathAdded;RangeTooLong,client
2020-04-08 20:40:29.443848+00:00,cmu_04,i have no alternatives,chat: All @32___305
2020-04-08 20:40:29.839845+00:00,cmu_05,planner;ManualPathAdded;RangeTooLong,client
2020-04-08 20:40:31.321088+00:00,cmu_exp,they need to click the refresh button,chat: Business @38_33___305
2020-04-08 20:40:35.193969+00:00,cmu_05,planner;ManualPathAdded;RangeTooLong,client
2020-04-08 20:40:36.541822+00:00,cmu_05,planner;ManualPathAdded;RangeTooLong,client
2020-04-08 20:40:41.049224+00:00,cmu_01,they said they did ,chat: Help @38_33___305
2020-04-08 20:40:42.550881+00:00,cmu_04,planner;RunPathAgent,client
2020-04-08 20:40:42.637818+00:00,cmu_04,"planner;PathMetrics;Profit,0,OperatingCost,0,StartUpCost,3470,Number of Deliveries,0,MassDelivered,0,Parcel,0,Food,0",client
2020-04-08 20:40:42.653801+00:00,cmu_04,planner;ServerMessage; Return AI Plan : Success,client
2020-04-08 20:40:57.738954+00:00,cmu_01,I think that's it ,chat: All @32___305
2020-04-08 20:40:58.936176+00:00,cmu_04,i can't seem to get the AI agent to develop any alternatives either,chat: All @32___305
2020-04-08 20:41:02.258040+00:00,cmu_04,planner;SelectPath;0;base,client
2020-04-08 20:41:02.353982+00:00,cmu_04,"planner;PathMetrics;Profit,0,OperatingCost,0,StartUpCost,3470,Number of Deliveries,0,MassDelivered,0,Parcel,0,Food,0",client
2020-04-08 20:41:03.027164+00:00,cmu_exp,talk with your operations manager,chat: Operations Specialist 1 @38_37___305
2020-04-08 20:41:03.919561+00:00,cmu_04,planner;RunPathAgent,client
2020-04-08 20:41:03.980823+00:00,cmu_04,"planner;PathMetrics;Profit,0,OperatingCost,0,StartUpCost,3470,Number of Deliveries,0,MassDelivered,0,Parcel,0,Food,0",client
2020-04-08 20:41:03.994502+00:00,cmu_04,planner;ServerMessage; Return AI Plan : Success,client
2020-04-08 20:41:50.612552+00:00,cmu_06,planner;VehiclePathRemoved;2;base,client
2020-04-08 20:41:08.419066+00:00,cmu_01,even though I didn't name it ,chat: All @32___305
2020-04-08 20:41:13.477981+00:00,cmu_05,planner;StartSession,client
2020-04-08 20:41:13.999199+00:00,cmu_05,planner;ScenarioLoaded:Scenario:251,client
2020-04-08 20:41:14.173181+00:00,cmu_05,planner;ScenarioLoaded:Scenario:251,client
2020-04-08 20:41:22.259785+00:00,cmu_04,"well, the only plan i seem to be able to get from the AI agent is empty",chat: All @32___305
2020-04-08 20:41:27.213841+00:00,cmu_04,so i'm getting an error message from it,chat: All @32___305
2020-04-08 20:41:31.819408+00:00,cmu_exp,You have 10 minutes left.,chat: Session @40___305
2020-04-08 20:41:32.892771+00:00,cmu_04,i can attempt to make a manual plan,chat: All @32___305
2020-04-08 20:41:40.448531+00:00,cmu_04,planner;SelectPath;0;base,client
2020-04-08 20:41:40.519543+00:00,cmu_04,"planner;PathMetrics;Profit,0,OperatingCost,0,StartUpCost,3470,Number of Deliveries,0,MassDelivered,0,Parcel,0,Food,0",client
2020-04-08 20:41:40.910525+00:00,cmu_06,planner;SelectPath;2;base,client
2020-04-08 20:41:40.912238+00:00,cmu_06,"planner;PathMetrics;Profit,0,OperatingCost,0,StartUpCost,10411,Number of Deliveries,0,MassDelivered,0,Parcel,0,Food,0",client
2020-04-08 20:41:43.845371+00:00,cmu_04,planner;LoadDatabase,client
2020-04-08 20:41:44.109310+00:00,cmu_04,planner;ScenarioLoaded:Scenario:251,client
2020-04-08 20:41:48.644356+00:00,cmu_06,"planner;VehicleDuplicated;2;base;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3;ToIndex=3",client
2020-04-08 20:41:48.675650+00:00,cmu_06,"planner;PathMetrics;Profit,0,OperatingCost,0,StartUpCost,13881,Number of Deliveries,0,MassDelivered,0,Parcel,0,Food,0",client
2020-04-08 20:41:49.575981+00:00,cmu_06,planner;VehiclePathRemoved;2;base,client
2020-04-08 20:41:50.596233+00:00,cmu_06,planner;VehiclePathRemoved;2;base,client
2020-04-08 20:41:50.939114+00:00,cmu_06,planner;VehiclePathRemoved;2;base,client
2020-04-08 20:41:51.297739+00:00,cmu_06,planner;VehiclePathRemoved;2;base,client
2020-04-08 20:41:51.643046+00:00,cmu_06,planner;VehiclePathRemoved;1;base,client
2020-04-08 20:41:51.794267+00:00,cmu_06,planner;VehiclePathRemoved;1;base,client
2020-04-08 20:41:51.925433+00:00,cmu_06,planner;VehiclePathRemoved;1;base,client
2020-04-08 20:41:52.287478+00:00,cmu_06,planner;VehiclePathRemoved;0;base,client
2020-04-08 20:42:01.375557+00:00,cmu_04,i don't seem to be able to manually plot the delivery plan either,chat: All @32___305
2020-04-08 20:42:06.535206+00:00,cmu_05,planner;LoadDatabase,client
2020-04-08 20:42:06.768324+00:00,cmu_05,planner;ScenarioLoaded:Scenario:251,client
2020-04-08 20:42:07.163219+00:00,cmu_03,"designer;Evaluate;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN2*gON4*hOM4*iOO4*jNO4*kPN4^ab^ac^ad^ae^cf^fg^gh^gi^fj^gk,5,3",client
2020-04-08 20:42:08.257851+00:00,cmu_03,"designer;Evaluated;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN2*gON4*hOM4*iOO4*jNO4*kPN4^ab^ac^ad^ae^cf^fg^gh^gi^fj^gk,5,3;range=-0.211509;velocity=7.901043;cost=3548.2",client
2020-04-08 20:42:11.397903+00:00,cmu_02,"designer;Opened;base;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",client
2020-04-08 20:42:13.748232+00:00,cmu_01,can you ask the experimenter?,chat: All @32___305
2020-04-08 20:42:13.976998+00:00,cmu_03,"designer;RunDesignAgent;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN2*gON4*hOM4*iOO4*jNO4*kPN4^ab^ac^ad^ae^cf^fg^gh^gi^fj^gk,5,3",client
2020-04-08 20:42:15.185739+00:00,cmu_03,"designer;Evaluated;*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML1+++*fNN2*gON4*hOM4*iOO4*jNO4*kPN4^ab^ac^ad^ae^cf^fg^gh^gi^fj^gk,5,3;range=-0.2105815;velocity=7.871004;cost=3548.2",client
2020-04-08 20:42:27.223335+00:00,cmu_02,"designer;DragComponent;Structure;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",client
2020-04-08 20:42:27.857528+00:00,cmu_02,"designer;MouseClick;ToggleCCWMotor;*aMM2+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",client
2020-04-08 20:42:29.207219+00:00,cmu_02,"designer;MouseClick;ToggleCWMotor;*aMM1+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",client
2020-04-08 20:42:29.723970+00:00,cmu_02,"designer;MouseClick;ToggleFoil;*aMM3+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",client
2020-04-08 20:42:30.032291+00:00,cmu_04,planner;LoadDatabase,client
2020-04-08 20:42:30.344782+00:00,cmu_04,planner;ScenarioLoaded:Scenario:251,client
2020-04-08 20:42:30.651425+00:00,cmu_02,"designer;MouseClick;ToggleEmpty;*aMM4+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",client
2020-04-08 20:42:30.683012+00:00,cmu_04,planner;LoadDatabase,client
2020-04-08 20:42:31.017890+00:00,cmu_04,planner;LoadDatabase,client
2020-04-08 20:42:31.260171+00:00,cmu_04,planner;ScenarioLoaded:Scenario:251,client
2020-04-08 20:42:31.298837+00:00,cmu_04,planner;ScenarioLoaded:Scenario:251,client
2020-04-08 20:42:31.612200+00:00,cmu_02,"designer;MouseClick;ToggleStructure;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",client
2020-04-08 20:42:31.959604+00:00,cmu_03,"designer;MouseClick;NoEvent;*aMM0--*bNM2++*cMN1++*dLM2++*eML1++*fOM4*gNN4*hNL3*iMO4*jLN3*kKM4*lLL4*mMK4^ab^ac^ad^ae^bf^bg^bh^ci^dj^dk^dl^em^cg^eh^el,10,3",client
2020-04-08 20:42:32.626769+00:00,cmu_03,"designer;MouseClick;NoEvent;*aMM0--*bNM2++*cMN1++*dLM2++*eML1++*fOM4*gNN4*hNL3*iMO4*jLN3*kKM4*lLL4*mMK4^ab^ac^ad^ae^bf^bg^bh^ci^dj^dk^dl^em^cg^eh^el,10,3",client
2020-04-08 20:42:32.793429+00:00,cmu_03,"designer;MouseClick;NoEvent;*aMM0--*bNM2++*cMN1++*dLM2++*eML1++*fOM4*gNN4*hNL3*iMO4*jLN3*kKM4*lLL4*mMK4^ab^ac^ad^ae^bf^bg^bh^ci^dj^dk^dl^em^cg^eh^el,10,3",client
2020-04-08 20:42:34.303002+00:00,cmu_04,planner;LoadDatabase,client
2020-04-08 20:42:34.641912+00:00,cmu_04,planner;LoadDatabase,client
2020-04-08 20:42:34.715982+00:00,cmu_04,planner;ScenarioLoaded:Scenario:251,client
2020-04-08 20:42:34.902311+00:00,cmu_04,planner;ScenarioLoaded:Scenario:251,client
2020-04-08 20:42:35.230379+00:00,cmu_04,planner;LoadDatabase,client
2020-04-08 20:42:35.366245+00:00,cmu_04,planner;LoadDatabase,client
2020-04-08 20:42:35.567026+00:00,cmu_03,"designer;MouseClick;NoEvent;*aMM0--*bNM2++*cMN1++*dLM2++*eML1++*fOM4*gNN4*hNL3*iMO4*jLN3*kKM4*lLL4*mMK4^ab^ac^ad^ae^bf^bg^bh^ci^dj^dk^dl^em^cg^eh^el,10,3",client
2020-04-08 20:42:35.694731+00:00,cmu_04,planner;ScenarioLoaded:Scenario:251,client
2020-04-08 20:42:35.745624+00:00,cmu_04,planner;ScenarioLoaded:Scenario:251,client
2020-04-08 20:42:37.237991+00:00,cmu_03,designer;DesignMode,client
2020-04-08 20:42:37.863389+00:00,cmu_02,"designer;RunDesignAgent;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",client
2020-04-08 20:42:38.916910+00:00,cmu_02,"designer;Evaluated;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3;range=10.67641;velocity=8.857662;cost=3470.2",client
2020-04-08 20:42:47.161617+00:00,cmu_exp,try again. sometimes it take several seconds to update,chat: Business @38_33___305
2020-04-08 20:42:53.106342+00:00,cmu_04,"i don't seem to be able to get any plans out of the AI planner, nor can i manually create them",chat: Help @38_36___305
2020-04-08 20:42:56.366105+00:00,cmu_05,planner;SelectPath;0;base,client
2020-04-08 20:42:56.365336+00:00,cmu_05,"planner;PathMetrics;Profit,0,OperatingCost,0,StartUpCost,3470,Number of Deliveries,0,MassDelivered,0,Parcel,0,Food,0",client
2020-04-08 20:42:56.628557+00:00,cmu_02,designer;DesignMode,client
2020-04-08 20:42:58.539915+00:00,cmu_02,"designer;MouseClick;NoEvent;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",client
2020-04-08 20:43:00.873874+00:00,cmu_02,"designer;MouseClick;NoEvent;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",client
2020-04-08 20:43:03.328278+00:00,cmu_02,"designer;MouseClick;NoEvent;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",client
2020-04-08 20:43:03.905235+00:00,cmu_05,"planner;VehicleDuplicated;0;base;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3;ToIndex=1",client
2020-04-08 20:43:03.921692+00:00,cmu_05,"planner;PathMetrics;Profit,0,OperatingCost,0,StartUpCost,6940,Number of Deliveries,0,MassDelivered,0,Parcel,0,Food,0",client
2020-04-08 20:43:06.119387+00:00,cmu_05,"planner;VehicleDuplicated;1;base;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3;ToIndex=2",client
2020-04-08 20:43:06.122052+00:00,cmu_05,"planner;PathMetrics;Profit,0,OperatingCost,0,StartUpCost,10411,Number of Deliveries,0,MassDelivered,0,Parcel,0,Food,0",client
2020-04-08 20:43:08.589569+00:00,cmu_05,planner;VehiclePathRemoved;1;base,client
2020-04-08 20:43:09.488783+00:00,cmu_05,planner;VehiclePathRemoved;2;base,client
2020-04-08 20:43:10.656231+00:00,cmu_05,planner;VehiclePathRemoved;1;base,client
2020-04-08 20:43:10.903058+00:00,cmu_01,"okay, thank you!",chat: Help @38_33___305
2020-04-08 20:43:11.257381+00:00,cmu_05,planner;VehiclePathRemoved;0;base,client
2020-04-08 20:43:13.289831+00:00,cmu_04,i'm also only seeing one team design and i'm a bit confused about why nothing seems to be working,chat: Help @38_36___305
2020-04-08 20:43:14.894154+00:00,cmu_05,planner;OrthogonalCamera,client
2020-04-08 20:43:16.618422+00:00,cmu_05,planner;ResetView,client
2020-04-08 20:43:18.154700+00:00,cmu_05,planner;ResetView,client
2020-04-08 20:43:18.332394+00:00,cmu_05,planner;ResetView,client
2020-04-08 20:43:18.900117+00:00,cmu_exp,you need to check the tutorial,chat: Operations Manager @38_36___305
2020-04-08 20:43:22.826229+00:00,cmu_05,planner;ManualPathAdded;RangeTooLong,client
2020-04-08 20:43:25.172021+00:00,cmu_exp,sure,chat: Business @38_33___305
2020-04-08 20:43:29.874064+00:00,cmu_02,"designer;ScaleUp;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1++++^ab^ac^ad^ae,5,3",client
2020-04-08 20:43:31.723990+00:00,cmu_02,"designer;ScaleUp;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++++^ab^ac^ad^ae,5,3",client
2020-04-08 20:43:33.141399+00:00,cmu_02,"designer;MouseClick;ToggleFoil;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML3+++++^ab^ac^ad^ae,5,3",client
2020-04-08 20:43:33.757864+00:00,cmu_02,"designer;MouseClick;ToggleEmpty;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML4+++++^ab^ac^ad^ae,5,3",client
2020-04-08 20:43:34.294157+00:00,cmu_02,"designer;MouseClick;ToggleStructure;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML0+++++^ab^ac^ad^ae,5,3",client
2020-04-08 20:43:34.798471+00:00,cmu_02,"designer;MouseClick;ToggleCCWMotor;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML2+++++^ab^ac^ad^ae,5,3",client
2020-04-08 20:43:36.023768+00:00,cmu_02,"designer;MouseClick;ToggleCWMotor;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++++^ab^ac^ad^ae,5,3",client
2020-04-08 20:43:37.511771+00:00,cmu_04,"i am referring to the tutorial, i followed the instructions but i'm only getting an ""empty plan"" error message",chat: Help @38_36___305
2020-04-08 20:43:37.576200+00:00,cmu_02,"designer;MouseClick;ToggleFoil;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML3+++++^ab^ac^ad^ae,5,3",client
2020-04-08 20:43:38.719852+00:00,cmu_02,"designer;MouseClick;ToggleEmpty;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML4+++++^ab^ac^ad^ae,5,3",client
2020-04-08 20:43:39.360620+00:00,cmu_02,"designer;MouseClick;ToggleStructure;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML0+++++^ab^ac^ad^ae,5,3",client
2020-04-08 20:43:39.858317+00:00,cmu_02,"designer;MouseClick;ToggleCCWMotor;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML2+++++^ab^ac^ad^ae,5,3",client
2020-04-08 20:43:40.624672+00:00,cmu_02,"designer;MouseClick;ToggleCWMotor;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++++^ab^ac^ad^ae,5,3",client
2020-04-08 20:43:42.434860+00:00,cmu_exp,you need to select several drones first,chat: Operations Manager @38_36___305
2020-04-08 20:43:47.340408+00:00,cmu_04,and the manual version doesn't seem to work,chat: Help @38_36___305
2020-04-08 20:43:48.788750+00:00,cmu_02,"designer;MouseClick;ToggleFoil;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML3+++++^ab^ac^ad^ae,5,3",client
2020-04-08 20:43:49.441203+00:00,cmu_02,"designer;MouseClick;ToggleEmpty;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML4+++++^ab^ac^ad^ae,5,3",client
2020-04-08 20:43:50.008570+00:00,cmu_02,"designer;MouseClick;ToggleStructure;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML0+++++^ab^ac^ad^ae,5,3",client
2020-04-08 20:43:50.658266+00:00,cmu_02,"designer;MouseClick;ToggleCCWMotor;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML2+++++^ab^ac^ad^ae,5,3",client
2020-04-08 20:43:51.489463+00:00,cmu_02,"designer;MouseClick;ToggleCWMotor;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++++^ab^ac^ad^ae,5,3",client
2020-04-08 20:43:52.093094+00:00,cmu_04,there is only one though,chat: Help @38_36___305
2020-04-08 20:43:52.624925+00:00,cmu_02,"designer;ScaleUp;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1++++++^ab^ac^ad^ae,5,3",client
2020-04-08 20:43:54.558691+00:00,cmu_02,"designer;ScaleUp;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++++++^ab^ac^ad^ae,5,3",client
2020-04-08 20:43:55.663557+00:00,cmu_02,"designer;ScaleUp;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1++++++++^ab^ac^ad^ae,5,3",client
2020-04-08 20:44:18.561886+00:00,cmu_04,"folks i think we need more than one drone design for this to work, i only see one",chat: All @32___305
2020-04-08 20:44:19.372649+00:00,cmu_02,"designer;HotKeyScaleDown;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++++++^ab^ac^ad^ae,5,3",client
2020-04-08 20:44:20.090760+00:00,cmu_02,"designer;HotKeyScaleDown;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1++++++^ab^ac^ad^ae,5,3",client
2020-04-08 20:44:20.556658+00:00,cmu_02,"designer;HotKeyScaleDown;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++++^ab^ac^ad^ae,5,3",client
2020-04-08 20:44:20.763903+00:00,cmu_02,"designer;HotKeyScaleDown;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1++++^ab^ac^ad^ae,5,3",client
2020-04-08 20:44:20.940198+00:00,cmu_02,"designer;HotKeyScaleDown;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",client
2020-04-08 20:44:27.288497+00:00,cmu_02,"designer;HotKeyScaleDown;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1++^ab^ac^ad^ae,5,3",client
2020-04-08 20:44:27.645659+00:00,cmu_02,"designer;HotKeyScaleUp;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",client
2020-04-08 20:44:27.748490+00:00,cmu_06,planner;LoadDatabase,client
2020-04-08 20:44:27.989737+00:00,cmu_06,planner;ScenarioLoaded:Scenario:251,client
2020-04-08 20:44:28.577849+00:00,cmu_06,planner;LoadDatabase,client
2020-04-08 20:44:28.664746+00:00,cmu_06,planner;LoadDatabase,client
2020-04-08 20:44:29.044412+00:00,cmu_06,planner;ScenarioLoaded:Scenario:251,client
2020-04-08 20:44:29.340450+00:00,cmu_06,planner;ScenarioLoaded:Scenario:251,client
2020-04-08 20:44:30.482865+00:00,cmu_04,"design people, can you check that?",chat: All @32___305
2020-04-08 20:44:32.452342+00:00,cmu_02,"designer;HotKeyScaleUp;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",client
2020-04-08 20:44:32.703500+00:00,cmu_06,planner;RunPathAgent,client
2020-04-08 20:44:32.869032+00:00,cmu_06,"planner;PathMetrics;Profit,0,OperatingCost,0,StartUpCost,13881,Number of Deliveries,0,MassDelivered,0,Parcel,0,Food,0",client
2020-04-08 20:44:32.886265+00:00,cmu_06,planner;ServerMessage; Return AI Plan : Success,client
2020-04-08 20:44:33.072304+00:00,cmu_02,"designer;HotKeyScaleUp;*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3",client
