seq	config	result	range	capacity	cost	velocity	start	type	start_seq	start_submit
221	"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNN3*gLL3*hLN3*iNL3^ab^ac^ad^ae^cf^eg^dh^bi,5,3"	Success	13.55591	5	3790.603	5.210232	0	Evaluate	0	0
221	"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNL0*gLN0^ab^ac^ad^ae^ef^fb^cg,15,3"	Success	35.83635	15	6270.201	24.12371	0	Evaluate	0	0
222	"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3"	Open	9.999299	5	3470.2	20.00051	1	Open	0	0
222	"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN3*gNL3^ab^ac^ad^ae^df^fc^eg^gb,5,3"	Success	17.05815	5	3630.402	10.18144	0	Evaluate	0	0
222	"*aMM0++++++++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fLN3*gNL3^ab^ac^ad^ae^df^fc^eg^gb,10,3"	Success	17.15511	10	5816.389	10.08495	0	Evaluate	0	0
222	"*aMM0++++++++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fLN3*gNL3^ab^ac^ad^ae^df^fc^eg^gb,10,3"	Success	17.15511	10	5816.389	10.08495	0	Evaluate	0	0
222	"*aMM0++++++++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fLN3*gNL3^ab^ac^ad^ae^df^fc^eg^gb,5,3"	Success	18.74594	5	5816.389	9.952826	0	Evaluate	0	0
222	"*aMM0++++++++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fLN3*gNL3^ab^ac^ad^ae^df^fc^eg^gb,5,3"	Success	18.74594	5	5816.389	9.952826	0	Evaluate	0	0
222	"*aMM0++++++++++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fLN3*gNL3^ab^ac^ad^ae^df^fc^eg^gb,5,3"	Success	21.11676	5	6560.95	9.207272	0	Evaluate	0	0
222	"*aMM0++++++++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fLN3*gNL3^ab^ac^ad^ae^df^fc^eg^gb,5,3"	Success	18.74594	5	5816.389	9.952826	0	Evaluate	0	0
222	"*aMM0++++++++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fLN3*gNL3^ab^ac^ad^ae^df^fc^eg^gb,5,3"	Success	18.74594	5	5816.389	9.952826	0	Evaluate	0	0
222	"*aMM0++++++++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fLN3*gNL3^ab^ac^ad^ae^df^fc^eg^gb,5,3"	Success	18.74594	5	5816.389	9.952826	0	Evaluate	0	0
222	"*aMM0++++++++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fLN3*gNL3^ab^ac^ad^ae^df^fc^eg^gb,5,3"	Success	18.74594	5	5816.389	9.952826	0	Evaluate	0	0
222	"*aMM0++++++++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fLN3*gNL3^ab^ac^ad^ae^df^fc^eg^gb,5,3"	Success	18.74594	5	5816.389	9.952826	0	Evaluate	0	0
222	"*aMM0++++++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN3-*gNL3-^ab^ac^ad^ae^df^eg,15,3"	Success	15.1399	15	5132.085	9.542546	0	Evaluate	0	0
222	"*aMM0++++++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN3---*gNL3---^ab^ac^ad^ae^df^eg^gb,20,3"	Success	12.997	20	5115.458	9.813396	0	Evaluate	0	0
223	"*aMM0-----*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0*gNL0^ab^ac^ad^ae^df^eg^cf^gb,15,3"	Open	19.32722	15	4494.883	35.35159	1	Open	0	0
223	"*aMM0-----*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0--*gNL0--^ab^ac^ad^ae^df^eg^cf^gb,15,3"	Success	11.09177	15	3851.596	31.2688	0	Evaluate	0	0
223	"*aMM0-*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0---*gNL0---^ab^ac^ad^ae^df^eg^cf^gb,15,3"	Success	13.59109	15	4108.222	30.87746	0	Evaluate	0	0
223	"*aMM0*bNM2++++*cMN1++++*dLM2+++*eML1+++*fLN0---*gNL0---^ab^ac^ad^ae^df^eg^cf^gb,20,3"	Success	4.561295	20	4423.907	20.51651	0	Evaluate	0	0
223	"*aMM0*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0---*gNL0---^ab^ac^ad^ae^df^eg^cf^gb,20,3"	Success	11.85216	20	4276.032	28.49822	0	Evaluate	0	0
224	"*aMM0+++++++++*bNM2++++*cMN1++++*dLM2++++*eML1++++*fLN3*gNL3^ab^ac^ad^ae^df^eg,20,3"	Open	12.09293	20	5095.652	10.17907	1	Open	0	0
224	"*aMM0+++++++++*bNM2++++*cMN1++++*dLM2++++*eML1++++*fLN3*gNL3^ab^ac^ad^ae^df^eg,20,3"	Success	12.09293	20	5095.652	10.17907	0	Evaluate	0	0
224	"*aMM0+++++++++*bNM2++++*cMN1++++*dLM2++++*eML1++++*fLN3*gNL3^ab^ac^ad^ae^df^eg,15,3"	Success	14.12886	15	5095.652	10.12984	0	Evaluate	0	0
224	"*aMM0++++++++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN3*gNL3^ab^ac^ad^ae^df^eg,5,3"	Success	20.05298	5	5885.45	8.54644	0	Evaluate	0	0
224	"*aMM0+++++++++++++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fLN3*gNL3^ab^ac^ad^ae^df^fc^eg^gb,5,3"	Success	21.75673	5	7843.371	7.944093	0	Evaluate	0	0
224	"*aMM0++++++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN3-*gNL3-^ab^ac^ad^ae^df^eg,15,3"	Success	15.1399	15	5132.085	9.542546	0	Evaluate	0	0
225	"*aMM0-----*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0-*gNL0-*hNN4*iLL4^ab^ac^ad^ae^df^eg^ch^di^ei^bg^fc^hb,31,3"	Open	9.641339	31	4159.264	28.83662	1	Open	0	0
225	"*aMM0-----*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN0-*gNL0-*hNN4*iLL4^ab^ac^ad^ae^df^eg^ch^di^ei^bg^fc^hb,31,3"	Submit	9.641339	31	4159.264	28.83662	0	Submit	0	0
225	"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLL3*gNN3^ab^ac^ad^ae^ef^fd^bg^gc,20,3"	Success	6.261146	20	3630.402	13.08341	0	Evaluate	0	0
225	"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNN2++*gLL1++^ab^ac^ad^ae^cf^dg^ef^bg,5,3"	Success	9.551394	5	3759.201	20.37241	0	Evaluate	0	0
225	"*aMM0+++++++++*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+++++*kLN0+++++*lMP1+++*mPM2+++*nJM2+++*oMJ1+++^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc^fl^im^gn^ho^jb,99,3"	Success	20.11746	99	10957.85	14.58994	0	Evaluate	0	0
225	"*aMM0+++++++++++++++*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0++++*kLN0++++*lMP1+++*mPM2+++*nJM2+++*oMJ1+++^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc^fl^im^gn^ho^jb,99,3"	Success	19.237	99	12832.22	9.331366	0	Evaluate	0	0
225	"*aMM0+++++++++++++++++*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+++++*kLN0+++++*lMP1+++*mPM2+++*nJM2+++*oMJ1+++^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc^fl^im^gn^ho^jb,99,3"	HitBoundary	11.30121	99	14298.25	14.11816	0	Evaluate	0	0
225	"*aMM0+++++++++++++++*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0++++++*kLL0+++++*lMP1++++++*mPM2++++++*nJM2++++++*oMJ1++++++^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc^fl^im^gn^ho^jb,99,3"	CouldNotStabilize	-0.09124174	99	14739.99	0.6105794	0	Evaluate	0	0
225	"*aMM0++++++++++++++*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0++++++*kLN0++++++*lMP1++++*mPM2++++*nJM2++++*oMJ1++++^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc^fl^im^gn^ho^jb,99,3"	HitBoundary	20.93462	99	13700.06	18.11215	0	Evaluate	0	0
225	"*aMM0+++++++++*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0++++++*kLN0++++++*lMP1++++*mPM2++++*nJM2++++*oMJ1++++^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc^fl^im^gn^ho^jb,99,3"	Success	22.13795	99	11782.45	14.60115	0	Evaluate	0	0
225	"*aMM0+++++++++++++++*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+++++*kLN0+++++*lMP1+++*mPM2+++*nJM2+++*oMJ1+++^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc^fl^im^gn^ho^jb,99,3"	Success	20.86181	99	13325.82	9.166925	0	Evaluate	0	0
225	"*aMM0+++++++++++++++++*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0++++++*kLN0++++++*lMP1++++*mPM2++++*nJM2++++*oMJ1++++^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc^fl^im^gn^ho^jb,99,3"	HitBoundary	6.951801	99	15122.84	13.887	0	Evaluate	0	0
225	"*aMM0++++++++++++++++*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0++++++*kLN0++++++*lMP1++++*mPM2++++*nJM2++++*oMJ1++++^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk^kc^fl^im^gn^ho^jb,99,3"	HitBoundary	9.027957	99	14624.48	15.14785	0	Evaluate	0	0
226	"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3"	Open	9.999299	5	3470.2	20.00051	1	Open	0	0
226	"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNN3*gLL3*hON1+++*iNO2+++*jKL1+++*kLK2+++^ab^ac^ad^ae^bf^dg^fh^fi^gj^gk^cf^eg,20,3"	Success	5.200459	20	4430.652	11.90851	0	Evaluate	0	0
227	"*aMM0+++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fNL0*gLN0^ab^ac^ad^ae^bf^dg,5,3"	Open	45.75266	5	6945.701	28.14482	1	Open	0	0
227	"*aMM0+++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++*fNL3*gLN3^ab^ac^ad^ae^bf^dg,5,3"	Success	15.01266	5	4305.902	11.10796	0	Evaluate	0	0
227	"*aMM0+++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++^ab^ac^ad^ae,5,3"	Success	7.727985	5	4145.701	20.83693	0	Evaluate	0	0
227	"*aMM0+++++*bNM2++++++*cMN1++++++*dLM2++++++*eML1++++++^ab^ac^ad^ae,10,3"	Success	4.388105	10	4619.951	18.72575	0	Evaluate	0	0
227	"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,10,3"	Success	7.06331	10	3470.2	18.41256	0	Evaluate	0	0
227	"*aMM0++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,20,3"	Success	0.7389498	20	2780.227	10.63325	0	Evaluate	0	0
228	"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3"	Open	9.999299	5	3470.2	20.00051	1	Open	0	0
228	"*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML2+++*fNL4*gOL4^ab^ac^ad^ae^bf^fg,5,3"	CouldNotStabilize	-0.1020728	5	3470.2	0.001570646	0	Evaluate	0	0
228	"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNN3*gLL3*hLN3*iNL3^ab^ac^ad^ae^cf^eg^dh^bi,5,3"	Success	13.55591	5	3790.603	5.210232	0	Evaluate	0	0
228	"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNN3*gLL3*hLN3*iNL3^ab^ac^ad^ae^cf^eg^dh^bi,5,3"	Success	13.55591	5	3790.603	5.210232	0	Evaluate	0	0
228	"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNN3*gLL3*hLN3*iNL3^ab^ac^ad^ae^cf^eg^dh^bi,5,3"	Success	13.55591	5	3790.603	5.210232	0	Evaluate	0	0
228	"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fNN3*gLL3^ab^ac^ad^ae^cf^eg,5,3"	Success	22.14393	5	3630.402	10.01914	0	Evaluate	0	0
228	"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN4*gNL4*hNN0^ab^ac^ad^ae^df^eg^gb^fc^bh^ch,10,3"	CouldNotStabilize	-0.05308767	10	4870.201	6.479273	0	Evaluate	0	0
228	"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fLN4*gNL4*hNN0^ab^ac^ad^ae^df^eg^gb^fc^bh^ch,10,3"	CouldNotStabilize	-0.05308767	10	4870.201	6.479273	0	Evaluate	0	0
228	"*aMM0++++++*bNM2+++*cMN1++*dLM2+++*eML1+++*fLN0*gNL0*hNN4*iLL4*jMO1*kLO2*lKM2*mKN1*nOM2*oOL1*pMK1*qNK2^ab^ac^ad^ae^df^eg^ch^ei^cj^jk^dl^lm^bn^go^ep^pq^fc^gb^bh^id^fk^fm^on^gq,34,3"	HitBoundary	2.012379	34	7103.062	21.99387	0	Evaluate	0	0
228	"*aMM0++++*bNM2++*cMN1++*dLM2++*eML1++*fMO1+++*gKM2+++*hMK1+++*iOM2+++*jNL0+*kLN0+^ab^ac^ad^ae^cf^dg^eh^bi^ej^dk,45,3"	Success	20.51821	45	6966.184	23.57608	0	Evaluate	0	0
229	"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO1*gOM2*hKM2*iLN0*jMK1*kNL0^ab^ac^ad^ae^cf^bg^dh^di^ej^bk^ci^ke,30,3"	Open	24.61718	30	6582.201	22.81684	1	Open	0	0
229	"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO1*gOM2*hKM2*iLN0*jMK1*kNL0^ab^ac^ad^ae^cf^bg^dh^di^ej^bk^ci^ke,30,3"	Success	24.61718	30	6582.201	22.81684	0	Evaluate	0	0
229	"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO1+*gOM2+*hKM2+*iLN0+*jMK1+*kNL0+^ab^ac^ad^ae^cf^bg^dh^di^ej^bk^ci^ke,45,3"	Success	20.40205	45	7053.736	21.57742	0	Evaluate	0	0
230	"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO1+*gOM2+*hKM2+*iLN0+*jMK1+*kNL0+^ab^ac^ad^ae^cf^bg^dh^di^ej^bk^ci^ke,40,3"	Open	22.51016	40	7053.736	22.17336	1	Open	0	0
230	"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fMO1+*gOM2+*hKM2+*iLN0+*jMK1+*kNL0+^ab^ac^ad^ae^cf^bg^dh^di^ej^bk^ci^ke,40,3"	Submit	22.51016	40	7053.736	22.17336	0	Submit	0	0
230	"*aMM0+++++++++++++++++++++*bNM2++++*cMN1++++*dLM2++++*eML1++++*fLL2+++*gNN2+++*hNL1+++*iLN1+++*jKM1+++*kMO2+++*lOM1+++*mMK2+++^ab^ac^ad^ae^df^cg^eh^di^dj^ck^bl^em^ef^bg^bh^ci,98,3"	Success	9.340533	98	12125.01	5.429353	0	Evaluate	0	0
231	"*aMM0++++++++++++*bNM4+++*cMN4+++*dLM4+++*eML4+++*fKM2+++++*gMK1+++++*hMO1+++++*iOM2+++++*jNN4*kLL4*lLN3++++++++++*mNL3++++++++++^ab^ac^ad^ae^df^eg^ch^bi^bj^cj^dk^ke^cl^ld^bm^me,50,3"	CouldNotStabilize	-0.1586567	50	6668.43	2.23E-05	1	Evaluate	1	1
231	"*aMM0++++++++++*bNM4+++*cMN4+++*dLM4+++*eML4+++*fKM2+++++*gMK1+++++*hMO1+++++*iOM2+++++*jNN4*kLL4*lLN3++++++++++*mNL3++++++++++^ab^ac^ad^ae^df^eg^ch^bi^bj^cj^dk^ke^cl^ld^bm^me,50,3"	CouldNotStabilize	-0.1425756	50	5923.869	1.43E-05	0	Evaluate	0	1
231	"*aMM0++++++++++*bNM4+++*cMN4+++*dLM4+++*eML4+++*fKM2+++++*gMK1+++++*hMO1+++++*iOM2+++++*jNN4*kLL4*lLN3++++++++++*mNL3++++++++++^ab^ac^ad^ae^df^eg^ch^bi^bj^cj^dk^ke^cl^ld^bm^me,50,3"	CouldNotStabilize	-0.1425756	50	5923.869	1.43E-05	0	Evaluate	0	1
231	"*aMM0++++++++++*bNM4+++*cMN4+++*dLM4+++*eML4+++*fKM2+++++*gMK1+++++*hMO1+++++*iOM2+++++*jNN4*kLL4*lLN3++++++++++*mNL3++++++++++^ab^ac^ad^ae^df^eg^ch^bi^bj^cj^dk^ke^cl^ld^bm^me,50,3"	CouldNotStabilize	-0.1425756	50	5923.869	1.43E-05	0	Evaluate	0	1
231	"*aMM0++++++++++*bNM4+++*cMN4+++*dLM4+++*eML4+++*fKM2+++++*gMK1+++++*hMO1+++++*iOM2+++++*jNN4*kLL4*lLN3++++++++++*mNL3++++++++++^ab^ac^ad^ae^df^eg^ch^bi^bj^cj^dk^ke^cl^ld^bm^me,5,3"	Success	20.19762	5	5923.869	9.022068	0	Evaluate	0	1
231	"*aMM0++++++++++*bNM4+++*cMN4+++*dLM4+++*eML4+++*fKM2+++++*gMK1+++++*hMO1+++++*iOM2+++++*jNN4*kLL4*lLN3++++++++++*mNL3++++++++++^ab^ac^ad^ae^df^eg^ch^bi^bj^cj^dk^ke^cl^ld^bm^me,5,3"	Submit	20.19762	5	5923.869	9.022068	0	Submit	0	1
232	"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3"	Open	9.999299	5	3470.2	20.00051	1	Open	0	0
232	"*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML2+++*fNL4*gOL4^ab^ac^ad^ae^bf^fg,5,3"	CouldNotStabilize	-0.1020728	5	3470.2	0.001570646	0	Evaluate	0	0
232	"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++*fOM1+++*gMO2+++*hKM1++*iMK2++*jNN2++*kLL2++^ab^ac^ad^ae^bf^cg^dh^ei^bj^cj^dk^ek,5,3"	Success	7.228828	5	4448.326	20.17691	0	Evaluate	0	0
232	"*aMM0++++++++*bNM2+++*cMN2+++*dLM2+++*eML2+++*fMO1++*gOM1++*hKM1++*iMK1++*jLN3+*kNL3+^ab^ac^ad^ae^cf^bg^dh^ei^dj^ek,50,3"	Success	2.948329	50	5066.106	11.51043	0	Evaluate	0	0
232	"*aMM0++++++++*bNM2+++*cMN2+++*dLM2+++*eML2+++*fMO1++*gOM1++*hKM1++*iMK1++*jLN3+*kNL3+^ab^ac^ad^ae^cf^bg^dh^ei^dj^ek,20,3"	Success	9.581449	20	5066.106	10.70724	0	Evaluate	0	0
232	"*aMM0++++++++++++*bNM2++++*cMN2++++*dLM2++++*eML1++++*fMO1+++*gOM1+++*hKM1+++*iMK1+++*jLN0+*kNL0+^ab^ac^ad^ae^cf^bg^dh^ei^dj^ek,50,3"	HitBoundary	11.16121	50	9986.034	19.15009	0	Evaluate	0	0
232	"*aMM0++++++++*bNM2+++*cMN2+++*dLM2+++*eML2+++*fMO1++*gOM1++*hKM1++*iMK1++*jLN3+*kNL3+^ab^ac^ad^ae^cf^bg^dh^ei^dj^ek,50,3"	Success	2.948329	50	5066.106	11.51043	0	Evaluate	0	0
232	"*aMM0++++++++*bNM2+++*cMN2+++*dLM2+++*eML2+++*fMO1++*gOM1++*hKM1++*iMK1++*jLN3+*kNL3+^ab^ac^ad^ae^cf^bg^dh^ei^dj^ek,20,3"	Success	9.581449	20	5066.106	10.70724	0	Evaluate	0	0
232	"*aMM0+++++++++*bNM2+++*cMN2+++*dLM2+++*eML2+++*fMO1++*gOM1++*hKM1++*iMK1++*jLN3+*kNL3+^ab^ac^ad^ae^cf^bg^dh^ei^dj^ek,50,3"	Success	4.093179	50	5387.041	10.62961	0	Evaluate	0	0
232	"*aMM0++++++*bNM2+++*cMN2+++*dLM2+++*eML2+++*fMO1+++*gOM1+++*hKM1+++*iMK1+++*jLN3++++*kNL3++++^ab^ac^ad^ae^cf^bg^dh^ei^dj^ek,20,3"	Success	6.756349	20	4733.7	11.2947	0	Evaluate	0	0
232	"*aMM0++++++++++*bNM2+++*cMN2+++*dLM2+++*eML2+++*fMO1+++*gOM1+++*hKM1+++*iMK1+++*jLN3++++*kNL3++++^ab^ac^ad^ae^cf^bg^dh^ei^dj^ek,20,3"	Success	11.54196	20	5979.763	9.944132	0	Evaluate	0	0
232	"*aMM0+++++*bNM2+++*cMN2+++*dLM2+++*eML2+++*fMO1+++*gOM1+++*hKM1+++*iMK1+++*jLN3++++*kNL3++++^ab^ac^ad^ae^cf^bg^dh^ei^dj^ek,20,3"	Success	5.018739	20	4469.277	11.52969	0	Evaluate	0	0
233	"*aMM0++++++*bNM2+++*cMN1+++*dLM1+++*eML2+++^ab^ac^ad^ae,5,3"	Open	11.74569	5	3734.624	18.88784	1	Open	0	0
233	"*aMM0++++++++++*bNM1++++++*cMN2++++++*dLM1++++++*eML2++++++*fNN3--*gLL3--^ab^ac^ad^ae^bf^dg,40,3"	CouldNotStabilize	-0.03579263	40	6273.36	2.12E-05	0	Evaluate	0	0
233	"*aMM0++++++++++*bNM1++++++*cMN2++++++*dLM1++++++*eML2++++++*fNN3--*gLL3--^ab^ac^ad^ae^bf^dg,40,3"	CouldNotStabilize	-0.03579263	40	6273.36	2.12E-05	0	Evaluate	0	0
233	"*aMM0+++++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++^ab^ac^ad^ae,5,3"	Success	11.4488	5	4692.777	19.28636	0	Evaluate	0	0
233	"*aMM0++++++++++++++++++*bNM2++++++*cMN1++++++*dLM2++++++*eML1++++++*fNN4++++++*gOM1++++*hMO2++++*iMK2++++*jKM1++++*kLL4++++^ab^ac^ad^ae^bf^cf^bg^ch^ei^dj^dk^ek,30,3"	Success	14.90441	30	10749.12	7.51095	0	Evaluate	0	0
233	"*aMM0+++++++++++++++++++++*bNM2++++++*cMN1++++++*dLM2++++++*eML1++++++*fNN4++++++*gOM1++++*hMO2++++*iMK2++++*jKM1++++*kLL4++++^ab^ac^ad^ae^bf^cf^bg^ch^ei^dj^dk^ek,14,3"	Success	19.92225	14	12474.51	6.149124	0	Evaluate	0	0
234	"*aMM0+++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3"	Open	9.999299	5	3470.2	20.00051	1	Open	0	0
234	"*aMM0+++++++*bNM2++++*cMN1++++*dLM2++++*eML1++++^ab^ac^ad^ae,5,3"	Success	12.50316	5	4313.027	18.33169	0	Evaluate	0	0
234	"*aMM0+++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++^ab^ac^ad^ae,10,3"	Success	5.468278	10	4145.701	18.55244	0	Evaluate	0	0
234	"*aMM0++++++*bNM2+++*cMN1+++*dLM2+++*eML1+++^ab^ac^ad^ae,5,3"	Success	11.74566	5	3734.624	18.88784	0	Evaluate	0	0
234	"*aMM0++++++++++*bNM1++++++*cMN2++++++*dLM1++++++*eML2++++++^ab^ac^ad^ae,5,3"	Success	15.02861	5	6130.438	15.76057	0	Evaluate	0	0
234	"*aMM0++++++++++*bNM1++++++*cMN2++++++*dLM1++++++*eML2++++++*fNN3--*gLL3--^ab^ac^ad^ae^bf^dg,40,3"	CouldNotStabilize	-0.03579263	40	6273.36	2.12E-05	0	Evaluate	0	0
234	"*aMM0++++++++++*bNM1++++++*cMN2++++++*dLM1++++++*eML2++++++*fNN3--*gLL3--^ab^ac^ad^ae^bf^dg,40,3"	CouldNotStabilize	-0.03579263	40	6273.36	2.12E-05	0	Evaluate	0	0
234	"*aMM0+++++++*bNM2+++++*cMN1+++++*dLM2+++++*eML1+++++^ab^ac^ad^ae,5,3"	Success	11.4488	5	4692.777	19.28636	0	Evaluate	0	0
234	"*aMM0++++++++++++++++++*bNM2++++++*cMN1++++++*dLM2++++++*eML1++++++*fNN4++++++*gOM1++++*hMO2++++*iMK2++++*jKM1++++*kLL4++++^ab^ac^ad^ae^bf^cf^bg^ch^ei^dj^dk^ek,30,3"	Success	14.90441	30	10749.12	7.51095	0	Evaluate	0	0
234	"*aMM0+++++++++++++++++++*bNM2++++++*cMN1++++++*dLM2++++++*eML1++++++*fNN4++++++*gOM1++++*hMO2++++*iMK2++++*jKM1++++*kLL4++++^ab^ac^ad^ae^bf^cf^bg^ch^ei^dj^dk^ek,30,3"	Success	15.47832	30	11297.92	6.938248	0	Evaluate	0	0
234	"*aMM0+++++++++++++++++++++*bNM2++++++*cMN1++++++*dLM2++++++*eML1++++++*fNN4++++++*gOM1++++*hMO2++++*iMK2++++*jKM1++++*kLL4++++^ab^ac^ad^ae^bf^cf^bg^ch^ei^dj^dk^ek,30,3"	Success	16.47552	30	12474.51	5.953134	0	Evaluate	0	0
234	"*aMM0++++++++++++++++++++*bNM2++++++*cMN1++++++*dLM2++++++*eML1++++++*fNN4++++++*gOM1++++*hMO2++++*iMK2++++*jKM1++++*kLL4++++^ab^ac^ad^ae^bf^cf^bg^ch^ei^dj^dk^ek,14,3"	Success	18.72218	14	11872.85	6.652779	0	Evaluate	0	0
234	"*aMM0++++++++++++++++++*bNM2++++++*cMN1++++++*dLM2++++++*eML1++++++*fNN4-*gOM1++++*hMO2++++*iMK2++++*jKM1++++*kLL4^ab^ac^ad^ae^bf^bg^ch^ei^dj^dk^cf^ek,25,3"	Success	14.98657	25	10749.12	7.59849	0	Evaluate	0	0
234	"*aMM0+++++++++++++++++*bNM2++++++*cMN1++++++*dLM2++++++*eML1++++++*fNN4*gOM1++++*hMO2++++*iMK2++++*jKM1++++*kLL4*lNL3+++*mLN3+++^ab^ac^ad^ae^bf^bg^ch^ei^dj^dk^cf^ek^el^cm,25,3"	Success	14.62733	25	10414.49	7.63143	0	Evaluate	0	0
234	"*aMM0+++++++++++++++++*bNM2++++++*cMN1++++++*dLM2++++++*eML1++++++*fNN4*gOM1++++*hMO2++++*iMK2++++*jKM1++++*kLL4*lNL3+++*mLN3+++^ab^ac^ad^ae^bf^bg^ch^ei^dj^dk^cf^ek^el^cm,25,3"	Submit	14.62733	25	10414.49	7.63143	0	Submit	0	0
235	"*aMM0++++++++++++++++++*bNM2++++++*cMN1++++++*dLM2++++++*eML1++++++*fNN4-*gOM1++++*hMO2++++*iMK2++++*jKM1++++*kLL4^ab^ac^ad^ae^bf^bg^ch^ei^dj^dk^cf^ek,25,3"	Open	14.98657	25	10749.12	7.59849	1	Open	0	0
